year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2021-22,Female,Non-Indigenous,—,—,—,0.1,0.1,1.6,5.6,2.8,4.8,14.8,15,5.4,20.4
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,0.1,0.1,0.1,0.6,0.7
2021-22,Female,Total,—,0.5,0.3,2.4,3.2,4,9.1,10,7.5,30.6,33.8,10.8,44.6
2021-22,Total,First Nations,—,0.8,0.8,6.8,8.3,11.5,18.4,24.9,21.6,76.4,84.7,18.4,103.1
2021-22,Total,Non-Indigenous,—,0.2,0.9,2.4,3.5,9.3,18.3,30,32.6,90.2,93.7,33.6,127.3
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,0.4,0.4,0.4,1.1,1.6
2021-22,Total,Total,—,0.9,1.7,9.2,11.8,20.8,36.7,55,54.5,167.1,178.9,53.1,232
2022-23,Male,First Nations,0.4,0.4,0.7,2.2,3.7,11,18.8,20.2,17.8,67.8,71.5,12.1,83.6
2022-23,Male,Non-Indigenous,—,—,—,1.9,1.9,8.2,15.9,25.1,35.9,85.1,87,24.7,111.7
2022-23,Male,Not stated,—,—,—,—,—,—,0.7,0.6,0.3,1.6,1.6,—,1.6
2022-23,Male,Total,0.4,0.4,0.7,4.2,5.7,19.2,35.3,45.9,54,154.5,160.2,36.7,196.9
2022-23,Female,First Nations,—,—,0.6,2.9,3.5,5.6,7.4,5.5,9.5,27.9,31.4,3.2,34.5
2022-23,Female,Non-Indigenous,—,—,—,1.1,1.1,1.4,9.3,7.7,2.6,21,22.1,4.6,26.7
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,—,0.6,3.9,4.5,7,16.7,13.1,12.1,48.9,53.5,7.8,61.2
2022-23,Total,First Nations,0.4,0.4,1.3,5.1,7.2,16.6,26.1,25.7,27.2,95.6,102.9,15.2,118.1
2022-23,Total,Non-Indigenous,—,—,—,3,3,9.6,25.2,32.8,38.8,106.4,109.3,29.3,138.6
2022-23,Total,Not stated,—,—,—,—,—,—,0.7,0.6,0.3,1.6,1.6,—,1.6
2022-23,Total,Total,0.4,0.4,1.3,8.1,10.2,26.2,52,59.1,66.3,203.6,213.8,44.5,258.3
2023-24,Male,First Nations,0.2,0.1,1,3.9,5.2,8.5,24.2,23.9,28.4,85,90.2,14.6,104.8
2023-24,Male,Non-Indigenous,—,—,0.6,1.2,1.8,9,19.5,23.1,28.4,79.9,81.7,27.4,109.2
2023-24,Male,Not stated,—,—,—,—,—,—,0.5,0.1,—,0.6,0.6,—,0.6
2023-24,Male,Total,0.2,0.1,1.6,5.1,7,17.4,44.3,47,56.8,165.6,172.6,42,214.6
2023-24,Female,First Nations,—,—,0.8,1.3,2.1,5.9,12.5,13.3,9,40.7,42.8,5.6,48.3
2023-24,Female,Non-Indigenous,—,—,—,0.4,0.4,2.7,5.8,11.2,7.9,27.6,28,3.2,31.1
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,—,0.8,1.7,2.4,8.6,18.3,24.4,16.9,68.3,70.7,8.8,79.5
2023-24,Total,First Nations,0.2,0.1,1.8,5.2,7.3,14.4,36.7,37.1,37.5,125.7,133,20.1,153.1
2023-24,Total,Non-Indigenous,—,—,0.6,1.5,2.2,11.6,25.4,34.2,36.3,107.5,109.7,30.6,140.3
2023-24,Total,Not stated,—,—,—,—,—,—,0.5,0.1,—,0.6,0.6,—,0.6
2023-24,Total,Total,0.2,0.1,2.4,6.7,9.5,26,62.7,71.5,73.7,233.9,243.3,50.7,294.1
2024-25,Male,First Nations,—,—,1.6,4.7,6.3,7.8,18.5,29.5,22.3,78,84.3,12.7,97
2024-25,Male,Non-Indigenous,—,—,0.1,1.5,1.6,7.3,16.3,20.2,22.6,66.4,68,15.9,83.8
2024-25,Male,Not stated,—,—,—,—,—,—,1.1,—,1.1,2.2,2.2,0.8,3
2024-25,Male,Total,—,—,1.7,6.2,7.9,15.1,35.8,49.7,45.9,146.6,154.5,29.3,183.8
2024-25,Female,First Nations,—,—,—,1,1,3.2,7.3,12.9,7.4,30.8,31.9,3.6,35.4
2024-25,Female,Non-Indigenous,—,—,—,—,—,2.5,3.5,4.2,8,18.1,18.2,5.3,23.4
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,—,1,1.1,5.7,10.8,17.1,15.4,49,50,8.8,58.9
2024-25,Total,First Nations,—,—,1.6,5.7,7.3,11,25.8,42.4,29.7,108.8,116.2,16.2,132.4
2024-25,Total,Non-Indigenous,—,—,0.1,1.5,1.6,9.8,19.8,24.4,30.6,84.5,86.1,21.1,107.3
2024-25,Total,Not stated,—,—,—,—,—,—,1.5,—,1.1,2.7,2.7,0.8,3.5
2024-25,Total,Total,—,—,1.7,7.3,9,20.8,47.1,66.8,61.3,196,205,38.2,243.1
