year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,—,0.1,1.5,9.1,10.7,32.9,84.7,109.6,115.8,343,353.7,49.5,403.2
2020-21,Male,Non-Indigenous,—,—,0.4,6,6.4,33.8,91.9,145.9,177.5,449.1,455.5,71.1,526.6
2020-21,Male,Not stated,—,—,—,0.1,0.1,0.9,3.9,10,16.6,31.3,31.4,3,34.4
2020-21,Male,Total,—,0.1,1.9,15.2,17.2,67.5,180.5,265.5,309.9,823.4,840.6,123.6,964.2
2020-21,Female,First Nations,—,—,—,0.8,0.8,8.9,21.7,34.8,30.8,96.2,97,7,104
2020-21,Female,Non-Indigenous,—,—,0.9,1.6,2.5,12,23,32.3,28,95.4,97.9,9.4,107.3
2020-21,Female,Not stated,—,—,0.2,0.9,1.1,1.4,0.7,0.9,3.7,6.7,7.7,0.3,8.1
2020-21,Female,Total,—,—,1.1,3.3,4.4,22.4,45.4,68,62.5,198.2,202.6,16.8,219.4
2020-21,Total,First Nations,—,0.1,1.5,9.9,11.5,41.8,107,144.8,146.6,440.2,451.7,56.5,508.1
2020-21,Total,Non-Indigenous,—,—,1.3,7.6,8.9,45.8,114.9,178.2,205.5,544.5,553.4,80.6,633.9
2020-21,Total,Not stated,—,—,0.2,1,1.2,2.3,4.6,10.8,20.3,38,39.1,3.4,42.5
2020-21,Total,Total,—,0.1,3,18.5,21.6,89.9,226.4,333.9,372.4,1022.6,1044.2,140.4,1184.6
2021-22,Male,First Nations,—,—,1.3,6.8,8.1,30.9,76.5,112.3,131.9,351.5,359.6,38.9,398.5
2021-22,Male,Non-Indigenous,—,—,0.5,2.5,3.1,24.2,64,128.7,175.8,392.7,395.8,71.8,467.6
2021-22,Male,Not stated,—,—,—,—,—,1.1,3.6,6.8,11.8,23.4,23.4,3.7,27
2021-22,Male,Total,—,0.1,1.8,9.3,11.2,56.2,144.1,247.9,319.4,767.6,778.8,114.3,893.1
2021-22,Female,First Nations,—,—,—,1.1,1.1,8,18.2,26.6,29.9,82.6,83.8,6.5,90.3
2021-22,Female,Non-Indigenous,—,—,0.1,3.9,4,10.2,20.4,30.1,22.4,83.1,87.1,7.6,94.7
2021-22,Female,Not stated,—,—,—,1.3,1.3,1,1.4,2.1,2.1,6.6,7.9,0.7,8.6
2021-22,Female,Total,—,—,0.1,6.4,6.5,19.1,40,58.8,54.4,172.3,178.8,14.8,193.6
2021-22,Total,First Nations,—,—,1.3,7.9,9.3,38.8,94.7,139.5,161.8,434.8,444,45.4,489.4
2021-22,Total,Non-Indigenous,—,—,0.6,6.4,7.1,34.3,84.5,159.4,198.4,476.6,483.7,79.4,563.1
2021-22,Total,Not stated,—,—,—,1.4,1.4,2.1,5,9,13.9,30,31.3,4.3,35.6
2021-22,Total,Total,—,0.1,1.9,15.7,17.7,75.2,184.1,307.9,374.1,941.3,959,129.1,1088.2
2022-23,Male,First Nations,0.2,0.6,1.2,5.8,7.8,32.9,95.5,128.8,130.9,388,395.8,37.6,433.4
2022-23,Male,Non-Indigenous,—,0.2,0.4,1.5,2.1,20.3,59.1,96.5,134.9,310.9,313,58.7,371.7
2022-23,Male,Not stated,—,—,—,—,—,0.7,6.1,3.4,12.4,22.6,22.6,3.7,26.3
2022-23,Male,Total,0.2,0.8,1.6,7.4,10,53.9,160.7,228.7,278.1,721.5,731.5,100,831.4
2022-23,Female,First Nations,—,—,0.8,0.6,1.4,6.8,23.2,26.8,22.7,79.4,80.9,5.7,86.5
2022-23,Female,Non-Indigenous,—,—,—,1.3,1.3,7.3,16.4,20.5,26.6,70.8,72.1,5.3,77.4
2022-23,Female,Not stated,—,—,—,—,—,1.5,1.7,1.5,1.4,6.1,6.1,0.4,6.5
2022-23,Female,Total,—,—,0.8,1.9,2.7,15.6,41.3,48.7,50.7,156.3,159.1,11.3,170.4
2022-23,Total,First Nations,0.2,0.6,2,6.5,9.2,39.7,118.7,155.5,153.6,467.5,476.7,43.3,520
2022-23,Total,Non-Indigenous,—,0.2,0.4,2.8,3.4,28.2,75.6,117.1,161.6,382.5,385.9,63.9,449.9
2022-23,Total,Not stated,—,—,—,—,—,2.2,7.9,4.9,13.7,28.6,28.7,4.1,32.8
2022-23,Total,Total,0.2,0.8,2.4,9.3,12.7,70.1,202.1,277.5,328.9,878.6,891.3,111.3,1002.6
2023-24,Male,First Nations,—,0.2,1.2,5,6.4,33.9,91.9,118.9,154,398.7,405.1,49.9,455
2023-24,Male,Non-Indigenous,—,—,0.4,3.5,4,16.5,63.6,91.3,119.6,291,295,51.9,346.9
2023-24,Male,Not stated,—,—,—,—,—,0.4,2.3,5.5,11.4,19.6,19.6,2.6,22.2
2023-24,Male,Total,—,0.2,1.7,8.5,10.3,50.8,157.8,215.6,285,709.3,719.6,104.5,824.1
2023-24,Female,First Nations,—,—,0.4,1.1,1.6,7.7,25.7,35.2,24.5,93,94.6,5.6,100.2
2023-24,Female,Non-Indigenous,—,—,—,0.4,0.5,8,16.4,21.7,27,73.1,73.5,3.4,76.9
2023-24,Female,Not stated,—,—,—,—,—,0.6,3.8,1,0.6,6,6,—,6
2023-24,Female,Total,—,—,0.5,1.6,2,16.2,45.9,57.9,52,172.1,174.1,9,183.1
2023-24,Total,First Nations,—,0.2,1.7,6.1,7.9,41.6,117.6,154.3,178.5,491.9,499.8,56.1,555.9
2023-24,Total,Non-Indigenous,—,—,0.5,4,4.4,24.8,80.1,113,146.6,364.4,368.8,55.3,424.1
2023-24,Total,Not stated,—,—,—,—,—,1,6.1,6.5,12,25.6,25.6,2.6,28.3
2023-24,Total,Total,—,0.2,2.1,10,12.4,67.4,203.8,273.7,337.1,881.9,894.3,114,1008.3
2024-25,Male,First Nations,—,0.3,1.4,5.2,7,36.4,92.8,119.1,148.4,396.6,403.5,54.2,457.8
2024-25,Male,Non-Indigenous,—,—,0.2,3.3,3.5,19.2,62.8,108.3,119.6,309.9,313.4,50.8,364.2
2024-25,Male,Not stated,—,—,—,0.2,0.2,1.1,4,8.1,7.2,20.4,20.6,2.2,22.7
2024-25,Male,Total,—,0.3,1.6,8.7,10.7,56.7,159.6,235.4,275.1,726.8,737.5,107.2,844.7
2024-25,Female,First Nations,—,—,0.1,0.6,0.7,11.1,30,29.1,35.8,106,106.7,3.4,110.1
2024-25,Female,Non-Indigenous,—,—,—,0.9,0.9,4.6,20.8,25.5,15.6,66.6,67.5,5.6,73.1
2024-25,Female,Not stated,—,—,—,—,—,0.6,0.8,2,2.1,5.4,5.4,—,5.4
2024-25,Female,Total,—,—,0.1,1.6,1.6,16.3,51.6,56.6,53.5,178,179.7,9,188.7
2024-25,Total,First Nations,—,0.3,1.4,5.9,7.6,47.4,122.8,148.5,184.2,502.9,510.5,57.7,568.3
2024-25,Total,Non-Indigenous,—,—,0.2,4.2,4.5,23.8,83.9,134.4,135.1,377.2,381.7,56.4,438.1
2024-25,Total,Not stated,—,—,—,0.2,0.2,1.7,4.7,10.1,9.3,25.8,26,2.2,28.2
2024-25,Total,Total,—,0.3,1.6,10.3,12.3,73,211.3,292.9,328.7,905.9,918.2,116.3,1034.5
