year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,—,0.1,0.6,2.4,3,8.6,11.7,18.3,16.4,54.9,58,18.1,76
2020-21,Male,Non-Indigenous,—,—,—,1.3,1.3,6.3,12.3,26.7,31.7,77,78.3,32.4,110.7
2020-21,Male,Not stated,—,—,—,0.1,0.1,—,—,0.4,0.4,0.9,1,0.2,1.2
2020-21,Male,Total,—,0.1,0.6,3.7,4.4,14.9,24,45.4,48.5,132.8,137.2,50.7,187.9
2020-21,Female,First Nations,—,—,—,0.3,0.3,0.5,1.2,1.6,1.5,4.8,5.1,2.2,7.3
2020-21,Female,Non-Indigenous,—,—,0.5,0.9,1.4,1.7,2.6,1.6,1.4,7.3,8.7,1.6,10.3
2020-21,Female,Not stated,—,—,—,—,—,—,—,—,—,—,0.1,—,0.1
2020-21,Female,Total,—,—,0.5,1.2,1.7,2.2,3.8,3.3,2.8,12.1,13.8,3.9,17.7
2020-21,Total,First Nations,—,0.1,0.6,2.7,3.3,9.1,13.1,19.9,17.9,60,63.3,20.3,83.6
2020-21,Total,Non-Indigenous,—,—,0.5,2.2,2.7,8,14.9,28.3,33,84.2,86.9,34.1,121
2020-21,Total,Not stated,—,—,—,0.1,0.1,—,—,0.4,0.4,0.9,1,0.2,1.3
2020-21,Total,Total,—,0.1,1.1,5,6.2,17.1,28,48.6,51.3,145.1,151.3,54.6,205.9
2021-22,Male,First Nations,—,—,0.3,2.6,2.9,6.7,19.8,18.7,23.1,68.4,71.3,9.8,81.1
2021-22,Male,Non-Indigenous,—,—,0.1,0.6,0.8,5.7,7.5,18.7,29.4,61.3,62.1,31.5,93.5
2021-22,Male,Not stated,—,—,—,—,—,—,—,0.1,1.2,1.3,1.3,0.3,1.6
2021-22,Male,Total,—,0.1,0.4,3.2,3.7,12.5,27.4,37.5,53.7,131.1,134.7,41.5,176.3
2021-22,Female,First Nations,—,—,—,0.1,0.1,0.8,0.8,2.8,1.5,5.9,6,0.4,6.4
2021-22,Female,Non-Indigenous,—,—,—,0.6,0.6,0.7,1.8,1,1.6,5.1,5.8,1,6.7
2021-22,Female,Not stated,—,—,—,0.6,0.6,0.1,—,—,—,0.2,0.7,—,0.7
2021-22,Female,Total,—,—,—,1.3,1.3,1.6,2.6,3.8,3.1,11.1,12.5,1.3,13.8
2021-22,Total,First Nations,—,—,0.3,2.7,3,7.5,20.6,21.5,24.6,74.3,77.3,10.2,87.5
2021-22,Total,Non-Indigenous,—,—,0.2,1.2,1.4,6.3,9.3,19.7,31.1,66.4,67.8,32.4,100.2
2021-22,Total,Not stated,—,—,—,0.6,0.6,0.2,—,0.1,1.2,1.5,2,0.3,2.3
2021-22,Total,Total,—,0.1,0.4,4.5,5,14,30,41.3,56.9,142.2,147.2,42.9,190.1
2022-23,Male,First Nations,0.2,0.6,1,3.5,5.2,10.2,22.9,28.7,26.5,88.4,93.6,9.2,102.8
2022-23,Male,Non-Indigenous,—,0.2,0.4,1.2,1.9,4.1,8.7,13.1,27.7,53.6,55.5,28.4,83.9
2022-23,Male,Not stated,—,—,—,—,—,—,0.2,—,0.2,0.4,0.4,0.5,0.9
2022-23,Male,Total,0.2,0.8,1.4,4.7,7.1,14.4,31.8,41.8,54.4,142.4,149.5,38.1,187.5
2022-23,Female,First Nations,—,—,0.3,0.2,0.5,0.6,1.4,0.8,1.8,4.7,5.1,0.5,5.7
2022-23,Female,Non-Indigenous,—,—,—,0.3,0.3,1.5,1.1,1.9,0.7,5.1,5.4,1,6.4
2022-23,Female,Not stated,—,—,—,—,—,0.1,—,—,—,0.1,0.1,—,0.1
2022-23,Female,Total,—,—,0.3,0.5,0.8,2.2,2.6,2.7,2.5,9.9,10.7,1.5,12.2
2022-23,Total,First Nations,0.2,0.6,1.3,3.6,5.7,10.8,24.4,29.5,28.3,93,98.7,9.7,108.4
2022-23,Total,Non-Indigenous,—,0.2,0.4,1.5,2.2,5.7,9.8,15,28.3,58.8,61,29.4,90.4
2022-23,Total,Not stated,—,—,—,—,—,0.1,0.2,—,0.2,0.5,0.5,0.5,1
2022-23,Total,Total,0.2,0.8,1.7,5.2,7.9,16.6,34.4,44.5,56.8,152.3,160.2,39.6,199.8
2023-24,Male,First Nations,—,0.2,1,3.2,4.4,11.9,24.4,31.7,36.2,104.2,108.7,15.5,124.2
2023-24,Male,Non-Indigenous,—,—,0.4,1.8,2.3,4.5,10.2,16.4,19.4,50.5,52.8,24.3,77.1
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,0.2,0.2,0.2,—,0.3
2023-24,Male,Total,—,0.2,1.5,5,6.7,16.3,34.6,48.2,55.8,155,161.7,39.9,201.5
2023-24,Female,First Nations,—,—,0.2,0.4,0.6,1.2,2,2.3,1.9,7.4,8,—,8
2023-24,Female,Non-Indigenous,—,—,—,0.4,0.4,0.6,1.9,1.8,1.7,6,6.4,0.9,7.3
2023-24,Female,Not stated,—,—,—,—,—,—,0.1,—,—,0.1,0.1,—,0.1
2023-24,Female,Total,—,—,0.2,0.8,1,1.8,4,4.2,3.6,13.5,14.5,1,15.4
2023-24,Total,First Nations,—,0.2,1.2,3.6,5,13,26.4,34.1,38.2,111.6,116.6,15.5,132.2
2023-24,Total,Non-Indigenous,—,—,0.5,2.2,2.7,5.1,12.1,18.3,21,56.5,59.2,25.3,84.5
2023-24,Total,Not stated,—,—,—,—,—,—,0.1,—,0.2,0.4,0.4,—,0.4
2023-24,Total,Total,—,0.2,1.7,5.8,7.7,18.1,38.6,52.3,59.4,168.5,176.2,40.8,217
2024-25,Male,First Nations,—,0.3,0.7,3.4,4.5,10,20.5,33.1,40.7,104.3,108.8,22,130.8
2024-25,Male,Non-Indigenous,—,—,0.1,1.6,1.7,5.6,15.3,17.6,20.3,58.8,60.5,22.9,83.3
2024-25,Male,Not stated,—,—,—,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.7,0.8,1.5
2024-25,Male,Total,—,0.3,0.8,5,6.2,15.7,35.8,50.9,61.3,163.8,170,45.6,215.6
2024-25,Female,First Nations,—,—,0.1,0.3,0.4,1.1,2.5,2.1,2.5,8.2,8.6,0.3,8.9
2024-25,Female,Non-Indigenous,—,—,—,0.3,0.3,0.4,1.1,2.5,1.3,5.3,5.5,1.1,6.7
2024-25,Female,Not stated,—,—,—,—,—,—,—,0.1,—,0.1,0.1,—,0.1
2024-25,Female,Total,—,—,0.1,0.6,0.6,1.5,3.6,4.8,3.7,13.6,14.3,1.4,15.7
2024-25,Total,First Nations,—,0.3,0.8,3.7,4.8,11.2,23,35.3,43.1,112.5,117.4,22.3,139.7
2024-25,Total,Non-Indigenous,—,—,0.1,1.8,1.9,6,16.4,20.1,21.6,64.1,66.1,24,90
2024-25,Total,Not stated,—,—,—,0.1,0.1,0.1,0.1,0.3,0.3,0.8,0.8,0.8,1.6
2024-25,Total,Total,—,0.3,0.9,5.6,6.9,17.3,39.4,55.7,65,177.4,184.3,47,231.3
