year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,0.1,0.1,0.1,0.6,0.7
2021-22,Female,Total,—,0.5,0.2,2.2,2.9,3.3,8.6,8.8,6.2,27,29.9,10.8,40.6
2021-22,Total,First Nations,—,0.7,0.6,5.9,7.2,9.7,15.3,20.6,17.5,63,70.2,16.5,86.8
2021-22,Total,Non-Indigenous,—,0.2,0.6,2,2.8,8.5,15.6,25.7,27.4,77.2,80,31.5,111.5
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,0.4,0.4,0.4,1.1,1.6
2021-22,Total,Total,—,0.9,1.2,7.9,10,18.2,30.9,46.4,45.2,140.6,150.6,49.2,199.9
2022-23,Male,First Nations,0.4,0.4,0.7,2.2,3.6,8.9,15.2,17.3,14.7,56.1,59.7,10.9,70.5
2022-23,Male,Non-Indigenous,—,—,—,1.6,1.6,7.3,14,22.1,30.8,74.2,75.8,23.6,99.4
2022-23,Male,Not stated,—,—,—,—,—,—,0.7,0.6,0.3,1.6,1.6,—,1.6
2022-23,Male,Total,0.4,0.4,0.7,3.8,5.2,16.2,30,40,45.7,131.9,137.1,34.5,171.6
2022-23,Female,First Nations,—,—,0.5,2.8,3.3,4.8,6.4,4.9,8.2,24.3,27.6,3.1,30.7
2022-23,Female,Non-Indigenous,—,—,—,1,1,1.3,8.6,7,2.3,19.2,20.2,4.6,24.8
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,—,0.5,3.8,4.3,6,15.1,11.9,10.5,43.5,47.8,7.7,55.5
2022-23,Total,First Nations,0.4,0.4,1.2,5,6.9,13.7,21.6,22.2,22.9,80.4,87.3,13.9,101.2
2022-23,Total,Non-Indigenous,—,—,—,2.6,2.6,8.6,22.7,29.1,33.2,93.6,96.2,28.2,124.4
2022-23,Total,Not stated,—,—,—,—,—,—,0.7,0.6,0.3,1.6,1.6,—,1.6
2022-23,Total,Total,0.4,0.4,1.2,7.6,9.5,22.3,45.1,51.9,56.4,175.6,185.1,42.2,227.3
2023-24,Male,First Nations,0.2,0.1,0.7,3.5,4.5,6.9,20.8,21.3,25.4,74.5,79,13.3,92.3
2023-24,Male,Non-Indigenous,—,—,0.6,1.1,1.8,7.6,18.2,19.1,24.4,69.3,71,25.5,96.5
2023-24,Male,Not stated,—,—,—,—,—,—,0.5,0.1,—,0.6,0.6,—,0.6
2023-24,Male,Total,0.2,0.1,1.3,4.6,6.3,14.5,39.5,40.5,49.8,144.3,150.6,38.8,189.4
2023-24,Female,First Nations,—,—,0.7,1.3,2,5.1,11.1,12.5,8.3,37.1,39.1,5.6,44.6
2023-24,Female,Non-Indigenous,—,—,—,0.3,0.3,2.6,5.8,10.3,6.3,25,25.3,3.2,28.5
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,—,0.7,1.6,2.3,7.8,17,22.7,14.6,62.1,64.4,8.7,73.1
2023-24,Total,First Nations,0.2,0.1,1.4,4.8,6.5,12,32,33.8,33.7,111.5,118.1,18.8,136.9
2023-24,Total,Non-Indigenous,—,—,0.6,1.5,2.1,10.3,24,29.3,30.7,94.2,96.3,28.7,125
2023-24,Total,Not stated,—,—,—,—,—,—,0.5,0.1,—,0.6,0.6,—,0.6
2023-24,Total,Total,0.2,0.1,2.1,6.2,8.6,22.3,56.5,63.2,64.4,206.4,215,47.6,262.6
2024-25,Male,First Nations,—,—,1.2,3.7,4.9,6.4,15.3,23.8,18.3,63.9,68.8,11.7,80.5
2024-25,Male,Non-Indigenous,—,—,0.1,1.1,1.2,6.1,13.6,15.3,17.4,52.3,53.5,14,67.5
2024-25,Male,Not stated,—,—,—,—,—,—,1,—,0.8,1.8,1.8,0.8,2.6
2024-25,Male,Total,—,—,1.3,4.8,6.1,12.5,30,39.1,36.5,118.1,124.2,26.5,150.6
2024-25,Female,First Nations,—,—,—,0.9,0.9,2.9,6.6,11,6.9,27.4,28.3,3.5,31.8
2024-25,Female,Non-Indigenous,—,—,—,—,—,2.3,3.3,3.8,6.6,16.1,16.1,4.4,20.5
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,—,0.9,0.9,5.2,9.9,14.9,13.5,43.5,44.4,7.9,52.3
2024-25,Total,First Nations,—,—,1.2,4.6,5.8,9.3,21.9,34.9,25.2,91.3,97.1,15.2,112.3
2024-25,Total,Non-Indigenous,—,—,0.1,1.1,1.2,8.4,16.9,19.1,24,68.4,69.6,18.4,88.1
2024-25,Total,Not stated,—,—,—,—,—,—,1.5,—,0.8,2.3,2.3,0.8,3.1
2024-25,Total,Total,—,—,1.3,5.7,7,17.7,40.4,54,50,162.1,169.1,34.4,203.4
