year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,0.9,5.7,12,33,51.6,72.7,111,144.8,165.1,493.6,545.2,184.6,729.8
2020-21,Male,Non-Indigenous,—,—,1.6,7.3,8.9,30,65.4,86.9,119,301.3,310.2,202.9,513.1
2020-21,Male,Not stated,—,—,—,—,—,0.1,1,0.2,1.9,3.2,3.2,3.3,6.5
2020-21,Male,Total,0.9,5.7,13.6,40.4,60.6,102.7,177.4,231.9,286,798.1,858.6,390.8,1249.4
2020-21,Female,First Nations,—,0.9,5.1,14.9,20.8,30.2,40.1,53.9,49.1,173.3,194.1,43.6,237.7
2020-21,Female,Non-Indigenous,—,—,—,1.5,1.5,10.5,17,25.5,25.8,78.8,80.2,38.6,118.8
2020-21,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,0.4,0.4
2020-21,Female,Total,—,0.9,5.1,16.3,22.3,40.7,57,79.4,75,252,274.3,82.6,357
2020-21,Total,First Nations,0.9,6.6,17.1,47.9,72.5,102.9,151.1,198.7,214.2,666.8,739.3,228.2,967.5
2020-21,Total,Non-Indigenous,—,—,1.6,8.8,10.4,40.5,82.3,112.4,144.8,380,390.4,241.5,631.9
2020-21,Total,Not stated,—,—,—,—,—,0.1,1,0.2,1.9,3.2,3.2,3.7,6.9
2020-21,Total,Total,0.9,6.6,18.7,56.7,82.9,143.4,234.4,311.3,361,1050.1,1133,473.4,1606.4
2021-22,Male,First Nations,0.2,1.7,13.8,37.4,53.1,76.2,121.4,150.2,164.3,512,565.2,174.1,739.2
2021-22,Male,Non-Indigenous,—,—,1.3,7.5,8.8,27.9,61,98.6,122.3,309.8,318.6,194.1,512.7
2021-22,Male,Not stated,—,—,—,—,—,0.1,—,0.5,0.9,1.5,1.5,2.3,3.8
2021-22,Male,Total,0.2,1.7,15.1,44.9,61.9,104.2,182.4,249.3,287.6,823.4,885.2,370.5,1255.8
2021-22,Female,First Nations,—,0.1,5.4,15.6,21.1,31.2,49.7,47.7,57.5,186,207.1,41.5,248.6
2021-22,Female,Non-Indigenous,—,—,0.1,2.3,2.4,9.9,18.5,23.6,28.4,80.3,82.7,32.9,115.6
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,1,1
2021-22,Female,Total,—,0.1,5.5,17.8,23.5,41.1,68.2,71.2,85.8,266.3,289.8,75.4,365.2
2021-22,Total,First Nations,0.2,1.8,19.3,53,74.3,107.4,171,198.7,221.7,698.9,773.2,215.5,988.7
2021-22,Total,Non-Indigenous,—,—,1.4,9.7,11.1,37.8,79.5,122.2,150.7,390.2,401.3,227.1,628.3
2021-22,Total,Not stated,—,—,—,—,—,0.1,—,0.5,0.9,1.5,1.5,3.3,4.8
2021-22,Total,Total,0.2,1.8,20.6,62.7,85.4,145.3,250.6,321.4,373.4,1090.6,1175.9,445.9,1621.9
2022-23,Male,First Nations,0.7,2.7,7.2,39.7,50.4,86.1,127.3,159.6,161.6,534.7,585,164.5,749.5
2022-23,Male,Non-Indigenous,—,0.6,1.1,11.4,13.1,27.1,56.1,92.2,113.4,288.9,302,181.5,483.5
2022-23,Male,Not stated,—,—,—,—,—,0.1,0.2,0.4,0.9,1.6,1.6,1.1,2.7
2022-23,Male,Total,0.7,3.3,8.3,51.1,63.5,113.4,183.6,252.3,275.9,825.1,888.6,347.1,1235.7
2022-23,Female,First Nations,—,0.7,3.4,18.3,22.4,32.7,47.3,52.1,43.6,175.7,198.1,42.8,240.9
2022-23,Female,Non-Indigenous,—,—,0.5,1.4,1.9,10,19.4,23.3,20.6,73.3,75.2,36.1,111.2
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,0.1,0.1,0.1,0.1,0.2
2022-23,Female,Total,—,0.7,3.8,19.7,24.3,42.7,66.7,75.4,64.3,249.1,273.4,78.9,352.3
2022-23,Total,First Nations,0.7,3.4,10.6,58,72.8,118.8,174.6,211.8,206.2,711.4,784.1,207.3,991.4
2022-23,Total,Non-Indigenous,—,0.6,1.6,12.8,15,37.2,75.6,115.5,134,362.2,377.2,217.6,594.7
2022-23,Total,Not stated,—,—,—,—,—,0.1,0.2,0.4,1,1.7,1.7,1.2,2.9
2022-23,Total,Total,0.7,4,12.2,70.9,87.8,156.1,250.3,327.7,341.1,1075.2,1163,426,1589
2023-24,Male,First Nations,0.1,4.1,11.3,38.1,53.6,75.3,127.6,169.2,176.3,548.3,602,154,755.9
2023-24,Male,Non-Indigenous,—,0.1,1.7,10.8,12.6,27.6,57.9,80.7,110.6,276.9,289.5,186,475.5
2023-24,Male,Not stated,—,—,—,—,—,—,—,0.6,0.6,1.2,1.2,0.9,2.1
2023-24,Male,Total,0.1,4.2,13,48.9,66.2,102.9,185.5,250.5,287.5,826.4,892.7,340.9,1233.6
2023-24,Female,First Nations,—,1.1,2.4,14.6,18.1,36,50.6,55.6,50.3,192.6,210.6,43.1,253.7
2023-24,Female,Non-Indigenous,—,—,0.6,4.1,4.7,7.6,19.7,23,21.6,71.9,76.6,28.1,104.7
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,0.2,0.2,0.2,0.2,0.4
2023-24,Female,Total,—,1.1,2.9,18.7,22.8,43.6,70.3,78.7,72.2,264.7,287.4,71.3,358.8
2023-24,Total,First Nations,0.1,5.2,13.7,52.7,71.7,111.3,178.2,225.2,226.7,741.4,813.1,197.1,1010.2
2023-24,Total,Non-Indigenous,—,0.1,2.3,14.9,17.3,35.2,77.6,103.7,132.3,348.8,366.1,214.1,580.2
2023-24,Total,Not stated,—,—,—,—,—,—,—,0.6,0.8,1.4,1.4,1.1,2.5
2023-24,Total,Total,0.1,5.3,16,67.7,89,146.5,255.8,329.5,359.8,1091.6,1180.6,412.3,1592.9
2024-25,Male,First Nations,—,2.2,12.4,34.4,49,76.2,124.9,162.4,166.7,530.2,579.3,157.6,736.8
2024-25,Male,Non-Indigenous,—,—,1.2,12.3,13.5,28,56,83.2,90.4,257.6,271.2,178.9,450
2024-25,Male,Not stated,—,—,—,—,—,—,0.3,1,2.4,3.7,3.7,0.6,4.3
2024-25,Male,Total,—,2.2,13.6,46.7,62.6,104.2,181.3,246.6,259.5,791.6,854.1,337,1191.1
2024-25,Female,First Nations,—,—,5.1,13.1,18.2,30.6,57,58,46.7,192.3,210.5,47.1,257.7
2024-25,Female,Non-Indigenous,0.1,0.8,0.8,3.7,5.4,6.2,17.7,24,23,71,76.4,30.1,106.4
2024-25,Female,Not stated,—,—,—,—,—,0.3,—,—,—,0.3,0.3,—,0.3
2024-25,Female,Total,0.1,0.8,5.9,16.8,23.6,37.1,74.7,82,69.7,263.6,287.2,77.2,364.3
2024-25,Total,First Nations,—,2.2,17.5,47.5,67.2,106.8,181.9,220.5,213.4,722.7,789.9,204.7,994.6
2024-25,Total,Non-Indigenous,0.1,0.8,2.1,16,19,34.2,73.8,107.6,113.8,329.3,348.3,209.2,557.5
2024-25,Total,Not stated,—,—,—,—,—,0.3,0.3,1,2.4,4,4,0.6,4.5
2024-25,Total,Total,0.1,3,19.6,63.5,86.2,141.3,256,329.1,329.6,1056,1142.2,414.4,1556.6
