year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2022-23,Total,First Nations,—,—,—,0.1,0.1,0.1,2.5,2.3,5.3,10.2,10.3,4.9,15.1
2022-23,Total,Non-Indigenous,—,—,—,1.9,1.9,5,8.9,16.6,28.9,59.4,61.3,31.3,92.6
2022-23,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Total,Total,—,—,—,2,2,5.1,11.4,18.8,34.2,69.5,71.6,36.2,107.7
2023-24,Male,First Nations,—,—,—,—,—,0.5,0.9,3.2,5,9.6,9.6,3.8,13.4
2023-24,Male,Non-Indigenous,—,—,—,0.5,0.5,2.9,7.8,13.6,17.4,41.7,42.2,34,76.2
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Male,Total,—,—,—,0.6,0.6,3.4,8.6,16.8,22.4,51.2,51.8,37.9,89.7
2023-24,Female,First Nations,—,—,—,—,—,—,0.4,0.2,—,0.6,0.6,—,0.6
2023-24,Female,Non-Indigenous,—,—,—,—,—,—,0.2,0.5,0.6,1.3,1.3,1.5,2.9
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,—,—,—,—,—,0.6,0.7,0.6,1.9,1.9,1.5,3.4
2023-24,Total,First Nations,—,—,—,—,—,0.5,1.2,3.4,5,10.1,10.2,3.8,14
2023-24,Total,Non-Indigenous,—,—,—,0.5,0.5,2.9,8,14.1,18,43,43.6,35.5,79.1
2023-24,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Total,Total,—,—,—,0.6,0.6,3.5,9.2,17.5,23,53.2,53.7,39.4,93.1
2024-25,Male,First Nations,—,—,—,—,—,0.5,1.8,2.1,5.6,10.1,10.1,6.6,16.7
2024-25,Male,Non-Indigenous,—,—,—,0.3,0.3,3.1,11.3,19.2,26.9,60.4,60.7,45.4,106.1
2024-25,Male,Not stated,—,—,—,—,—,—,—,0.2,—,0.2,0.2,—,0.2
2024-25,Male,Total,—,—,—,0.3,0.3,3.6,13.2,21.5,32.6,70.7,71,52,123
2024-25,Female,First Nations,—,—,—,—,—,—,0.1,0.9,0.3,1.2,1.2,1.1,2.3
2024-25,Female,Non-Indigenous,—,—,—,—,—,0.3,0.1,0.9,0.4,1.6,1.6,1.7,3.3
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,—,—,—,0.3,0.2,1.7,0.7,2.9,2.9,2.8,5.6
2024-25,Total,First Nations,—,—,—,—,—,0.5,1.9,3,6,11.3,11.3,7.7,19
2024-25,Total,Non-Indigenous,—,—,—,0.3,0.3,3.3,11.5,20,27.2,62.1,62.3,47,109.4
2024-25,Total,Not stated,—,—,—,—,—,—,—,0.2,—,0.2,0.2,—,0.2
2024-25,Total,Total,—,—,—,0.3,0.3,3.8,13.3,23.2,33.2,73.6,73.9,54.7,128.6
