year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,—,—,—,0.1,0.1,1,3.6,2.8,3.2,10.6,10.7,8.3,19
2020-21,Male,Non-Indigenous,—,—,0.1,1.4,1.4,4.7,13.5,23.9,39.8,81.9,83.4,50.8,134.1
2020-21,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Male,Total,—,—,0.1,1.5,1.6,5.7,17.1,26.7,43,92.5,94.1,59.1,153.2
2020-21,Female,First Nations,—,—,—,—,—,—,—,0.2,0.5,0.7,0.7,0.3,1
2020-21,Female,Non-Indigenous,—,—,—,0.3,0.3,0.6,2.6,1.2,2.8,7,7.3,1.9,9.2
2020-21,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Female,Total,—,—,—,0.3,0.3,0.6,2.6,1.3,3.3,7.8,8.1,2.2,10.2
2020-21,Total,First Nations,—,—,—,0.1,0.1,1,3.6,3,3.7,11.3,11.4,8.7,20.1
2020-21,Total,Non-Indigenous,—,—,0.1,1.7,1.7,5.3,16.1,25,42.5,89,90.7,52.6,143.3
2020-21,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Total,Total,—,—,0.1,1.8,1.9,6.3,19.7,28,46.2,100.3,102.1,61.3,163.4
2021-22,Male,First Nations,—,—,—,—,—,0.2,1.9,5,4.1,11.2,11.2,5,16.2
2021-22,Male,Non-Indigenous,—,—,—,1.4,1.4,2.7,7.9,21.2,27.5,59.4,60.8,34.7,95.6
2021-22,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Male,Total,—,—,—,1.4,1.4,2.9,9.8,26.2,31.6,70.6,72,39.7,111.7
2021-22,Female,First Nations,—,—,—,—,—,—,—,—,0.2,0.3,0.3,1.5,1.8
2021-22,Female,Non-Indigenous,—,—,—,0.1,0.1,0.5,1.4,3.2,1,6,6.1,0.8,6.9
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Female,Total,—,—,—,0.1,0.1,0.5,1.4,3.2,1.2,6.3,6.4,2.3,8.7
2021-22,Total,First Nations,—,—,—,—,—,0.2,2,5.1,4.3,11.5,11.5,6.5,18
2021-22,Total,Non-Indigenous,—,—,—,1.5,1.5,3.2,9.3,24.4,28.5,65.4,66.9,35.5,102.5
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Total,Total,—,—,—,1.5,1.5,3.4,11.2,29.5,32.8,76.9,78.4,42,120.5
2022-23,Male,First Nations,—,—,—,0.1,0.1,0.1,2.3,2.2,5.3,10,10,4.5,14.6
2022-23,Male,Non-Indigenous,—,—,—,1.9,1.9,4.5,8.5,15,26.6,54.6,56.6,30,86.5
2022-23,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Male,Total,—,—,—,2,2,4.6,10.8,17.2,31.9,64.6,66.6,34.5,101.1
2022-23,Female,First Nations,—,—,—,—,—,—,0.2,—,—,0.2,0.2,0.4,0.6
2022-23,Female,Non-Indigenous,—,—,—,—,—,0.5,0.4,1.6,2.3,4.7,4.7,1.3,6
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,—,—,—,—,0.5,0.6,1.6,2.3,5,5,1.6,6.6
