year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,—,—,—,—,—,0.5,—,1,3.4,4.8,4.9,3.2,8
2020-21,Male,Non-Indigenous,—,0.1,0.6,1,1.7,2.2,5,8.7,12.3,28.2,29.9,6.8,36.7
2020-21,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Male,Total,—,0.1,0.6,1,1.7,2.7,5,9.7,15.7,33,34.8,10,44.7
2020-21,Female,First Nations,—,—,—,—,—,—,1,0.5,—,1.6,1.7,0.1,1.8
2020-21,Female,Non-Indigenous,—,—,—,0.1,0.1,3.4,3.4,2.1,3.3,12.1,12.2,1.1,13.3
2020-21,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Female,Total,—,—,—,0.1,0.1,3.4,4.4,2.6,3.3,13.7,13.8,1.3,15.1
2020-21,Total,First Nations,—,—,—,0.1,0.1,0.5,1,1.6,3.4,6.5,6.5,3.3,9.8
2020-21,Total,Non-Indigenous,—,0.1,0.6,1.1,1.8,5.5,8.4,10.8,15.6,40.3,42.1,8,50
2020-21,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Total,Total,—,0.1,0.6,1.2,1.9,6.1,9.4,12.3,19,46.7,48.6,11.2,59.8
2021-22,Male,First Nations,—,—,—,0.1,0.1,—,0.3,1.6,1,2.9,3,5,8
2021-22,Male,Non-Indigenous,—,—,0.5,1.2,1.7,2.2,3.3,4.9,8.8,19.3,20.9,8.1,29
2021-22,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Male,Total,—,—,0.5,1.3,1.8,2.2,3.6,6.5,9.8,22.2,24,13.1,37
2021-22,Female,First Nations,—,—,—,0.6,0.6,0.4,0.2,0.3,0.2,1.1,1.7,—,1.7
2021-22,Female,Non-Indigenous,—,—,0.3,0.6,0.9,2.1,6.5,2.6,1.1,12.4,13.3,1.5,14.8
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Female,Total,—,—,0.3,1.2,1.5,2.5,6.7,2.9,1.3,13.5,15,1.5,16.5
2021-22,Total,First Nations,—,—,—,0.7,0.7,0.4,0.5,1.9,1.2,4,4.8,5,9.8
2021-22,Total,Non-Indigenous,—,—,0.8,1.8,2.5,4.3,9.8,7.6,9.9,31.7,34.2,9.5,43.8
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
