year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,0.1,0.6,4.3,12.3,17.3,19.1,39.4,46.2,45.3,150.1,167.4,36,203.4
2020-21,Male,Non-Indigenous,—,—,1.6,4.4,6,14.3,28.5,33.2,43.4,119.3,125.3,41,166.3
2020-21,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Male,Total,0.1,0.6,5.9,16.7,23.3,33.4,67.9,79.4,88.7,269.5,292.8,76.9,369.7
2020-21,Female,First Nations,—,—,0.3,3.6,3.9,7.6,11.8,8.1,9.5,37,40.9,6.7,47.6
2020-21,Female,Non-Indigenous,—,—,—,1.8,1.8,5.7,6.7,6.4,6.6,25.5,27.3,2.3,29.6
2020-21,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Female,Total,—,—,0.3,5.3,5.7,13.3,18.6,14.5,16.1,62.5,68.2,9,77.2
2020-21,Total,First Nations,0.1,0.6,4.6,15.9,21.2,26.7,51.3,54.4,54.8,187.1,208.3,42.6,251
2020-21,Total,Non-Indigenous,—,—,1.6,6.1,7.8,20,35.2,39.6,50,144.8,152.6,43.3,195.9
2020-21,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Total,Total,0.1,0.6,6.2,22,29,46.7,86.5,93.9,104.8,332,360.9,85.9,446.9
2021-22,Male,First Nations,—,0.6,3.6,10.9,15.2,25.7,40.3,51.7,54,171.8,187,26.7,213.7
2021-22,Male,Non-Indigenous,—,0.8,1.7,3.8,6.2,12.6,23.1,32.6,44.6,112.9,119.1,31.1,150.2
2021-22,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Male,Total,—,1.4,5.3,14.7,21.4,38.3,63.4,84.3,98.7,284.7,306.1,57.8,364
2021-22,Female,First Nations,—,—,1.9,7.2,9,8.3,9.2,14.5,8.5,40.4,49.5,6.3,55.7
2021-22,Female,Non-Indigenous,—,—,0.1,2.6,2.7,4.6,7.4,8.7,6.7,27.4,30.1,4,34.2
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Female,Total,—,—,1.9,9.8,11.7,12.9,16.6,23.2,15.2,67.8,79.6,10.3,89.9
2021-22,Total,First Nations,—,0.6,5.5,18.1,24.2,34,49.5,66.2,62.5,212.2,236.4,33,269.5
2021-22,Total,Non-Indigenous,—,0.8,1.7,6.4,8.9,17.2,30.5,41.2,51.4,140.3,149.3,35.1,184.4
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Total,Total,—,1.4,7.3,24.5,33.2,51.2,80,107.4,113.9,352.5,385.7,68.1,453.9
2022-23,Male,First Nations,0.1,0.8,5.2,19.5,25.5,27.4,47.1,54.1,64.8,193.4,218.9,38,256.9
2022-23,Male,Non-Indigenous,—,0.3,1.8,5.7,7.9,11.8,27.7,35.2,47,121.7,129.6,28.7,158.2
2022-23,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Male,Total,0.1,1.1,7,25.2,33.3,39.3,74.8,89.3,111.8,315.1,348.5,66.7,415.2
2022-23,Female,First Nations,—,0.1,1.9,7.5,9.6,15.2,10.3,15.2,17.5,58.2,67.7,7.8,75.5
2022-23,Female,Non-Indigenous,—,—,0.2,3.3,3.5,7.5,9.9,6.8,6.7,30.8,34.4,2.1,36.4
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,0.1,2.1,10.8,13.1,22.7,20.2,22,24.2,89,102.1,9.8,111.9
2022-23,Total,First Nations,0.1,0.9,7.1,27,35.1,42.7,57.4,69.3,82.3,251.6,286.7,45.8,332.4
2022-23,Total,Non-Indigenous,—,0.3,2,9,11.4,19.3,37.6,42,53.7,152.5,163.9,30.8,194.7
2022-23,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Total,Total,0.1,1.2,9.1,36,46.4,62,95,111.2,136,404.1,450.6,76.6,527.1
2023-24,Male,First Nations,0.1,1.4,4.3,14.3,20,29.6,39.8,48.6,58.8,176.9,196.9,44.8,242.1
2023-24,Male,Non-Indigenous,—,—,1.3,6.3,7.6,13.4,26.8,36.9,44.8,121.9,129.5,28.8,158.3
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Male,Total,0.1,1.4,5.6,20.6,27.5,43.1,66.7,85.5,103.6,298.9,326.4,73.6,400.5
2023-24,Female,First Nations,—,—,0.7,5.8,6.5,10.5,18.1,15,12.5,56.1,62.6,8.1,70.7
2023-24,Female,Non-Indigenous,—,0.2,0.4,3.1,3.7,6.9,8.3,12.1,9.4,36.7,40.5,3.8,44.2
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,0.2,1.1,8.9,10.2,17.3,26.4,27,22,92.8,103,11.9,114.9
2023-24,Total,First Nations,0.1,1.4,4.9,20.1,26.5,40.1,57.9,63.6,71.4,233,259.5,52.8,312.8
2023-24,Total,Non-Indigenous,—,0.2,1.7,9.4,11.3,20.3,35.2,49,54.2,158.7,170,32.6,202.5
2023-24,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Total,Total,0.1,1.5,6.7,29.5,37.8,60.4,93.1,112.5,125.6,391.7,429.5,85.4,515.3
2024-25,Male,First Nations,0.5,0.4,3.6,7.3,11.7,19.3,37.9,45.3,53.3,155.8,167.5,38.3,205.9
2024-25,Male,Non-Indigenous,—,—,0.1,4.6,4.7,11.8,22.9,33.4,47.3,115.4,120.1,28.7,148.8
2024-25,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Male,Total,0.5,0.4,3.6,11.9,16.4,31.1,60.8,78.7,100.6,271.2,287.7,66.9,354.7
2024-25,Female,First Nations,—,0.1,0.4,3.2,3.7,8.4,13.9,13.8,8.7,44.8,48.5,5.2,53.7
2024-25,Female,Non-Indigenous,—,—,0.4,1.7,2.2,4.2,8,7.7,9.6,29.5,31.7,4.9,36.6
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,0.1,0.8,5,5.9,12.6,22,21.5,18.2,74.3,80.1,10.1,90.2
2024-25,Total,First Nations,0.5,0.5,4,10.5,15.4,27.8,51.8,59,62,200.6,216,43.4,259.5
2024-25,Total,Non-Indigenous,—,—,0.5,6.4,6.9,16,31,41.2,56.9,145,151.8,33.6,185.4
2024-25,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Total,Total,0.5,0.5,4.4,16.8,22.3,43.7,82.8,100.2,118.9,345.6,367.8,77,444.9
