year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2023-24,Total,First Nations,—,—,0.2,0.3,0.5,0.5,0.6,1.1,1.6,3.8,4.3,1,5.3
2023-24,Total,Non-Indigenous,—,—,—,0.2,0.2,0.6,3,2.4,2.3,8.4,8.6,1.9,10.4
2023-24,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Total,Total,—,—,0.2,0.5,0.7,1.1,3.6,3.5,3.9,12.2,12.8,2.9,15.8
2024-25,Male,First Nations,—,—,—,—,—,0.3,1.3,1.7,1.2,4.5,4.5,1,5.5
2024-25,Male,Non-Indigenous,—,—,—,—,—,0.4,2.4,4.7,3,10.5,10.5,1.1,11.6
2024-25,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Male,Total,—,—,—,—,—,0.7,3.7,6.4,4.2,15,15,2.1,17.1
2024-25,Female,First Nations,—,—,0.1,0.7,0.8,—,0.1,0.1,0.2,0.4,1.2,—,1.2
2024-25,Female,Non-Indigenous,—,—,—,—,—,—,0.1,0.2,0.6,0.8,0.9,—,0.9
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,0.1,0.7,0.8,—,0.2,0.2,0.8,1.2,2,—,2
2024-25,Total,First Nations,—,—,0.1,0.7,0.8,0.3,1.4,1.8,1.4,4.9,5.7,1,6.7
2024-25,Total,Non-Indigenous,—,—,—,—,0.1,0.4,2.5,4.9,3.6,11.3,11.4,1.1,12.5
2024-25,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Total,Total,—,—,0.1,0.7,0.8,0.7,3.9,6.7,5,16.2,17.1,2.1,19.1
