sex,indigenous_status,nsw,vic,qld,wa,sa,tas,act,nt,australia
Male,First Nations,125.751,64.433,222.138,196.67,172.218,86.964,239.71,n.a.,161.306
Male,Non-Indigenous,7.907,6.637,9.935,9.979,7.866,19.952,19.423,n.a.,8.624
Male,Total,17.213,7.851,28.567,22.768,16.915,27.526,27.046,n.a.,18.299
Female,First Nations,35.656,10.706,84.14,50.333,68.387,52.296,136.069,n.a.,53.655
Female,Non-Indigenous,1.809,0.743,2.967,2.571,2.213,7.305,6.043,n.a.,2.05
Female,Total,4.456,0.954,10.167,5.917,5.769,12.448,9.912,n.a.,5.312
Total,First Nations,82.316,38.006,154.587,124.672,121.593,70.117,193.563,n.a.,108.911
Total,Non-Indigenous,4.959,3.768,6.568,6.38,5.113,13.996,12.947,n.a.,5.44
Total,Total,11.041,4.493,19.644,14.572,11.514,20.398,18.774,n.a.,12.002
