year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,—,—,0.2,3,3.2,8.2,15,17.9,19.1,60.2,63.4,41.6,105.1
2020-21,Male,Non-Indigenous,—,0.2,1,5.5,6.8,17.5,54.7,96.3,139,307.5,314.3,299.8,614.1
2020-21,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Male,Total,—,0.2,1.2,8.6,10,25.7,69.7,114.2,158.1,367.7,377.8,341.4,719.2
2020-21,Female,First Nations,—,—,—,—,—,0.5,2.4,4.8,4.2,11.8,11.8,7.4,19.2
2020-21,Female,Non-Indigenous,—,—,—,0.6,0.6,4.4,16.1,16.1,24.1,60.8,61.4,46,107.3
2020-21,Female,Not stated,—,—,—,—,—,0.1,—,—,—,0.1,0.1,—,0.1
2020-21,Female,Total,—,—,—,0.6,0.6,5,18.6,20.9,28.3,72.7,73.3,53.3,126.6
2020-21,Total,First Nations,—,—,0.2,3,3.2,8.7,17.4,22.7,23.2,72,75.3,49,124.3
2020-21,Total,Non-Indigenous,—,0.2,1,6.1,7.4,21.9,70.8,112.5,163.1,368.3,375.7,345.7,721.4
2020-21,Total,Not stated,—,—,—,—,—,0.1,—,—,—,0.1,0.1,—,0.1
2020-21,Total,Total,—,0.2,1.2,9.2,10.6,30.7,88.2,135.1,186.3,440.4,451,394.8,845.8
2021-22,Male,First Nations,—,—,—,0.9,0.9,3.8,9.6,16.1,22.5,52,52.9,37.5,90.4
2021-22,Male,Non-Indigenous,—,—,1.6,4,5.7,13.1,34.6,83.4,114.9,246,251.7,282.4,534.1
2021-22,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Male,Total,—,—,1.6,4.9,6.5,16.9,44.2,99.5,137.4,298,304.5,320,624.5
2021-22,Female,First Nations,—,—,—,—,—,—,1.4,3,3.6,8,8.1,8.8,16.9
2021-22,Female,Non-Indigenous,—,—,—,0.4,0.4,3.9,9,21.8,15.8,50.4,50.9,35.8,86.6
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Female,Total,—,—,—,0.4,0.4,3.9,10.4,24.9,19.4,58.5,58.9,44.6,103.5
2021-22,Total,First Nations,—,—,—,0.9,0.9,3.8,11.6,19.2,26.1,60.6,61.5,46.4,107.9
2021-22,Total,Non-Indigenous,—,—,1.6,4.5,6.1,17,43.6,105.2,130.7,296.4,302.5,318.2,620.7
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Total,Total,—,—,1.6,5.3,7,20.8,55.1,124.3,156.8,357,364,364.6,728.6
2022-23,Male,First Nations,—,—,—,0.8,0.8,0.9,7.8,12.1,20,40.8,41.6,46.9,88.5
2022-23,Male,Non-Indigenous,—,—,0.3,4.8,5.1,15.4,37,53.5,111.9,217.9,223,218.4,441.4
2022-23,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Male,Total,—,—,0.3,5.6,5.9,16.3,44.8,65.6,131.9,258.6,264.5,265.3,529.9
2022-23,Female,First Nations,—,—,0.3,—,0.3,0.6,0.8,2.5,1.1,5,5.4,6.2,11.5
