year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,—,—,—,—,—,—,0.4,1.4,1.5,3.4,3.4,0.2,3.7
2020-21,Male,Non-Indigenous,—,—,—,0.5,0.5,—,0.3,1.4,1.8,3.4,3.9,1.1,5
2020-21,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Male,Total,—,—,—,0.5,0.5,—,0.6,2.8,3.3,6.8,7.3,1.3,8.7
2020-21,Female,First Nations,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Female,Non-Indigenous,—,—,—,—,—,0.1,0.3,0.2,—,0.6,0.6,0.1,0.7
2020-21,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Female,Total,—,—,—,—,—,0.1,0.3,0.2,—,0.6,0.6,0.1,0.7
2020-21,Total,First Nations,—,—,—,—,—,—,0.4,1.4,1.5,3.4,3.4,0.2,3.7
2020-21,Total,Non-Indigenous,—,—,—,0.5,0.5,0.1,0.6,1.6,1.8,4.1,4.6,1.2,5.7
2020-21,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Total,Total,—,—,—,0.5,0.5,0.2,0.9,3,3.4,7.4,8,1.4,9.4
2021-22,Male,First Nations,—,—,—,—,—,0.4,0.5,0.6,1.8,3.2,3.2,0.9,4.1
2021-22,Male,Non-Indigenous,—,—,—,0.2,0.2,0.9,0.2,1.1,1.6,3.7,3.9,0.1,4.1
2021-22,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Male,Total,—,—,—,0.2,0.2,1.3,0.7,1.7,3.3,6.9,7.2,1.1,8.2
2021-22,Female,First Nations,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Female,Non-Indigenous,—,—,—,—,—,—,0.3,0.3,0.3,0.9,0.9,—,0.9
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Female,Total,—,—,—,—,—,—,0.3,0.3,0.3,0.9,0.9,—,0.9
2021-22,Total,First Nations,—,—,—,—,—,0.4,0.5,0.6,1.8,3.2,3.2,0.9,4.1
2021-22,Total,Non-Indigenous,—,—,—,0.2,0.2,0.9,0.5,1.4,1.9,4.6,4.9,0.1,5
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Total,Total,—,—,—,0.2,0.2,1.3,0.9,2,3.7,7.8,8.1,1.1,9.1
2022-23,Male,First Nations,—,0.1,—,—,0.1,0.1,0.9,1,0.6,2.6,2.7,0.5,3.2
2022-23,Male,Non-Indigenous,—,—,—,0.6,0.6,0.6,1.5,2.4,2.8,7.3,7.9,0.1,8
2022-23,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Male,Total,—,0.1,—,0.6,0.7,0.7,2.4,3.4,3.4,9.9,10.6,0.6,11.2
2022-23,Female,First Nations,—,—,—,0.1,0.1,—,0.4,0.6,0.1,1.1,1.2,—,1.2
2022-23,Female,Non-Indigenous,—,—,—,—,—,0.2,0.5,0.4,—,1.1,1.1,—,1.1
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,—,—,0.1,0.1,0.2,1,0.9,0.1,2.2,2.3,—,2.3
2022-23,Total,First Nations,—,0.1,—,0.1,0.2,0.1,1.3,1.6,0.7,3.7,3.9,0.5,4.5
2022-23,Total,Non-Indigenous,—,—,—,0.6,0.6,0.8,2.1,2.7,2.8,8.4,9,0.1,9.1
2022-23,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Total,Total,—,0.1,—,0.7,0.8,0.9,3.3,4.3,3.5,12.1,13,0.6,13.6
2023-24,Male,First Nations,—,—,—,0.1,0.1,—,0.5,1.1,0.8,2.5,2.5,0.6,3.1
2023-24,Male,Non-Indigenous,—,—,—,0.3,0.3,1.7,1.5,2.2,3.8,9.2,9.5,0.1,9.6
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Male,Total,—,—,—,0.4,0.4,1.8,2,3.3,4.6,11.6,12,0.7,12.7
2023-24,Female,First Nations,—,—,—,0.1,0.1,0.1,0.8,1.1,0.4,2.4,2.5,—,2.5
2023-24,Female,Non-Indigenous,—,—,—,—,—,0.1,0.2,0.5,0.3,1.1,1.1,—,1.1
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,—,—,0.1,0.1,0.2,1,1.6,0.7,3.5,3.6,—,3.6
2023-24,Total,First Nations,—,—,—,0.1,0.1,0.2,1.3,2.2,1.2,4.9,5,0.6,5.6
2023-24,Total,Non-Indigenous,—,—,—,0.3,0.3,1.8,1.7,2.7,4,10.3,10.6,0.1,10.7
2023-24,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Total,Total,—,—,—,0.5,0.5,2,3,4.9,5.2,15.1,15.6,0.7,16.3
2024-25,Male,First Nations,—,—,—,0.3,0.3,0.5,0.1,1.2,1.8,3.6,3.9,1.1,5
2024-25,Male,Non-Indigenous,—,—,—,—,—,0.6,2.5,2.2,2.6,7.8,7.8,0.3,8.1
2024-25,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Male,Total,—,—,—,0.3,0.3,1.1,2.5,3.4,4.4,11.4,11.7,1.4,13.1
2024-25,Female,First Nations,—,—,0.1,—,0.1,—,0.1,0.3,0.4,0.8,0.9,—,0.9
2024-25,Female,Non-Indigenous,—,—,—,0.3,0.3,0.3,0.2,0.2,0.7,1.5,1.7,0.1,1.8
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,0.1,0.3,0.4,0.3,0.3,0.5,1.1,2.2,2.6,0.1,2.7
2024-25,Total,First Nations,—,—,0.1,0.3,0.4,0.5,0.2,1.5,2.2,4.3,4.7,1.1,5.9
2024-25,Total,Non-Indigenous,—,—,—,0.3,0.3,0.9,2.7,2.4,3.3,9.3,9.6,0.4,9.9
2024-25,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Total,Total,—,—,0.1,0.6,0.7,1.4,2.9,3.9,5.4,13.6,14.3,1.5,15.8
