year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,—,0.2,0.8,3.2,4.3,9.1,13.8,16.7,21.7,61.3,65.6,6.7,72.3
2020-21,Male,Non-Indigenous,—,—,0.4,0.5,1,2.6,4,5.8,6.9,19.4,20.4,2.9,23.3
2020-21,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Male,Total,—,0.2,1.3,3.7,5.3,11.7,17.9,22.5,28.6,80.7,86,9.6,95.6
2020-21,Female,First Nations,—,0.1,0.2,1.1,1.3,1.3,1.4,1.8,2.6,7.1,8.4,0.1,8.5
2020-21,Female,Non-Indigenous,—,—,—,—,—,0.2,0.6,0.7,0.2,1.7,1.7,—,1.7
2020-21,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Female,Total,—,0.1,0.2,1.1,1.4,1.5,2,2.5,2.8,8.8,10.1,0.1,10.2
2020-21,Total,First Nations,—,0.3,1,4.2,5.6,10.4,15.2,18.4,24.3,68.4,74,6.8,80.8
2020-21,Total,Non-Indigenous,—,—,0.5,0.6,1,2.8,4.7,6.6,7.1,21.1,22.1,2.9,25
2020-21,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2020-21,Total,Total,—,0.3,1.5,4.8,6.6,13.2,19.9,25,31.4,89.5,96.1,9.7,105.8
2021-22,Male,First Nations,—,0.2,2,3.4,5.7,11.4,17.3,17.6,20.2,66.5,72.3,7.4,79.6
2021-22,Male,Non-Indigenous,—,0.2,0.3,1,1.4,2.4,2.6,7.6,5.8,18.4,19.9,3.7,23.6
2021-22,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Male,Total,—,0.4,2.4,4.4,7.2,13.8,19.9,25.1,26,85,92.1,11.1,103.2
2021-22,Female,First Nations,—,—,0.7,1.8,2.5,2.8,1.4,2,1.5,7.7,10.2,0.5,10.7
2021-22,Female,Non-Indigenous,—,—,—,0.2,0.3,0.6,0.3,0.2,1.2,2.3,2.6,1.5,4.1
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Female,Total,—,—,0.7,2,2.8,3.3,1.8,2.2,2.7,10,12.7,2.1,14.8
2021-22,Total,First Nations,—,0.2,2.7,5.2,8.2,14.2,18.7,19.6,21.7,74.2,82.4,7.9,90.3
2021-22,Total,Non-Indigenous,—,0.2,0.4,1.2,1.7,3,3,7.8,7,20.7,22.4,5.2,27.7
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Total,Total,—,0.4,3.1,6.4,9.9,17.1,21.7,27.4,28.7,94.9,104.9,13.1,118
2022-23,Male,First Nations,0.1,0.1,0.5,2.8,3.4,5.9,11.4,17.4,19.5,54.2,57.7,7.8,65.4
2022-23,Male,Non-Indigenous,—,—,0.4,1.1,1.5,1.7,4.9,4,7.7,18.3,19.9,2.2,22.1
2022-23,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Male,Total,0.1,0.1,0.9,4,5,7.7,16.3,21.4,27.2,72.6,77.5,9.9,87.5
2022-23,Female,First Nations,—,—,0.1,0.9,1,0.9,1.3,1.2,1.7,5.2,6.2,0.2,6.4
2022-23,Female,Non-Indigenous,—,—,—,0.2,0.3,0.6,1.3,0.1,0.4,2.4,2.7,2.1,4.8
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,—,0.1,1.1,1.3,1.5,2.6,1.3,2.2,7.6,8.8,2.3,11.1
2022-23,Total,First Nations,0.1,0.1,0.5,3.7,4.4,6.8,12.7,18.6,21.3,59.4,63.8,8,71.8
2022-23,Total,Non-Indigenous,—,—,0.4,1.4,1.8,2.3,6.2,4.1,8.1,20.7,22.5,4.3,26.8
2022-23,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
