year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2022-23,Total,Total,0.1,0.1,0.9,5.1,6.2,9.1,18.9,22.7,29.4,80.1,86.4,12.2,98.6
2023-24,Male,First Nations,0.1,0.4,0.5,3,3.9,7.2,7.6,14.6,20.4,49.7,53.7,1.1,54.7
2023-24,Male,Non-Indigenous,—,—,0.1,0.5,0.6,1.5,3.1,9.4,8.5,22.5,23,0.5,23.6
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Male,Total,0.1,0.4,0.6,3.5,4.5,8.8,10.6,24,28.9,72.2,76.7,1.6,78.3
2023-24,Female,First Nations,—,0.1,0.1,0.6,0.7,0.6,0.8,2.1,0.8,4.2,4.9,—,5
2023-24,Female,Non-Indigenous,—,—,0.3,0.1,0.4,0.6,1.3,0.8,0.6,3.3,3.7,0.2,3.9
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,0.1,0.4,0.7,1.1,1.3,2.1,2.9,1.4,7.6,8.7,0.2,8.9
2023-24,Total,First Nations,0.1,0.4,0.6,3.6,4.6,7.8,8.3,16.6,21.2,54,58.6,1.1,59.7
2023-24,Total,Non-Indigenous,—,—,0.4,0.6,1,2.2,4.4,10.2,9.1,25.8,26.8,0.7,27.5
2023-24,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Total,Total,0.1,0.4,0.9,4.2,5.6,10,12.7,26.8,30.2,79.8,85.4,1.8,87.2
2024-25,Male,First Nations,—,0.1,0.8,2.7,3.6,4.3,9.6,10.4,14.4,38.6,42.2,1,43.2
2024-25,Male,Non-Indigenous,—,—,—,0.4,0.5,1.9,3.2,8.7,10.4,24.2,24.7,0.6,25.3
2024-25,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Male,Total,—,0.1,0.8,3.1,4.1,6.2,12.8,19,24.8,62.8,66.9,1.6,68.5
2024-25,Female,First Nations,—,—,0.1,0.4,0.5,0.3,0.7,0.9,1,2.9,3.4,—,3.4
2024-25,Female,Non-Indigenous,—,—,—,0.4,0.5,0.4,0.8,1.3,0.6,3.2,3.6,—,3.6
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,0.1,0.8,0.9,0.7,1.5,2.2,1.5,6,7,—,7
2024-25,Total,First Nations,—,0.1,0.9,3.1,4.1,4.6,10.3,11.3,15.3,41.5,45.6,1,46.6
2024-25,Total,Non-Indigenous,—,—,0.1,0.8,0.9,2.3,4.1,10,11,27.3,28.3,0.6,28.9
2024-25,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Total,Total,—,0.2,1,3.9,5,6.9,14.3,21.3,26.3,68.9,73.9,1.6,75.5
