year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2020-21,Male,First Nations,—,—,—,0.2,0.2,1,1.7,4.2,10.8,17.9,18,10.8,28.8
2020-21,Male,Non-Indigenous,—,—,—,0.4,0.4,3.6,9.3,6.5,12.7,32.1,32.5,17.1,49.6
2020-21,Male,Not stated,—,—,—,—,—,—,0.1,0.8,0.8,1.7,1.7,2.8,4.5
2020-21,Male,Total,—,—,—,0.6,0.6,4.6,11.1,11.5,24.3,51.6,52.2,30.7,82.9
2020-21,Female,First Nations,—,—,—,0.4,0.4,0.5,0.4,2.2,2.2,5.3,5.7,2,7.8
2020-21,Female,Non-Indigenous,—,—,—,0.7,0.7,3,3.6,4.4,2.7,13.7,14.4,4,18.3
2020-21,Female,Not stated,—,—,—,—,—,—,—,—,0.1,0.1,0.1,0.2,0.2
2020-21,Female,Total,—,—,—,1.2,1.2,3.5,4,6.6,5,19,20.2,6.1,26.3
2020-21,Total,First Nations,—,—,—,0.6,0.6,1.5,2.2,6.5,13,23.2,23.8,12.8,36.6
2020-21,Total,Non-Indigenous,—,—,—,1.2,1.2,6.6,12.9,10.9,15.4,45.7,46.9,21,67.9
2020-21,Total,Not stated,—,—,—,—,—,—,0.1,0.8,0.9,1.8,1.8,3,4.8
2020-21,Total,Total,—,—,—,1.8,1.8,8.1,15.1,18.1,29.3,70.6,72.4,36.9,109.3
2021-22,Male,First Nations,—,—,0.4,1.1,1.5,0.6,2.5,4.6,6.3,13.9,15.5,9.2,24.7
2021-22,Male,Non-Indigenous,—,—,—,0.2,0.2,1.9,4.4,8,7.6,22,22.2,15.4,37.6
2021-22,Male,Not stated,—,—,—,—,—,—,0.1,—,—,0.1,0.1,0.1,0.3
2021-22,Male,Total,—,—,0.4,1.3,1.8,2.5,7.1,12.6,13.9,36,37.8,24.8,62.6
2021-22,Female,First Nations,—,—,—,—,—,1.3,1.3,0.9,1.6,5.1,5.1,2.4,7.5
2021-22,Female,Non-Indigenous,—,—,0.3,—,0.3,2.2,5,2.9,4.4,14.4,14.7,3.2,17.9
2021-22,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Female,Total,—,—,0.3,—,0.3,3.5,6.3,3.8,6,19.6,19.9,5.5,25.4
2021-22,Total,First Nations,—,—,0.4,1.2,1.6,1.9,3.8,5.5,7.8,19,20.6,11.6,32.2
2021-22,Total,Non-Indigenous,—,—,0.3,0.2,0.5,4,9.5,10.9,12,36.4,36.9,18.6,55.5
