year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2021-22,Total,Not stated,—,—,—,—,—,—,0.1,—,—,0.2,0.2,0.1,0.3
2021-22,Total,Total,—,—,0.7,1.4,2.1,5.9,13.4,16.4,19.9,55.6,57.7,30.3,88
2022-23,Male,First Nations,—,—,0.1,1.3,1.3,1.5,3.2,4.1,5.7,14.5,15.8,6.8,22.6
2022-23,Male,Non-Indigenous,—,—,—,0.2,0.2,3,4.3,7.6,13.7,28.6,28.8,15.1,43.9
2022-23,Male,Not stated,—,—,—,—,—,—,—,0.1,—,0.1,0.1,—,0.1
2022-23,Male,Total,—,—,0.1,1.4,1.5,4.5,7.5,11.8,19.4,43.2,44.7,21.9,66.6
2022-23,Female,First Nations,—,—,—,0.3,0.3,0.8,0.8,1,1.9,4.5,4.8,2,6.8
2022-23,Female,Non-Indigenous,—,—,0.7,0.3,1,0.7,4.7,7.1,3.3,15.7,16.7,4.2,20.9
2022-23,Female,Not stated,—,—,—,—,—,—,0.5,0.1,—,0.6,0.6,—,0.6
2022-23,Female,Total,—,—,0.7,0.6,1.3,1.5,5.9,8.2,5.2,20.8,22.1,6.1,28.2
2022-23,Total,First Nations,—,—,0.1,1.6,1.6,2.3,4,5.1,7.6,19,20.6,8.8,29.4
2022-23,Total,Non-Indigenous,—,—,0.7,0.4,1.2,3.7,8.9,14.7,17,44.4,45.5,20,65.6
2022-23,Total,Not stated,—,—,—,—,—,—,0.5,0.2,—,0.6,0.6,—,0.6
2022-23,Total,Total,—,—,0.8,2,2.8,6,13.4,20,24.6,64,66.8,28.8,95.6
2023-24,Male,First Nations,—,—,—,0.4,0.4,1.6,5,6.7,5.8,19.2,19.5,6,25.5
2023-24,Male,Non-Indigenous,—,—,—,0.2,0.2,2.4,7.3,10.2,14.5,34.5,34.7,17.7,52.5
2023-24,Male,Not stated,—,—,—,—,—,—,0.4,—,—,0.4,0.4,—,0.4
2023-24,Male,Total,—,—,—,0.6,0.6,4,12.7,16.9,20.4,54,54.6,23.7,78.3
2023-24,Female,First Nations,—,—,—,0.2,0.2,0.7,2.8,3.4,2.1,9,9.2,2.7,11.9
2023-24,Female,Non-Indigenous,—,—,—,0.7,0.7,0.5,2.6,6.9,3.8,13.9,14.6,2.1,16.6
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,—,—,1,1,1.2,5.4,10.4,5.9,22.8,23.8,4.8,28.6
2023-24,Total,First Nations,—,—,—,0.6,0.6,2.3,7.8,10.1,7.9,28.1,28.7,8.7,37.4
2023-24,Total,Non-Indigenous,—,—,—,0.9,0.9,2.9,9.9,17.2,18.5,48.6,49.5,19.8,69.3
2023-24,Total,Not stated,—,—,—,—,—,—,0.4,—,—,0.4,0.4,—,0.4
2023-24,Total,Total,—,—,—,1.5,1.5,5.2,18.1,27.3,26.5,77,78.6,28.5,107.1
2024-25,Male,First Nations,—,—,0.4,0.5,0.9,1.8,4.5,8.7,7.6,22.6,23.5,9.6,33.1
2024-25,Male,Non-Indigenous,0.1,—,—,0.8,0.9,1.8,9.3,11.3,18.6,41,41.9,26.2,68.2
2024-25,Male,Not stated,—,—,—,—,—,0.1,—,0.1,—,0.2,0.2,0.3,0.5
2024-25,Male,Total,0.1,—,0.4,1.3,1.8,3.7,13.8,20.2,26.2,63.8,65.6,36.1,101.7
2024-25,Female,First Nations,—,—,0.3,0.4,0.7,1.4,2,4.3,6.3,14,14.7,5.9,20.5
2024-25,Female,Non-Indigenous,—,—,—,0.4,0.4,2.1,2.5,4.3,5.8,14.8,15.2,7.6,22.9
2024-25,Female,Not stated,—,—,0.1,—,0.1,—,—,—,—,—,0.1,—,0.1
2024-25,Female,Total,—,—,0.4,0.8,1.2,3.5,4.6,8.6,12.1,28.8,30,13.5,43.5
2024-25,Total,First Nations,—,—,0.7,0.9,1.6,3.2,6.5,13,13.8,36.5,38.1,15.5,53.6
2024-25,Total,Non-Indigenous,0.1,—,—,1.2,1.3,4,11.8,15.6,25.2,56.6,57.9,35,92.9
2024-25,Total,Not stated,—,—,0.1,—,0.1,0.1,—,0.1,0.1,0.3,0.4,0.3,0.7
2024-25,Total,Total,0.1,—,0.8,2.1,3,7.2,18.3,28.7,39.1,93.4,96.4,50.8,147.2
