STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,84279,215904,242363,222425,160067,132104,1057142,39.98%
VIC,14333,45970,43184,39689,28659,22528,194363,9.95%
QLD,62536,90894,77058,50044,31639,19826,331997,21.58%
SA,32441,54086,55760,55567,43003,34189,275046,45.20%
WA,6811,46660,60597,55481,40513,32328,242390,30.75%
TAS,1497,13973,17881,18026,13358,11762,76497,41.04%
NT,196,702,1239,986,627,264,4014,5.08%
ACT,584,2196,2801,2547,1886,1240,11254,8.88%
TOTAL,202677,470385,500883,444765,319752,254241,2192703,27.67%
