STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,154,8832,30815,39810,36861,39022,50975,206469,6.93%
VIC,377,21737,53367,52374,40262,36132,37064,241313,10.48%
QLD,359,14437,35551,41223,37401,35129,35506,199606,10.97%
SA,2136,13024,15398,16617,16160,16685,19845,99865,14.60%
WA,185,15253,33046,32345,29033,25495,23542,158899,17.26%
TAS,108,2613,5098,5708,5749,5843,5066,30185,14.52%
NT,24,796,2204,1879,1621,1091,524,8139,9.70%
ACT,66,2146,5179,4355,3500,2938,2782,20966,14.12%
TOTAL,3409,78838,180658,194311,170587,162335,175304,965442,10.56%
