STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,16376,192769,234339,227885,181494,173433,1026296,35.99%
VIC,2029,40337,42168,40234,30991,28051,183810,8.35%
QLD,20036,97257,84848,57989,36290,26626,323046,18.25%
SA,25978,61356,58891,57303,48121,44792,296441,45.41%
WA,1016,29877,55561,54052,43251,40168,223925,24.20%
TAS,194,8740,16796,17326,14544,14775,72375,36.75%
NT,61,399,960,905,596,299,3220,3.56%
ACT,249,1571,2734,2409,1873,1454,10290,7.22%
TOTAL,65939,432306,496297,458103,357160,329598,2139403,24.22%
