STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,16444,195396,237835,221982,164437,141854,977948,33.17%
VIC,4295,57640,60743,52109,39132,32703,246622,10.86%
QLD,19432,87863,77892,54533,34114,22684,296518,16.51%
SA,24140,59124,57766,56630,44600,37351,279611,41.21%
WA,1864,32506,56791,54372,41137,35510,222180,24.59%
TAS,457,9514,16755,17650,13426,12689,70491,34.16%
NT,161,870,1240,997,590,239,4097,4.90%
ACT,506,3002,3678,3054,2175,1639,14054,9.65%
TOTAL,67299,445915,512700,461327,339611,284669,2111521,23.38%
