STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,29190,201770,239213,221381,159621,132949,984124,34.22%
VIC,5926,60714,60417,52970,38630,30983,249640,11.31%
QLD,27762,86412,76861,53063,32989,20954,298041,17.13%
SA,24841,57826,57219,56382,43500,34780,274548,41.10%
WA,2425,36751,58001,54468,40529,33653,225827,25.82%
TAS,542,10753,17037,17866,13073,11979,71250,34.95%
NT,181,926,1299,995,589,223,4213,5.22%
ACT,581,3170,3701,3083,2156,1582,14273,9.99%
TOTAL,91448,458322,513748,460208,331087,267103,2121916,24.13%
