STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,29768,197324,236118,227734,176927,162681,1030552,37.13%
VIC,3347,41962,41972,41254,30476,26569,185580,8.71%
QLD,28995,95702,83340,56398,35120,24690,324245,18.89%
SA,26459,59346,57407,56848,46859,41797,288716,45.01%
WA,1347,33902,56515,54424,42503,38077,226768,25.36%
TAS,257,9976,16901,17581,14163,13969,72847,37.55%
NT,79,416,1017,899,606,279,3296,3.78%
ACT,295,1675,2757,2394,1846,1398,10365,7.44%
TOTAL,90547,440303,496027,457532,348500,309460,2142369,24.97%
