STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,44630,201353,237567,226853,171991,152759,1035153,38.07%
VIC,5235,43132,42919,40755,29400,25379,186820,9.01%
QLD,38755,93671,81593,54624,33949,23037,325629,19.57%
SA,27753,57517,56355,56238,45435,39251,282549,44.68%
WA,1930,37946,57434,54591,41681,36247,229829,26.80%
TAS,403,11157,17066,17757,13784,13221,73388,38.21%
NT,105,462,1061,896,592,273,3389,3.95%
ACT,357,1831,2781,2421,1829,1322,10541,7.74%
TOTAL,119168,447069,496776,454135,338661,291489,2147298,25.69%
