State,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,462,9614,39266,49939,46897,47298,71100,264576,8.70%
VIC,325,16183,65203,62094,51869,45544,53972,295190,12.30%
QLD,396,10069,41183,47170,44408,41379,50249,234854,12.50%
SA,3216,13799,22983,19824,19886,19843,28201,127752,18.40%
WA,146,8114,37109,36224,32912,29092,32664,176261,17.50%
TAS,45,2024,6133,6290,6694,6855,7482,35523,17.00%
NT,8,411,2321,2167,1772,1308,808,8795,10.10%
ACT,29,1613,6269,5625,4400,3687,4192,25815,16.50%
TOTAL,4627,61827,220467,229333,208838,195006,248668,1168766,12.30%
