table,row_order,line_item,is_total_row,year,value_million_aud
operating_statement,7,Capital grants,False,2015-16,310
operating_statement,7,Capital grants,False,2016-17,615
operating_statement,7,Capital grants,False,2017-18,803
operating_statement,7,Capital grants,False,2018-19,1406
operating_statement,7,Capital grants,False,2019-20,312
operating_statement,7,Capital grants,False,2020-21,807
operating_statement,7,Capital grants,False,2021-22,770
operating_statement,7,Capital grants,False,2022-23,1191
operating_statement,7,Capital grants,False,2023-24,982
operating_statement,7,Capital grants,False,2024-25,1544
operating_statement,8,Other revenue,False,2015-16,570
operating_statement,8,Other revenue,False,2016-17,729
operating_statement,8,Other revenue,False,2017-18,651
operating_statement,8,Other revenue,False,2018-19,684
operating_statement,8,Other revenue,False,2019-20,720
operating_statement,8,Other revenue,False,2020-21,755
operating_statement,8,Other revenue,False,2021-22,724
operating_statement,8,Other revenue,False,2022-23,754
operating_statement,8,Other revenue,False,2023-24,750
operating_statement,8,Other revenue,False,2024-25,857
operating_statement,9,Total GFS revenue,True,2015-16,16689
operating_statement,9,Total GFS revenue,True,2016-17,17760
operating_statement,9,Total GFS revenue,True,2017-18,18580
operating_statement,9,Total GFS revenue,True,2018-19,19683
operating_statement,9,Total GFS revenue,True,2019-20,17963
operating_statement,9,Total GFS revenue,True,2020-21,19217
operating_statement,9,Total GFS revenue,True,2021-22,21110
operating_statement,9,Total GFS revenue,True,2022-23,22670
operating_statement,9,Total GFS revenue,True,2023-24,24964
operating_statement,9,Total GFS revenue,True,2024-25,27208
operating_statement,10,Depreciation,False,2015-16,890
operating_statement,10,Depreciation,False,2016-17,928
operating_statement,10,Depreciation,False,2017-18,974
operating_statement,10,Depreciation,False,2018-19,1029
operating_statement,10,Depreciation,False,2019-20,1082
operating_statement,10,Depreciation,False,2020-21,1134
operating_statement,10,Depreciation,False,2021-22,1168
operating_statement,10,Depreciation,False,2022-23,1234
operating_statement,10,Depreciation,False,2023-24,1296
operating_statement,10,Depreciation,False,2024-25,1410
operating_statement,11,Superannuation expenses,False,2015-16,744
operating_statement,11,Superannuation expenses,False,2016-17,767
operating_statement,11,Superannuation expenses,False,2017-18,805
operating_statement,11,Superannuation expenses,False,2018-19,814
operating_statement,11,Superannuation expenses,False,2019-20,844
operating_statement,11,Superannuation expenses,False,2020-21,858
operating_statement,11,Superannuation expenses,False,2021-22,921
operating_statement,11,Superannuation expenses,False,2022-23,1016
operating_statement,11,Superannuation expenses,False,2023-24,1119
operating_statement,11,Superannuation expenses,False,2024-25,1237
operating_statement,12,Other employee expenses,False,2015-16,7721
operating_statement,12,Other employee expenses,False,2016-17,8010
operating_statement,12,Other employee expenses,False,2017-18,8420
operating_statement,12,Other employee expenses,False,2018-19,8714
operating_statement,12,Other employee expenses,False,2019-20,8923
operating_statement,12,Other employee expenses,False,2020-21,9176
operating_statement,12,Other employee expenses,False,2021-22,9594
operating_statement,12,Other employee expenses,False,2022-23,9940
operating_statement,12,Other employee expenses,False,2023-24,10427
operating_statement,12,Other employee expenses,False,2024-25,11154
operating_statement,13,Social benefits to households in goods and services,False,2015-16,429
operating_statement,13,Social benefits to households in goods and services,False,2016-17,425
operating_statement,13,Social benefits to households in goods and services,False,2017-18,461
operating_statement,13,Social benefits to households in goods and services,False,2018-19,488
operating_statement,13,Social benefits to households in goods and services,False,2019-20,523
operating_statement,13,Social benefits to households in goods and services,False,2020-21,537
operating_statement,13,Social benefits to households in goods and services,False,2021-22,572
operating_statement,13,Social benefits to households in goods and services,False,2022-23,587
operating_statement,13,Social benefits to households in goods and services,False,2023-24,751
operating_statement,13,Social benefits to households in goods and services,False,2024-25,609
operating_statement,14,Other non-employee expenses,False,2015-16,4126
operating_statement,14,Other non-employee expenses,False,2016-17,4456
operating_statement,14,Other non-employee expenses,False,2017-18,4656
operating_statement,14,Other non-employee expenses,False,2018-19,4672
operating_statement,14,Other non-employee expenses,False,2019-20,4807
operating_statement,14,Other non-employee expenses,False,2020-21,5140
operating_statement,14,Other non-employee expenses,False,2021-22,5953
operating_statement,14,Other non-employee expenses,False,2022-23,6140
operating_statement,14,Other non-employee expenses,False,2023-24,6538
operating_statement,14,Other non-employee expenses,False,2024-25,7059
operating_statement,15,Total gross operating expenses,True,2015-16,13910
operating_statement,15,Total gross operating expenses,True,2016-17,14584
operating_statement,15,Total gross operating expenses,True,2017-18,15316
operating_statement,15,Total gross operating expenses,True,2018-19,15717
operating_statement,15,Total gross operating expenses,True,2019-20,16179
operating_statement,15,Total gross operating expenses,True,2020-21,16844
operating_statement,15,Total gross operating expenses,True,2021-22,18207
operating_statement,15,Total gross operating expenses,True,2022-23,18918
operating_statement,15,Total gross operating expenses,True,2023-24,20130
operating_statement,15,Total gross operating expenses,True,2024-25,21469
operating_statement,16,Interest on defined benefit superannuation,False,2015-16,402
operating_statement,16,Interest on defined benefit superannuation,False,2016-17,345
operating_statement,16,Interest on defined benefit superannuation,False,2017-18,348
operating_statement,16,Interest on defined benefit superannuation,False,2018-19,322
operating_statement,16,Interest on defined benefit superannuation,False,2019-20,231
operating_statement,16,Interest on defined benefit superannuation,False,2020-21,183
operating_statement,16,Interest on defined benefit superannuation,False,2021-22,188
operating_statement,16,Interest on defined benefit superannuation,False,2022-23,269
operating_statement,16,Interest on defined benefit superannuation,False,2023-24,306
operating_statement,16,Interest on defined benefit superannuation,False,2024-25,297
operating_statement,17,Interest expenses n.e.c.,False,2015-16,220
operating_statement,17,Interest expenses n.e.c.,False,2016-17,192
operating_statement,17,Interest expenses n.e.c.,False,2017-18,443
operating_statement,17,Interest expenses n.e.c.,False,2018-19,361
operating_statement,17,Interest expenses n.e.c.,False,2019-20,386
operating_statement,17,Interest expenses n.e.c.,False,2020-21,410
operating_statement,17,Interest expenses n.e.c.,False,2021-22,480
operating_statement,17,Interest expenses n.e.c.,False,2022-23,685
operating_statement,17,Interest expenses n.e.c.,False,2023-24,809
operating_statement,17,Interest expenses n.e.c.,False,2024-25,954
operating_statement,18,Other property expenses,False,2015-16,0
