row_order,line_item,is_total_row,year,value_million_aud
1,Taxation revenue,False,2015-16,78624
1,Taxation revenue,False,2016-17,81756
1,Taxation revenue,False,2017-18,84234
1,Taxation revenue,False,2018-19,86389
1,Taxation revenue,False,2019-20,85598
1,Taxation revenue,False,2020-21,93132
1,Taxation revenue,False,2021-22,112588
1,Taxation revenue,False,2022-23,117004
1,Taxation revenue,False,2023-24,130578
1,Taxation revenue,False,2024-25,140664
2,Current grants and subsidies,False,2015-16,94384
2,Current grants and subsidies,False,2016-17,99810
2,Current grants and subsidies,False,2017-18,105588
2,Current grants and subsidies,False,2018-19,110519
2,Current grants and subsidies,False,2019-20,104864
2,Current grants and subsidies,False,2020-21,116897
2,Current grants and subsidies,False,2021-22,133294
2,Current grants and subsidies,False,2022-23,136906
2,Current grants and subsidies,False,2023-24,140948
2,Current grants and subsidies,False,2024-25,152348
3,Sales of goods and services,False,2015-16,22452
3,Sales of goods and services,False,2016-17,22680
3,Sales of goods and services,False,2017-18,23618
3,Sales of goods and services,False,2018-19,24024
3,Sales of goods and services,False,2019-20,23392
3,Sales of goods and services,False,2020-21,24199
3,Sales of goods and services,False,2021-22,24634
3,Sales of goods and services,False,2022-23,26487
3,Sales of goods and services,False,2023-24,28903
3,Sales of goods and services,False,2024-25,31156
4,Interest income,False,2015-16,4558
4,Interest income,False,2016-17,4322
4,Interest income,False,2017-18,4129
4,Interest income,False,2018-19,3835
4,Interest income,False,2019-20,3346
4,Interest income,False,2020-21,3157
4,Interest income,False,2021-22,3831
4,Interest income,False,2022-23,5927
4,Interest income,False,2023-24,7094
4,Interest income,False,2024-25,7109
5,Dividend income,False,2015-16,9048
5,Dividend income,False,2016-17,8643
5,Dividend income,False,2017-18,11251
5,Dividend income,False,2018-19,11035
5,Dividend income,False,2019-20,8756
5,Dividend income,False,2020-21,9154
5,Dividend income,False,2021-22,6694
5,Dividend income,False,2022-23,5362
5,Dividend income,False,2023-24,6723
5,Dividend income,False,2024-25,9422
6,Royalty income,False,2015-16,7922
6,Royalty income,False,2016-17,11229
6,Royalty income,False,2017-18,11981
6,Royalty income,False,2018-19,14857
6,Royalty income,False,2019-20,15485
6,Royalty income,False,2020-21,16998
6,Royalty income,False,2021-22,24766
6,Royalty income,False,2022-23,34900
6,Royalty income,False,2023-24,28615
6,Royalty income,False,2024-25,21953
7,Capital grants,False,2015-16,5200
7,Capital grants,False,2016-17,8999
7,Capital grants,False,2017-18,7227
7,Capital grants,False,2018-19,7073
7,Capital grants,False,2019-20,7081
7,Capital grants,False,2020-21,11240
7,Capital grants,False,2021-22,14395
7,Capital grants,False,2022-23,16077
7,Capital grants,False,2023-24,15461
7,Capital grants,False,2024-25,22506
8,Other revenue,False,2015-16,9897
