STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,188,10531,26280,33355,32021,34633,38793,175801,6.24%
VIC,348,21858,41004,40494,32712,29109,26246,191771,8.90%
QLD,373,15499,30703,34119,32557,30666,26097,170014,10.04%
SA,1698,10534,11369,12934,12801,13379,13864,76579,11.62%
WA,228,15305,26048,26168,23804,20125,16683,128361,15.16%
TAS,75,2466,4179,4814,5026,4858,3631,25049,12.42%
NT,13,684,1697,1457,1164,766,315,6096,7.76%
ACT,80,1914,3757,3256,2632,2325,1840,15804,11.28%
TOTAL,3003,78791,145037,156597,142717,135861,127469,789475,9.19%
