State,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,464,11441,44574,54964,50454,49558,74108,285563,9.3%
VIC,408,17265,69086,65542,54916,47226,56669,311112,13.0%
QLD,447,11280,44825,50536,47084,43055,52624,249851,13.3%
SA,3198,13918,24363,20580,20636,20351,29276,132322,19.0%
WA,158,7929,38425,37545,34106,29823,33940,181926,18.0%
TAS,53,1997,6464,6576,6959,7058,7800,36907,17.6%
NT,12,430,2404,2278,1823,1349,850,9146,10.5%
ACT,33,1691,6620,6000,4649,3775,4434,27202,17.3%
TOTAL,4773,65951,236761,244021,220627,202195,259701,1234029,13.0%
