STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,149,10311,28085,35979,33837,36522,42796,187679,6.53%
VIC,352,22683,45711,44585,35104,31173,29392,209000,9.47%
QLD,383,15867,32869,36835,34667,32418,29240,182279,10.47%
SA,1746,11699,12813,14230,14092,14695,15788,85063,12.73%
WA,215,16040,28575,28783,25955,22318,18947,140833,16.10%
TAS,100,2619,4541,5244,5371,5250,4058,27183,13.34%
NT,17,763,1890,1627,1322,914,374,6907,8.55%
ACT,42,2089,4316,3641,2964,2577,2116,17745,12.43%
TOTAL,3004,82071,158800,170924,153312,145867,142711,856689,9.74%
