STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,37266,199145,237063,227388,174321,157677,1032860,37.21%
VIC,4321,42517,42409,41133,29886,25968,186234,8.74%
QLD,33681,94786,82569,55498,34485,23911,324930,18.93%
SA,26841,58322,56753,56639,46054,40463,285072,44.44%
WA,1622,35846,57065,54411,41996,37157,228097,25.51%
TAS,332,10533,17044,17616,13920,13614,73059,37.66%
NT,94,444,1025,903,587,276,3329,3.82%
ACT,327,1742,2768,2404,1832,1352,10425,7.48%
TOTAL,104484,443335,496696,455992,343081,300418,2144006,24.99%
