STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,36479,204484,239969,220750,156988,128734,987404,34.34%
VIC,7045,62057,60562,52957,37986,30099,250706,11.36%
QLD,32171,85503,76348,52351,32352,20220,298945,17.18%
SA,25305,57149,57050,56001,42821,33562,271888,40.70%
WA,2853,38879,58553,54587,39960,32792,227624,26.02%
TAS,624,11318,17234,17850,12863,11608,71497,35.07%
NT,195,976,1324,989,579,229,4292,5.31%
ACT,631,3225,3690,3079,2137,1532,14294,10.01%
TOTAL,105303,463591,514730,458564,325686,258776,2126650,24.19%
