STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,140,5875,12160,19598,20783,24537,32550,115643,4.32%
VIC,185,9014,18985,23649,21331,20112,20660,113936,5.73%
QLD,160,6552,13386,19466,20543,22013,22783,104903,6.64%
SA,2369,5404,5204,7177,7767,8761,10991,47673,7.75%
WA,129,6280,11598,14876,14293,13729,13547,74452,9.22%
TAS,48,1022,1947,2521,3060,3346,3072,15016,7.97%
NT,5,196,633,741,724,609,293,3201,3.93%
ACT,21,810,1742,1933,1705,1568,1336,9115,7.08%
TOTAL,3057,35153,65655,89961,90206,94675,105232,483939,6.00%
