STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,257,10773,25160,31400,30443,33143,35814,166990,6.08%
VIC,470,21157,37524,37110,30813,27265,24025,178364,8.60%
QLD,443,15347,29102,32063,30896,28874,23872,160597,10.05%
SA,2409,9169,10081,11442,11483,12187,12369,69140,10.88%
WA,306,14312,23716,23975,21599,18159,14789,116856,14.43%
TAS,109,2494,4000,4577,4779,4579,3344,23882,12.11%
NT,14,626,1465,1300,979,689,264,5337,7.49%
ACT,67,1757,3319,2951,2350,2082,1585,14111,10.60%
TOTAL,4075,75635,134367,144818,133342,126978,116062,735277,8.89%
