STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,428,8585,37266,47315,43437,44542,65535,247108,8.3%
VIC,277,17685,62649,59847,48802,43206,49193,281659,12.2%
QLD,247,10373,39941,44999,41792,39355,45527,222234,12.2%
SA,3051,13929,20965,19312,18987,19322,25940,121506,17.8%
WA,102,9898,36512,35230,31703,27957,29986,171388,17.8%
TAS,51,2244,5983,6193,6442,6555,6854,34322,16.5%
NT,6,495,2327,2082,1769,1248,719,8646,10.2%
ACT,34,1754,6054,5336,4114,3453,3786,24531,16.0%
TOTAL,4196,64963,211697,220314,197046,185638,227540,1111394,12.1%
