STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,166,3280,16702,24609,27552,30306,53974,156589,5.50%
VIC,90,5885,29098,33775,31866,30114,39491,170319,7.70%
QLD,62,3055,16565,22780,25606,26518,38656,133242,7.50%
SA,2966,9310,11762,11625,12946,13480,21503,83592,12.70%
WA,26,3784,17027,19789,20588,19757,25371,106342,10.90%
TAS,6,686,2641,3082,3673,4390,5732,20210,10.00%
NT,1,132,872,1050,1096,998,707,4856,5.10%
ACT,7,697,3150,3190,2934,2600,3020,15598,10.50%
TOTAL,3324,26829,97817,119900,126261,128163,188454,690748,7.70%
