STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,80866,214745,242250,222865,161337,133563,1055626,39.43%
VIC,13562,45620,43407,39536,28840,22774,193739,9.75%
QLD,60977,90768,77340,50348,31889,20072,331394,20.97%
SA,31538,54070,55602,55511,43239,34593,274553,44.64%
WA,6238,46020,60352,55460,40801,32633,241504,29.91%
TAS,1362,13762,17830,17924,13380,11863,76121,40.42%
NT,186,683,1228,983,637,260,3977,4.88%
ACT,558,2161,2776,2580,1878,1252,11205,8.70%
TOTAL,195287,467829,500785,445207,322001,257010,2188119,27.13%
