STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,145,9132,30329,39447,36578,38813,50044,204488,6.87%
VIC,371,21793,52567,51558,39702,35638,36162,237791,10.33%
QLD,329,14795,35099,40936,37165,34885,34856,198065,10.89%
SA,2119,12999,15162,16453,15990,16514,19398,98635,14.42%
WA,172,15380,32688,32080,28852,25231,23088,157491,17.11%
TAS,103,2524,5035,5622,5707,5747,4958,29696,14.28%
NT,25,804,2179,1882,1606,1089,501,8086,9.64%
ACT,46,2161,5079,4262,3441,2900,2704,20593,13.87%
TOTAL,3310,79588,178138,192240,169041,160817,171711,954845,10.44%
