STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,58,4306,14002,22498,23930,27145,42659,134598,4.68%
VIC,96,8262,25452,30796,26684,25339,29807,146436,6.58%
QLD,82,5653,14860,22697,23729,24793,31140,122954,6.86%
SA,2178,8181,7818,10124,10835,11610,16482,67228,10.21%
WA,60,6558,15889,19077,19156,18540,20519,99799,10.60%
TAS,33,909,2284,2960,3395,3953,4338,17872,9.02%
NT,5,236,848,999,1079,934,514,4615,5.11%
ACT,20,906,2642,2731,2555,2201,2237,13292,9.15%
TOTAL, 2 532, 35 011, 83 795, 111 882, 111 363, 114 515, 147 696, 606 794,6.80%
