STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,305,11571,27548,34188,30718,32962,34524,171816,6.25%
VIC,504,20568,35880,36048,30095,26320,22814,172229,8.30%
QLD,510,14620,26238,28673,28810,27238,22447,148536,9.29%
SA,3095,8261,8873,10079,10333,11055,11513,63209,9.95%
WA,356,13375,21303,21410,19940,17076,13898,107358,13.25%
TAS,109,2321,3426,3871,4336,4156,3067,21286,10.79%
NT,23,689,1703,1525,1047,709,286,5982,8.39%
ACT,75,1688,3113,2691,2253,1991,1475,13286,9.98%
TOTAL,4977,73093,128084,138485,127532,121507,110024,703702,8.51%
