STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,7093,188207,236365,222715,167539,152011,973930,32.71%
VIC,4207,53932,60684,51986,38918,34700,244427,10.61%
QLD,13299,88411,78995,55960,34929,24625,296219,16.28%
SA,24154,60009,58647,56985,45415,40135,285345,41.70%
WA,1720,28905,55831,54463,41292,38071,220282,23.93%
TAS,462,8413,16449,17527,13548,13507,69906,33.63%
NT,147,813,1194,1009,593,250,4006,4.78%
ACT,473,2828,3730,3051,2179,1755,14016,9.44%
TOTAL,51555,431518,511895,463696,344413,305054,2108131,23.05%
