STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,27920,201220,239101,221490,160182,133750,983663,34.21%
VIC,5714,60512,60450,52925,38748,31158,249507,11.31%
QLD,27002,86513,77004,53271,33121,21069,297980,17.12%
SA,24707,57889,57295,56426,43621,35002,274940,41.16%
WA,2355,36322,57852,54450,40636,33799,225414,25.77%
TAS,531,10636,17018,17858,13107,12050,71200,34.93%
NT,185,919,1299,995,591,222,4211,5.21%
ACT,567,3167,3695,3097,2151,1584,14261,9.99%
TOTAL,88981,457178,513714,460512,332157,268634,2121176,24.12%
