STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,28416,196960,235812,227936,177358,163686,1030168,37.12%
VIC,3190,41818,42030,41142,30643,26673,185496,8.71%
QLD,28156,95820,83573,56523,35280,24831,324183,18.89%
SA,26425,59531,57550,56924,46999,42052,289481,45.12%
WA,1302,33528,56402,54407,42622,38195,226456,25.33%
TAS,241,9855,16899,17572,14210,14054,72831,37.54%
NT,78,413,1009,897,609,278,3284,3.76%
ACT,295,1666,2755,2404,1841,1402,10363,7.43%
TOTAL,88103,439591,496030,457805,349562,311171,2142262,24.97%
