STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,154,9314,30076,39172,36289,38645,49239,202889,6.88%
VIC,365,22097,51837,50883,39248,35245,35349,235024,10.35%
QLD,315,14918,34842,40537,36925,34689,34230,196456,10.94%
SA,2076,12887,14897,16233,15789,16324,18934,97140,14.32%
WA,179,15442,32206,31828,28575,25065,22623,155918,17.25%
TAS,105,2572,4990,5631,5655,5763,4833,29549,14.32%
NT,21,803,2170,1865,1578,1066,485,7988,9.55%
ACT,45,2149,4989,4188,3418,2887,2629,20305,13.94%
TOTAL,3260,80182,176007,190337,167477,159684,168322,945269,10.46%
