STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,64,4437,13908,22379,23827,27065,42063,133743,4.69%
VIC,84,8469,25116,30526,26448,25066,29197,144906,6.58%
QLD,77,5749,14853,22530,23657,24725,30687,122278,6.91%
SA,2085,8014,7697,9974,10688,11481,16111,66050,10.12%
WA,49,6637,15674,18969,19005,18457,20126,98917,10.69%
TAS,30,930,2281,2954,3391,3964,4273,17823,9.05%
NT,7,244,830,999,1065,924,505,4574,5.05%
ACT,19,915,2596,2709,2509,2175,2192,13115,9.20%
TOTAL,2415,35395,82955,111040,110590,113857,145154,601406,6.81%
