STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,5287,118777,219684,225142,186459,199990,955339,31.25%
VIC,5864,34760,64106,53222,42226,44164,244342,10.19%
QLD,5504,72840,79666,64878,40954,34220,298062,15.81%
SA,29449,60832,61564,59970,51538,54776,318129,45.73%
WA,2251,15816,48809,55396,45698,50481,218451,21.63%
TAS,604,4067,14367,16767,15039,17496,68340,32.65%
NT,186,637,1053,1101,666,377,4020,4.62%
ACT,666,2400,3749,3254,2350,2305,14724,9.39%
TOTAL,49811,310129,492998,479730,384930,403809,2121407,22.33%
