STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,451,8406,36440,46320,42525,43759,63317,241218,8.10%
VIC,310,18276,61617,58954,47841,42421,47643,277062,12.00%
QLD,269,10689,39494,44461,41108,38759,44239,219019,12.10%
SA,3000,13780,20328,19069,18727,19126,25261,119291,17.50%
WA,134,10511,36246,35006,31310,27690,29148,170045,17.70%
TAS,53,2352,5931,6166,6427,6513,6616,34058,16.40%
NT,13,541,2300,2084,1732,1245,694,8609,10.20%
ACT,39,1845,5969,5219,4032,3383,3665,24152,15.80%
TOTAL,4269,66400,20825,21779,193702,182896,220583,1093454,11.90%
