jurisdiction,measure,production_type,category,commodity,unit,financial_year,is_preliminary,amount
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2013-14,False,397
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2014-15,False,406
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2015-16,False,354
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2016-17,False,337
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2017-18,False,307
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2018-19,False,309
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2019-20,False,325
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2020-21,False,422
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2021-22,False,376
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2022-23,False,327
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2023-24,False,302
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,1998-99,False,2238
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,1999-00,False,3246
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2000-01,False,3340
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2001-02,False,3314
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2002-03,False,3174
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2003-04,False,2801
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2004-05,False,3301
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2005-06,False,3252
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2006-07,False,4134
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2007-08,False,5111
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2008-09,False,5637
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2009-10,False,6465
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2010-11,False,6513
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2011-12,False,6373
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2012-13,False,4485
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2013-14,False,4815
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2014-15,False,5065
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2015-16,False,4065
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2016-17,False,3459
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2017-18,False,2997
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2018-19,False,2698
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2019-20,False,1195
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2020-21,False,522
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2021-22,False,397
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2022-23,False,477
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2023-24,False,535
South Australia,Value,Wild-caught,Finfish,Snapper,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,1998-99,False,4629
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,1999-00,False,4847
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2000-01,False,4809
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2001-02,False,4684
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2002-03,False,5476
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2003-04,False,4298
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2004-05,False,3585
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2005-06,False,3944
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2006-07,False,4857
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2007-08,False,4704
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2008-09,False,4944
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2009-10,False,5063
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2010-11,False,5081
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2011-12,False,4465
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2012-13,False,4603
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2013-14,False,4249
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2014-15,False,5189
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2015-16,False,4595
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2016-17,False,4387
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2017-18,False,4289
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2018-19,False,4242
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2019-20,False,3978
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2020-21,False,3384
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2021-22,False,3749
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2022-23,False,4008
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2023-24,False,4002
South Australia,Value,Wild-caught,Finfish,King George Whiting,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,1998-99,False,1572
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,1999-00,False,1903
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2000-01,False,1998
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2001-02,False,2028
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2002-03,False,1940
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2003-04,False,1822
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2004-05,False,1929
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2005-06,False,2104
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2006-07,False,1818
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2007-08,False,2058
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2008-09,False,1971
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2009-10,False,1691
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2010-11,False,1530
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2011-12,False,1609
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2012-13,False,1758
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2013-14,False,1957
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2014-15,False,1770
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2015-16,False,1627
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2016-17,False,1772
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2017-18,False,1705
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2018-19,False,1801
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2019-20,False,1661
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2020-21,False,2192
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2021-22,False,2117
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2022-23,False,1589
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2023-24,False,1633
South Australia,Value,Wild-caught,Finfish,Garfish,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,1998-99,False,512
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,1999-00,False,579
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2000-01,False,501
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2001-02,False,583
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2002-03,False,411
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2003-04,False,626
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2004-05,False,519
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2005-06,False,228
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2006-07,False,103
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2007-08,False,76
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2008-09,False,57
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2009-10,False,358
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2010-11,False,266
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2011-12,False,282
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2012-13,False,282
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2013-14,False,146
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2014-15,False,195
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2015-16,False,283
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2016-17,False,626
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2017-18,False,405
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2018-19,False,554
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2019-20,False,1485
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2020-21,False,620
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2021-22,False,733
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2022-23,False,1378
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2023-24,False,1073
South Australia,Value,Wild-caught,Finfish,Leatherjacket,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,1998-99,False,2500
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,1999-00,False,2685
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2000-01,False,5157
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2001-02,False,8516
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2002-03,False,17827
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2003-04,False,22549
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2004-05,False,23194
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2005-06,False,16031
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2006-07,False,18517
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2007-08,False,16331
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2008-09,False,17546
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2009-10,False,22371
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2010-11,False,19268
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2011-12,False,20699
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2012-13,False,21039
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2013-14,False,19254
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2014-15,False,21612
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2015-16,False,25895
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2016-17,False,23847
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2017-18,False,26409
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2018-19,False,26427
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2019-20,False,26767
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2020-21,False,24002
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2021-22,False,29157
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2022-23,False,31056
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2023-24,False,30515
South Australia,Value,Wild-caught,Finfish,Australian Sardine,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,1998-99,False,391
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,1999-00,False,555
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2000-01,False,718
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2001-02,False,863
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2002-03,False,1067
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2003-04,False,910
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2004-05,False,764
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2005-06,False,848
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2006-07,False,681
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2007-08,False,707
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2008-09,False,904
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2009-10,False,827
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2010-11,False,768
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2011-12,False,773
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2012-13,False,1073
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2013-14,False,902
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2014-15,False,885
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2015-16,False,1047
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2016-17,False,1106
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2017-18,False,1070
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2018-19,False,1035
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2019-20,False,1055
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2020-21,False,918
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2021-22,False,1308
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2022-23,False,1031
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2023-24,False,1035
South Australia,Value,Wild-caught,Finfish,Yellowfin Whiting,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Snook,$’000,1998-99,False,240
South Australia,Value,Wild-caught,Finfish,Snook,$’000,1999-00,False,220
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2000-01,False,233
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2001-02,False,242
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2002-03,False,263
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2003-04,False,206
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2004-05,False,188
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2005-06,False,171
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2006-07,False,226
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2007-08,False,266
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2008-09,False,253
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2009-10,False,230
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2010-11,False,213
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2011-12,False,185
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2012-13,False,211
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2013-14,False,192
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2014-15,False,207
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2015-16,False,211
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2016-17,False,240
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2017-18,False,231
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2018-19,False,215
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2019-20,False,227
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2020-21,False,201
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2021-22,False,170
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2022-23,False,218
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2023-24,False,190
South Australia,Value,Wild-caught,Finfish,Snook,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,1998-99,False,1243
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,1999-00,False,950
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2000-01,False,1428
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2001-02,False,475
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2002-03,False,706
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2003-04,False,812
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2004-05,False,1034
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2005-06,False,1222
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2006-07,False,1411
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2007-08,False,1263
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2008-09,False,1127
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2009-10,False,640
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2010-11,False,870
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2011-12,False,649
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2012-13,False,341
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2013-14,False,1096
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2014-15,False,1134
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2015-16,False,1139
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2016-17,False,1160
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2017-18,False,1477
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2018-19,False,966
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2019-20,False,878
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2020-21,False,1047
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2021-22,False,799
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2022-23,False,951
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2023-24,False,1218
South Australia,Value,Wild-caught,Finfish,Golden Perch,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,1998-99,False,1642
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,1999-00,False,1703
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2000-01,False,2172
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2001-02,False,2187
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2002-03,False,1199
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2003-04,False,884
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2004-05,False,1028
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2005-06,False,1004
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2006-07,False,1180
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2007-08,False,1164
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2008-09,False,1127
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2009-10,False,1006
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2010-11,False,1236
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2011-12,False,1988
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2012-13,False,1597
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2013-14,False,1195
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2014-15,False,1360
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2015-16,False,1448
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2016-17,False,1413
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2017-18,False,1838
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2018-19,False,1801
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2019-20,False,1903
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2020-21,False,1848
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2021-22,False,2069
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2022-23,False,1377
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2023-24,False,2002
South Australia,Value,Wild-caught,Finfish,Other Finfish,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Total,$’000,1998-99,False,16331
South Australia,Value,Wild-caught,Finfish,Total,$’000,1999-00,False,18048
South Australia,Value,Wild-caught,Finfish,Total,$’000,2000-01,False,21907
South Australia,Value,Wild-caught,Finfish,Total,$’000,2001-02,False,24274
South Australia,Value,Wild-caught,Finfish,Total,$’000,2002-03,False,33557
South Australia,Value,Wild-caught,Finfish,Total,$’000,2003-04,False,35844
South Australia,Value,Wild-caught,Finfish,Total,$’000,2004-05,False,36483
South Australia,Value,Wild-caught,Finfish,Total,$’000,2005-06,False,29890
South Australia,Value,Wild-caught,Finfish,Total,$’000,2006-07,False,34033
South Australia,Value,Wild-caught,Finfish,Total,$’000,2007-08,False,32976
South Australia,Value,Wild-caught,Finfish,Total,$’000,2008-09,False,35085
South Australia,Value,Wild-caught,Finfish,Total,$’000,2009-10,False,40409
South Australia,Value,Wild-caught,Finfish,Total,$’000,2010-11,False,37471
South Australia,Value,Wild-caught,Finfish,Total,$’000,2011-12,False,38427
South Australia,Value,Wild-caught,Finfish,Total,$’000,2012-13,False,37051
South Australia,Value,Wild-caught,Finfish,Total,$’000,2013-14,False,35326
South Australia,Value,Wild-caught,Finfish,Total,$’000,2014-15,False,38997
South Australia,Value,Wild-caught,Finfish,Total,$’000,2015-16,False,42276
South Australia,Value,Wild-caught,Finfish,Total,$’000,2016-17,False,39874
South Australia,Value,Wild-caught,Finfish,Total,$’000,2017-18,False,42248
South Australia,Value,Wild-caught,Finfish,Total,$’000,2018-19,False,41672
South Australia,Value,Wild-caught,Finfish,Total,$’000,2019-20,False,41761
South Australia,Value,Wild-caught,Finfish,Total,$’000,2020-21,False,37356
South Australia,Value,Wild-caught,Finfish,Total,$’000,2021-22,False,42604
South Australia,Value,Wild-caught,Finfish,Total,$’000,2022-23,False,44767
South Australia,Value,Wild-caught,Finfish,Total,$’000,2023-24,False,44521
South Australia,Value,Wild-caught,Finfish,Total,$’000,2024-25,True,na
South Australia,Value,Wild-caught,,Other nei,$’000,1998-99,False,344
South Australia,Value,Wild-caught,,Other nei,$’000,1999-00,False,316
South Australia,Value,Wild-caught,,Other nei,$’000,2000-01,False,282
South Australia,Value,Wild-caught,,Other nei,$’000,2001-02,False,266
South Australia,Value,Wild-caught,,Other nei,$’000,2002-03,False,299
South Australia,Value,Wild-caught,,Other nei,$’000,2003-04,False,399
South Australia,Value,Wild-caught,,Other nei,$’000,2004-05,False,373
South Australia,Value,Wild-caught,,Other nei,$’000,2005-06,False,914
South Australia,Value,Wild-caught,,Other nei,$’000,2006-07,False,823
South Australia,Value,Wild-caught,,Other nei,$’000,2007-08,False,1068
South Australia,Value,Wild-caught,,Other nei,$’000,2008-09,False,808
South Australia,Value,Wild-caught,,Other nei,$’000,2009-10,False,605
South Australia,Value,Wild-caught,,Other nei,$’000,2010-11,False,316
South Australia,Value,Wild-caught,,Other nei,$’000,2011-12,False,280
South Australia,Value,Wild-caught,,Other nei,$’000,2012-13,False,332
South Australia,Value,Wild-caught,,Other nei,$’000,2013-14,False,399
South Australia,Value,Wild-caught,,Other nei,$’000,2014-15,False,406
South Australia,Value,Wild-caught,,Other nei,$’000,2015-16,False,260
South Australia,Value,Wild-caught,,Other nei,$’000,2016-17,False,311
South Australia,Value,Wild-caught,,Other nei,$’000,2017-18,False,307
South Australia,Value,Wild-caught,,Other nei,$’000,2018-19,False,281
South Australia,Value,Wild-caught,,Other nei,$’000,2019-20,False,493
South Australia,Value,Wild-caught,,Other nei,$’000,2020-21,False,653
South Australia,Value,Wild-caught,,Other nei,$’000,2021-22,False,389
South Australia,Value,Wild-caught,,Other nei,$’000,2022-23,False,690
South Australia,Value,Wild-caught,,Other nei,$’000,2023-24,False,490
South Australia,Value,Wild-caught,,Other nei,$’000,2024-25,True,na
South Australia,Value,Wild-caught,,Total wild-caught,$’000,1998-99,False,165106
South Australia,Value,Wild-caught,,Total wild-caught,$’000,1999-00,False,182986
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2000-01,False,206986
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2001-02,False,206779
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2002-03,False,195219
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2003-04,False,182536
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2004-05,False,182959
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2005-06,False,192674
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2006-07,False,218684
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2007-08,False,205967
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2008-09,False,219285
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2009-10,False,199489
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2010-11,False,195440
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2011-12,False,208928
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2012-13,False,198105
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2013-14,False,210410
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2014-15,False,240204
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2015-16,False,264653
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2016-17,False,253107
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2017-18,False,264049
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2018-19,False,276686
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2019-20,False,232140
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2020-21,False,199625
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2021-22,False,196194
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2022-23,False,203030
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2023-24,False,214288
South Australia,Value,Wild-caught,,Total wild-caught,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Marron,$’000,1998-99,False,160
South Australia,Value,Aquaculture,,Marron,$’000,1999-00,False,304
South Australia,Value,Aquaculture,,Marron,$’000,2000-01,False,196
South Australia,Value,Aquaculture,,Marron,$’000,2001-02,False,282
South Australia,Value,Aquaculture,,Marron,$’000,2002-03,False,533
South Australia,Value,Aquaculture,,Marron,$’000,2003-04,False,480
South Australia,Value,Aquaculture,,Marron,$’000,2004-05,False,587
South Australia,Value,Aquaculture,,Marron,$’000,2005-06,False,282
South Australia,Value,Aquaculture,,Marron,$’000,2006-07,False,633
South Australia,Value,Aquaculture,,Marron,$’000,2007-08,False,559
South Australia,Value,Aquaculture,,Marron,$’000,2008-09,False,606
South Australia,Value,Aquaculture,,Marron,$’000,2009-10,False,645
South Australia,Value,Aquaculture,,Marron,$’000,2010-11,False,1032
South Australia,Value,Aquaculture,,Marron,$’000,2011-12,False,343
South Australia,Value,Aquaculture,,Marron,$’000,2012-13,False,380
South Australia,Value,Aquaculture,,Marron,$’000,2013-14,False,430
South Australia,Value,Aquaculture,,Marron,$’000,2014-15,False,450
South Australia,Value,Aquaculture,,Marron,$’000,2015-16,False,200
South Australia,Value,Aquaculture,,Marron,$’000,2016-17,False,130
South Australia,Value,Aquaculture,,Marron,$’000,2017-18,False,900
South Australia,Value,Aquaculture,,Marron,$’000,2018-19,False,74
