jurisdiction,measure,production_type,category,commodity,unit,financial_year,is_preliminary,amount
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,1998-99,False,6365
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,1999-00,False,7780
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2000-01,False,9051
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2001-02,False,9245
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2002-03,False,7763
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2003-04,False,9558
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2004-05,False,7458
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2005-06,False,8806
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2006-07,False,7486
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2007-08,False,9757
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2008-09,False,8786
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2009-10,False,7284
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2010-11,False,5800
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2011-12,False,7087
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2012-13,False,7486
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2013-14,False,7544
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2014-15,False,8418
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2015-16,False,8895
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2016-17,False,8100
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2017-18,False,8000
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2018-19,False,8252
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2019-20,False,8345
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2020-21,False,7600
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2021-22,False,8322
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2022-23,False,8000
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2023-24,False,7261
South Australia,Quantity,Aquaculture,,Southern Bluefin Tuna,t,2024-25,True,na
South Australia,Quantity,Aquaculture,,Barramundi,t,1998-99,False,249
South Australia,Quantity,Aquaculture,,Barramundi,t,1999-00,False,279
South Australia,Quantity,Aquaculture,,Barramundi,t,2000-01,False,264
South Australia,Quantity,Aquaculture,,Barramundi,t,2001-02,False,255
South Australia,Quantity,Aquaculture,,Barramundi,t,2002-03,False,471
South Australia,Quantity,Aquaculture,,Barramundi,t,2003-04,False,216
South Australia,Quantity,Aquaculture,,Barramundi,t,2004-05,False,217
South Australia,Quantity,Aquaculture,,Barramundi,t,2005-06,False,400
South Australia,Quantity,Aquaculture,,Barramundi,t,2006-07,False,385
South Australia,Quantity,Aquaculture,,Barramundi,t,2007-08,False,421
South Australia,Quantity,Aquaculture,,Barramundi,t,2008-09,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2009-10,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2010-11,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2011-12,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2012-13,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2013-14,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2014-15,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2015-16,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2016-17,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2017-18,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2018-19,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2019-20,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2020-21,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2021-22,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2022-23,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2023-24,False,na
South Australia,Quantity,Aquaculture,,Barramundi,t,2024-25,True,na
South Australia,Quantity,Aquaculture,,Trout,t,1998-99,False,14
South Australia,Quantity,Aquaculture,,Trout,t,1999-00,False,8
South Australia,Quantity,Aquaculture,,Trout,t,2000-01,False,13
South Australia,Quantity,Aquaculture,,Trout,t,2001-02,False,26
South Australia,Quantity,Aquaculture,,Trout,t,2002-03,False,18
South Australia,Quantity,Aquaculture,,Trout,t,2003-04,False,40
South Australia,Quantity,Aquaculture,,Trout,t,2004-05,False,66
South Australia,Quantity,Aquaculture,,Trout,t,2005-06,False,53
South Australia,Quantity,Aquaculture,,Trout,t,2006-07,False,38
South Australia,Quantity,Aquaculture,,Trout,t,2007-08,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2008-09,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2009-10,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2010-11,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2011-12,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2012-13,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2013-14,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2014-15,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2015-16,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2016-17,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2017-18,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2018-19,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2019-20,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2020-21,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2021-22,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2022-23,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2023-24,False,na
South Australia,Quantity,Aquaculture,,Trout,t,2024-25,True,na
South Australia,Quantity,Aquaculture,,Abalone,t,1998-99,False,21
South Australia,Quantity,Aquaculture,,Abalone,t,1999-00,False,40
South Australia,Quantity,Aquaculture,,Abalone,t,2000-01,False,53
South Australia,Quantity,Aquaculture,,Abalone,t,2001-02,False,34
South Australia,Quantity,Aquaculture,,Abalone,t,2002-03,False,59
South Australia,Quantity,Aquaculture,,Abalone,t,2003-04,False,105
South Australia,Quantity,Aquaculture,,Abalone,t,2004-05,False,177
South Australia,Quantity,Aquaculture,,Abalone,t,2005-06,False,250
South Australia,Quantity,Aquaculture,,Abalone,t,2006-07,False,196
South Australia,Quantity,Aquaculture,,Abalone,t,2007-08,False,167
South Australia,Quantity,Aquaculture,,Abalone,t,2008-09,False,227
South Australia,Quantity,Aquaculture,,Abalone,t,2009-10,False,286
South Australia,Quantity,Aquaculture,,Abalone,t,2010-11,False,317
South Australia,Quantity,Aquaculture,,Abalone,t,2011-12,False,178
South Australia,Quantity,Aquaculture,,Abalone,t,2012-13,False,236
South Australia,Quantity,Aquaculture,,Abalone,t,2013-14,False,330
South Australia,Quantity,Aquaculture,,Abalone,t,2014-15,False,334
South Australia,Quantity,Aquaculture,,Abalone,t,2015-16,False,350
South Australia,Quantity,Aquaculture,,Abalone,t,2016-17,False,324
South Australia,Quantity,Aquaculture,,Abalone,t,2017-18,False,399
South Australia,Quantity,Aquaculture,,Abalone,t,2018-19,False,337
South Australia,Quantity,Aquaculture,,Abalone,t,2019-20,False,285
South Australia,Quantity,Aquaculture,,Abalone,t,2020-21,False,440
South Australia,Quantity,Aquaculture,,Abalone,t,2021-22,False,402
South Australia,Quantity,Aquaculture,,Abalone,t,2022-23,False,382
South Australia,Quantity,Aquaculture,,Abalone,t,2023-24,False,345
South Australia,Quantity,Aquaculture,,Abalone,t,2024-25,True,na
South Australia,Quantity,Aquaculture,,Blue Mussel,t,1998-99,False,84
South Australia,Quantity,Aquaculture,,Blue Mussel,t,1999-00,False,81
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2000-01,False,111
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2001-02,False,171
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2002-03,False,254
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2003-04,False,400
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2004-05,False,377
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2005-06,False,469
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2006-07,False,1032
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2007-08,False,1369
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2008-09,False,1340
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2009-10,False,1343
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2010-11,False,1174
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2011-12,False,1278
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2012-13,False,1480
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2013-14,False,1619
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2014-15,False,1577
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2015-16,False,2088
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2016-17,False,1777
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2017-18,False,1833
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2018-19,False,1898
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2019-20,False,1737
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2020-21,False,1845
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2021-22,False,2113
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2022-23,False,2318
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2023-24,False,2007
South Australia,Quantity,Aquaculture,,Blue Mussel,t,2024-25,True,na
South Australia,Quantity,Aquaculture,,Other aquaculture,t,1998-99,False,412
South Australia,Quantity,Aquaculture,,Other aquaculture,t,1999-00,False,337
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2000-01,False,480
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2001-02,False,334
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2002-03,False,1077
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2003-04,False,894
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2004-05,False,2019
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2005-06,False,2148
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2006-07,False,1953
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2007-08,False,3801
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2008-09,False,5208
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2009-10,False,5491
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2010-11,False,6765
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2011-12,False,4385
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2012-13,False,4607
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2013-14,False,1042
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2014-15,False,5530
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2015-16,False,6871
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2016-17,False,6117
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2017-18,False,3574
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2018-19,False,3483
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2019-20,False,4443
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2020-21,False,3779
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2021-22,False,4967
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2022-23,False,4223
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2023-24,False,3979
South Australia,Quantity,Aquaculture,,Other aquaculture,t,2024-25,True,na
South Australia,Quantity,Aquaculture,,Total,t,1998-99,False,8188
South Australia,Quantity,Aquaculture,,Total,t,1999-00,False,10314
South Australia,Quantity,Aquaculture,,Total,t,2000-01,False,12052
South Australia,Quantity,Aquaculture,,Total,t,2001-02,False,12509
South Australia,Quantity,Aquaculture,,Total,t,2002-03,False,12377
South Australia,Quantity,Aquaculture,,Total,t,2003-04,False,15623
South Australia,Quantity,Aquaculture,,Total,t,2004-05,False,15006
South Australia,Quantity,Aquaculture,,Total,t,2005-06,False,17535
South Australia,Quantity,Aquaculture,,Total,t,2006-07,False,18839
South Australia,Quantity,Aquaculture,,Total,t,2007-08,False,20984
South Australia,Quantity,Aquaculture,,Total,t,2008-09,False,21431
South Australia,Quantity,Aquaculture,,Total,t,2009-10,False,20549
South Australia,Quantity,Aquaculture,,Total,t,2010-11,False,20247
South Australia,Quantity,Aquaculture,,Total,t,2011-12,False,18180
South Australia,Quantity,Aquaculture,,Total,t,2012-13,False,19530
South Australia,Quantity,Aquaculture,,Total,t,2013-14,False,15447
South Australia,Quantity,Aquaculture,,Total,t,2014-15,False,19763
South Australia,Quantity,Aquaculture,,Total,t,2015-16,False,22798
South Australia,Quantity,Aquaculture,,Total,t,2016-17,False,21480
South Australia,Quantity,Aquaculture,,Total,t,2017-18,False,15985
South Australia,Quantity,Aquaculture,,Total,t,2018-19,False,16070
South Australia,Quantity,Aquaculture,,Total,t,2019-20,False,17472
South Australia,Quantity,Aquaculture,,Total,t,2020-21,False,18353
South Australia,Quantity,Aquaculture,,Total,t,2021-22,False,20737
South Australia,Quantity,Aquaculture,,Total,t,2022-23,False,21398
South Australia,Quantity,Aquaculture,,Total,t,2023-24,False,19563
South Australia,Quantity,Aquaculture,,Total,t,2024-25,True,na
South Australia,Quantity,All,,Total production,t,1998-99,False,26430
South Australia,Quantity,All,,Total production,t,1999-00,False,27105
South Australia,Quantity,All,,Total production,t,2000-01,False,33509
South Australia,Quantity,All,,Total production,t,2001-02,False,37391
South Australia,Quantity,All,,Total production,t,2002-03,False,45416
South Australia,Quantity,All,,Total production,t,2003-04,False,60140
South Australia,Quantity,All,,Total production,t,2004-05,False,73191
South Australia,Quantity,All,,Total production,t,2005-06,False,57575
South Australia,Quantity,All,,Total production,t,2006-07,False,60548
South Australia,Quantity,All,,Total production,t,2007-08,False,61788
South Australia,Quantity,All,,Total production,t,2008-09,False,59636
South Australia,Quantity,All,,Total production,t,2009-10,False,66707
South Australia,Quantity,All,,Total production,t,2010-11,False,63379
South Australia,Quantity,All,,Total production,t,2011-12,False,64741
South Australia,Quantity,All,,Total production,t,2012-13,False,63745
South Australia,Quantity,All,,Total production,t,2013-14,False,57314
South Australia,Quantity,All,,Total production,t,2014-15,False,64918
South Australia,Quantity,All,,Total production,t,2015-16,False,73481
South Australia,Quantity,All,,Total production,t,2016-17,False,70967
South Australia,Quantity,All,,Total production,t,2017-18,False,68818
South Australia,Quantity,All,,Total production,t,2018-19,False,65216
South Australia,Quantity,All,,Total production,t,2019-20,False,65949
South Australia,Quantity,All,,Total production,t,2020-21,False,64681
South Australia,Quantity,All,,Total production,t,2021-22,False,75429
South Australia,Quantity,All,,Total production,t,2022-23,False,75695
South Australia,Quantity,All,,Total production,t,2023-24,False,71709
South Australia,Quantity,All,,Total production,t,2024-25,True,na
