production_type,jurisdiction,unit,financial_year,is_preliminary,value_aud_thousands
Commonwealth fisheries,Southern Shark,$’000,2004-05,False,na
Commonwealth fisheries,Southern Shark,$’000,2005-06,False,na
Commonwealth fisheries,Southern Shark,$’000,2006-07,False,na
Commonwealth fisheries,Southern Shark,$’000,2007-08,False,na
Commonwealth fisheries,Southern Shark,$’000,2008-09,False,na
Commonwealth fisheries,Southern Shark,$’000,2009-10,False,na
Commonwealth fisheries,Southern Shark,$’000,2010-11,False,na
Commonwealth fisheries,Southern Shark,$’000,2011-12,False,na
Commonwealth fisheries,Southern Shark,$’000,2012-13,False,na
Commonwealth fisheries,Southern Shark,$’000,2013-14,False,na
Commonwealth fisheries,Southern Shark,$’000,2014-15,False,na
Commonwealth fisheries,Southern Shark,$’000,2015-16,False,na
Commonwealth fisheries,Southern Shark,$’000,2016-17,False,na
Commonwealth fisheries,Southern Shark,$’000,2017-18,False,na
Commonwealth fisheries,Southern Shark,$’000,2018-19,False,na
Commonwealth fisheries,Southern Shark,$’000,2019-20,False,na
Commonwealth fisheries,Southern Shark,$’000,2020-21,False,na
Commonwealth fisheries,Southern Shark,$’000,2021-22,False,na
Commonwealth fisheries,Southern Shark,$’000,2022-23,False,na
Commonwealth fisheries,Southern Shark,$’000,2023-24,False,na
Commonwealth fisheries,Southern Shark,$’000,2024-25,True,na
Commonwealth fisheries,South East Non-trawl,$’000,1998-99,False,4018.2
Commonwealth fisheries,South East Non-trawl,$’000,1999-00,False,5591.4
Commonwealth fisheries,South East Non-trawl,$’000,2000-01,False,5775.8
Commonwealth fisheries,South East Non-trawl,$’000,2001-02,False,5619
Commonwealth fisheries,South East Non-trawl,$’000,2002-03,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2003-04,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2004-05,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2005-06,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2006-07,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2007-08,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2008-09,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2009-10,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2010-11,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2011-12,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2012-13,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2013-14,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2014-15,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2015-16,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2016-17,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2017-18,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2018-19,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2019-20,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2020-21,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2021-22,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2022-23,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2023-24,False,na
Commonwealth fisheries,South East Non-trawl,$’000,2024-25,True,na
Commonwealth fisheries,Other fisheries,$’000,1998-99,False,53262.2
Commonwealth fisheries,Other fisheries,$’000,1999-00,False,29918.4
Commonwealth fisheries,Other fisheries,$’000,2000-01,False,26473.6
Commonwealth fisheries,Other fisheries,$’000,2001-02,False,31019.2
Commonwealth fisheries,Other fisheries,$’000,2002-03,False,32137.1
Commonwealth fisheries,Other fisheries,$’000,2003-04,False,46084.9
Commonwealth fisheries,Other fisheries,$’000,2004-05,False,37941.6
Commonwealth fisheries,Other fisheries,$’000,2005-06,False,26604.9
Commonwealth fisheries,Other fisheries,$’000,2006-07,False,32648.4
Commonwealth fisheries,Other fisheries,$’000,2007-08,False,28087.6
Commonwealth fisheries,Other fisheries,$’000,2008-09,False,43915.5
Commonwealth fisheries,Other fisheries,$’000,2009-10,False,52526.8
Commonwealth fisheries,Other fisheries,$’000,2010-11,False,42497.1
Commonwealth fisheries,Other fisheries,$’000,2011-12,False,64738.7
Commonwealth fisheries,Other fisheries,$’000,2012-13,False,67404.1
Commonwealth fisheries,Other fisheries,$’000,2013-14,False,51806.3
Commonwealth fisheries,Other fisheries,$’000,2014-15,False,75160
Commonwealth fisheries,Other fisheries,$’000,2015-16,False,127200.6
Commonwealth fisheries,Other fisheries,$’000,2016-17,False,103258.2
Commonwealth fisheries,Other fisheries,$’000,2017-18,False,107324.5
Commonwealth fisheries,Other fisheries,$’000,2018-19,False,117893.4
Commonwealth fisheries,Other fisheries,$’000,2019-20,False,161984.2
Commonwealth fisheries,Other fisheries,$’000,2020-21,False,90069.4
Commonwealth fisheries,Other fisheries,$’000,2021-22,False,127468.7
Commonwealth fisheries,Other fisheries,$’000,2022-23,False,106690.7
Commonwealth fisheries,Other fisheries,$’000,2023-24,False,120708.4
Commonwealth fisheries,Other fisheries,$’000,2024-25,True,120437.6
Commonwealth fisheries,Total,$’000,1998-99,False,408075.9
Commonwealth fisheries,Total,$’000,1999-00,False,401661.1
Commonwealth fisheries,Total,$’000,2000-01,False,476747.6
Commonwealth fisheries,Total,$’000,2001-02,False,481110
Commonwealth fisheries,Total,$’000,2002-03,False,414847.4
Commonwealth fisheries,Total,$’000,2003-04,False,341950.2
Commonwealth fisheries,Total,$’000,2004-05,False,329969.8
Commonwealth fisheries,Total,$’000,2005-06,False,278024.6
Commonwealth fisheries,Total,$’000,2006-07,False,294190.4
Commonwealth fisheries,Total,$’000,2007-08,False,288932.3
Commonwealth fisheries,Total,$’000,2008-09,False,314692.7
Commonwealth fisheries,Total,$’000,2009-10,False,305994.5
Commonwealth fisheries,Total,$’000,2010-11,False,320810.7
Commonwealth fisheries,Total,$’000,2011-12,False,308244.1
Commonwealth fisheries,Total,$’000,2012-13,False,317813.8
Commonwealth fisheries,Total,$’000,2013-14,False,340453.1
Commonwealth fisheries,Total,$’000,2014-15,False,350275.8
Commonwealth fisheries,Total,$’000,2015-16,False,438829.5
Commonwealth fisheries,Total,$’000,2016-17,False,403350.4
Commonwealth fisheries,Total,$’000,2017-18,False,390078.3
Commonwealth fisheries,Total,$’000,2018-19,False,436969.3
Commonwealth fisheries,Total,$’000,2019-20,False,438378.9
Commonwealth fisheries,Total,$’000,2020-21,False,373624.6
Commonwealth fisheries,Total,$’000,2021-22,False,437011.5
Commonwealth fisheries,Total,$’000,2022-23,False,411781.6
Commonwealth fisheries,Total,$’000,2023-24,False,402732.8
Commonwealth fisheries,Total,$’000,2024-25,True,399321.13
Commonwealth fisheries,Total value,$’000,1998-99,False,2109210.2
Commonwealth fisheries,Total value,$’000,1999-00,False,2367426.6
Commonwealth fisheries,Total value,$’000,2000-01,False,2464479.9
Commonwealth fisheries,Total value,$’000,2001-02,False,2444875.2
Commonwealth fisheries,Total value,$’000,2002-03,False,2287502.4
Commonwealth fisheries,Total value,$’000,2003-04,False,2187595.9
Commonwealth fisheries,Total value,$’000,2004-05,False,2085582.1
Commonwealth fisheries,Total value,$’000,2005-06,False,2167135.8
Commonwealth fisheries,Total value,$’000,2006-07,False,2216710.5
Commonwealth fisheries,Total value,$’000,2007-08,False,2207100.6
Commonwealth fisheries,Total value,$’000,2008-09,False,2214273
Commonwealth fisheries,Total value,$’000,2009-10,False,2192253.2
Commonwealth fisheries,Total value,$’000,2010-11,False,2240650.4
Commonwealth fisheries,Total value,$’000,2011-12,False,2304970.9
Commonwealth fisheries,Total value,$’000,2012-13,False,2386168.9
Commonwealth fisheries,Total value,$’000,2013-14,False,2473090
Commonwealth fisheries,Total value,$’000,2014-15,False,2764205.8
Commonwealth fisheries,Total value,$’000,2015-16,False,3020401.7
Commonwealth fisheries,Total value,$’000,2016-17,False,3057582.5
Commonwealth fisheries,Total value,$’000,2017-18,False,3177773.4
Commonwealth fisheries,Total value,$’000,2018-19,False,3210125.1
Commonwealth fisheries,Total value,$’000,2019-20,False,3133595.1
Commonwealth fisheries,Total value,$’000,2020-21,False,3174525.1
Commonwealth fisheries,Total value,$’000,2021-22,False,3450102.8
Commonwealth fisheries,Total value,$’000,2022-23,False,3826939.4
Commonwealth fisheries,Total value,$’000,2023-24,False,3701835.4
Commonwealth fisheries,Total value,$’000,2024-25,True,na
