STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,80,4905,13574,22077,23232,26997,39730,130595,4.58%
VIC,114,9086,23810,29208,25208,23811,26700,137936,6.26%
QLD,98,6120,14616,22094,23115,24553,28710,119305,6.74%
SA,2266,7538,7059,9380,10034,10964,14614,61855,9.48%
WA,54,6940,14830,18281,18224,17936,18576,94841,10.25%
TAS,30,1005,2193,2880,3341,3928,3955,17332,8.80%
NT,6,260,776,1001,982,871,445,4341,4.80%
ACT,11,933,2442,2587,2383,2076,1995,12427,8.72%
TOTAL,2659,36787,79300,107508,106519,111136,134725,578634,6.55%
