STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,2113,179342,231167,227943,186389,194151,1021105,35.50%
VIC,1741,35951,42355,40103,30668,30740,181558,8.16%
QLD,7959,97312,87670,60786,37885,30391,322003,17.98%
SA,27200,63781,61285,58836,49712,50595,311409,47.29%
WA,828,23952,54123,54023,44076,45047,222049,23.59%
TAS,197,6904,16313,16991,14739,16369,71513,36.09%
NT,59,347,897,935,624,340,3202,3.55%
ACT,195,1418,2664,2409,1899,1643,10228,7.04%
TOTAL,40292,409007,496474,462026,365992,369276,2143067,24.01%
