STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3524,179953,234993,222741,170828,159314,971353,32.62%
VIC,4230,51136,60918,51783,39392,35948,243407,10.57%
QLD,9359,88027,79928,56946,35512,26045,295817,16.26%
SA,24710,60530,59143,57411,46367,42224,290385,42.44%
WA,1735,26415,55053,54605,41940,39901,219649,23.86%
TAS,504,7553,16223,17253,13707,14049,69289,33.33%
NT,152,768,1195,1020,591,267,3993,4.76%
ACT,495,2735,3744,3021,2215,1841,14051,9.46%
TOTAL,44709,417117,511197,464780,350552,319589,2107944,23.05%
