STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,79,3407,14817,22775,24344,27425,44317,137164,4.77%
VIC,102,7702,26522,31727,27705,26289,31781,151828,6.82%
QLD,92,5008,15484,22832,24132,25033,32503,125084,6.98%
SA,2154,8430,8492,10549,11204,12098,17635,70562,10.72%
WA,63,6212,16329,19494,19574,18850,21464,101986,10.83%
TAS,26,937,2398,3056,3530,4142,4679,18768,9.47%
NT,7,227,878,1036,1074,978,552,4752,5.27%
ACT,22,909,2781,2856,2659,2281,2404,13912,9.58%
TOTAL,2545,32832,87701,114325,114222,117096,155335,624056,6.99%
