STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,13927,194170,237474,222143,165087,144265,977066,33.14%
VIC,4126,56832,60730,52051,39044,33229,246012,10.83%
QLD,17921,88062,78147,54807,34358,23088,296383,16.51%
SA,24003,59326,58015,56668,44782,38015,280809,41.38%
WA,1786,31668,56571,54438,41122,36090,221675,24.53%
TAS,433,9246,16705,17650,13487,12869,70390,34.11%
NT,155,864,1218,1005,591,242,4075,4.87%
ACT,493,2942,3708,3049,2160,1675,14027,9.63%
TOTAL,62844,443110,512568,461811,340631,289473,2110437,23.36%
