"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Other","Aust"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","User cost of capital - Land","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","22039","14989","14718","3843","3788","1483","1438","45","","62343"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","Interest on borrowings","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","16","10636","0","0","376","3","0","48","","11078"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Labour costs","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","954074","1174250","963336","277180","352403","119312","62207","29343","","3932104"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Capital costs","Depreciation","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","104802","129182","46957","20598","17211","4873","4065","1809","","329497"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Capital costs","User cost of capital - Other assets","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","77129","47559","42417","17413","12348","4711","3005","349","","204931"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other costs","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","465200","470180","226111","135370","116771","44619","25714","14211","","1498176"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Total","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1601205","1821172","1278820","450561","498732","173515","94992","45711","","5964708"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Total","Per person in the population","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","194.35","271.64","237.77","159.48","271.90","303.56","206.12","182.74","","227.07"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","Payroll tax","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","","0"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","User cost of capital - Land","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","20744","12878","14553","3410","2979","1539","1238","68","","57409"
"11A.11","2022-23","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","Interest on borrowings","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","18","4537","0","0","274","8","0","0","","4837"
"11A.11","2021-22","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Labour costs","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","915363","1069009","906458","254850","288981","116184","55683","40023","","3646550"
"11A.11","2021-22","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Capital costs","Depreciation","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","117468","128076","44978","21414","16606","4656","4393","1965","","339556"
"11A.11","2021-22","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Capital costs","User cost of capital - Other assets","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","68764","53100","41749","17892","12278","4418","3092","350","","201643"
"11A.11","2021-22","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other costs","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","425423","433651","209363","117984","111125","44466","25324","13572","","1380907"
"11A.11","2021-22","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Total","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1527017","1683836","1202548","412140","428990","169724","88492","55909","","5568656"
"11A.11","2021-22","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Total","Per person in the population","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","188.63","256.68","228.40","149.21","237.46","297.85","195.21","224.22","","216.12"
