financial_year,category,category_value,new_boat_registrations,new_boat_registrations_pct,boats_currently_registered,boats_currently_registered_pct
2015-16,Hull Type,AIR BOAT,1,0.000346380325,1,1.81313799793302e-05
2015-16,Hull Type,AMPHIBIOUS VEHICLE,,,1,1.81313799793302e-05
2015-16,Hull Type,CABIN CRUISER,88,0.030481468652,2150,0.038982466955
2015-16,Hull Type,CANOE/KAYAK,16,0.005542085209,32,0.000580204159
2015-16,Hull Type,CATAMARAN/TRIMARAN,26,0.009005888465,230,0.004170217395
2015-16,Hull Type,CENTRE CONSOLE,6,0.002078281953,35,0.000634598299
2015-16,Hull Type,COMMERCIAL FISH BOAT,,,1,1.81313799793302e-05
2015-16,Hull Type,CUDDY CABIN,152,0.05264980949,1070,0.019400576577
2015-16,Hull Type,HALF CABIN,254,0.087980602701,11221,0.203452214748
2015-16,Hull Type,HOUSEBOAT,21,0.007273986837,726,0.013163381864
2015-16,Hull Type,HOVERCRAFT,2,0.000692760651,10,0.000181313799
2015-16,Hull Type,HYDROPLANE,,,16,0.000290102079
2015-16,Hull Type,INFLATABLE,94,0.032559750606,660,0.011966710786
2015-16,Hull Type,OPEN BOAT,793,0.274679598198,15872,0.287781263031
2015-16,Hull Type,OTHER,25,0.008659508139,508,0.009210741029
2015-16,Hull Type,PONTOON,3,0.001039140976,10,0.000181313799
2015-16,Hull Type,PWC,435,0.150675441634,2400,0.04351531195
2015-16,Hull Type,RACING BOAT,2,0.000692760651,4,7.25255199173209e-05
2015-16,Hull Type,RAFT/PUNT,21,0.007273986837,388,0.007034975431
2015-16,Hull Type,RUNABOUT,574,0.198822306892,13174,0.238862799847
2015-16,Hull Type,SAILING VESSEL,77,0.026671285071,1823,0.033053505702
2015-16,Hull Type,SKI BOAT,297,0.102874956702,4662,0.084528493463
2015-16,Hull Type,TRADITIONAL RIVERBOAT,,,159,0.002882889416
2015-16,Hull Type,Totals,2887,1,55153,1
2015-16,Hull Type,RBA011,,,Page:1,
2015-16,Hull Make,ACHILLES,4,0.001385521302,105,0.001903794897
2015-16,Hull Make,ADAMS,1,0.000346380325,19,0.000344496219
2015-16,Hull Make,ADELAIDE SKIBOAT,,,2,3.62627599586605e-05
2015-16,Hull Make,ADVENTURE,,,5,9.06568998966511e-05
2015-16,Hull Make,ALBO 4 SEASONS,,,38,0.000688992439
2015-16,Hull Make,ALLISON CRAFT,2,0.000692760651,184,0.003336173916
2015-16,Hull Make,ALLY CRAFT,12,0.004156563907,405,0.007343208891
2015-16,Hull Make,ALOCRAFT,6,0.002078281953,275,0.004986129494
2015-16,Hull Make,ALUFARM,,,84,0.001523035918
2015-16,Hull Make,ANCRAFT,,,10,0.000181313799
2015-16,Hull Make,ANGLAPRO,7,0.002424662279,39,0.000707123819
2015-16,Hull Make,APACHE,1,0.000346380325,1,1.81313799793302e-05
2015-16,Hull Make,APOLLO,,,5,9.06568998966511e-05
2015-16,Hull Make,AQUAPRO,1,0.000346380325,33,0.000598335539
2015-16,Hull Make,ARANCIA,1,0.000346380325,8,0.000145051039
2015-16,Hull Make,ARTHUR ROBB DESIGN,,,1,1.81313799793302e-05
2015-16,Hull Make,AUSTRAL,,,75,0.001359853498
2015-16,Hull Make,AVENGER,,,5,9.06568998966511e-05
2015-16,Hull Make,AVON,2,0.000692760651,24,0.000435153119
2015-16,Hull Make,AZIMUT,1,0.000346380325,2,3.62627599586605e-05
2015-16,Hull Make,BAHAMA,,,2,3.62627599586605e-05
2015-16,Hull Make,BARCRUSHER,40,0.013855213023,245,0.004442188094
2015-16,Hull Make,BARON,1,0.000346380325,56,0.001015357278
2015-16,Hull Make,BARRACUDA,1,0.000346380325,21,0.000380758979
2015-16,Hull Make,BAVARIA,,,26,0.000471415879
2015-16,Hull Make,BAYCRAFT,1,0.000346380325,13,0.000235707939
2015-16,Hull Make,BAYLINER,22,0.007620367163,392,0.007107500951
2015-16,Hull Make,BELLBOY,6,0.002078281953,298,0.005403151233
2015-16,Hull Make,BELLCRAFT,,,44,0.000797780719
2015-16,Hull Make,BENETEAU,3,0.001039140976,52,0.000942831758
2015-16,Hull Make,BERMUDA,6,0.002078281953,406,0.007361340271
2015-16,Hull Make,BERTRAM,3,0.001039140976,112,0.002030714557
2015-16,Hull Make,BINKS,2,0.000692760651,16,0.000290102079
2015-16,Hull Make,BLAXELL,,,12,0.000217576559
2015-16,Hull Make,BOMBADIER,15,0.005195704883,39,0.000707123819
2015-16,Hull Make,BONITO,1,0.000346380325,30,0.000543941399
2015-16,Hull Make,BOOMEROO,,,2,3.62627599586605e-05
2015-16,Hull Make,BRISTO,1,0.000346380325,1,1.81313799793302e-05
2015-16,Hull Make,BROOKER,21,0.007273986837,552,0.010008521748
2015-16,Hull Make,BULLET,2,0.000692760651,18,0.000326364839
2015-16,Hull Make,C CRAFT,2,0.000692760651,129,0.002338948017
2015-16,Hull Make,CAL,,,6,0.000108788279
2015-16,Hull Make,CAMERO,35,0.012123311395,686,0.012438126665
2015-16,Hull Make,CAMERO FARINA,,,11,0.000199445179
2015-16,Hull Make,CAMERO LEGEND,1,0.000346380325,70,0.001269196598
2015-16,Hull Make,CAMERO NORDIC,1,0.000346380325,70,0.001269196598
2015-16,Hull Make,CAMERO RIVA,,,9,0.000163182419
2015-16,Hull Make,CAMERO SPRINTA,,,4,7.25255199173209e-05
2015-16,Hull Make,CAMERO STRADA,,,23,0.000417021739
2015-16,Hull Make,CAMERO SURVEYOR,,,4,7.25255199173209e-05
2015-16,Hull Make,CAMERO TARGA,,,1,1.81313799793302e-05
2015-16,Hull Make,CAMERO VOLANTE,,,69,0.001251065218
2015-16,Hull Make,CAREEL,,,3,5.43941399379907e-05
2015-16,Hull Make,CARIBBEAN,20,0.006927606511,837,0.015175965042
2015-16,Hull Make,CARIBBEAN COBRA,,,11,0.000199445179
2015-16,Hull Make,CARIBBEAN COLT,,,5,9.06568998966511e-05
2015-16,Hull Make,CASTLE,,,1,1.81313799793302e-05
2015-16,Hull Make,CATALINA,1,0.000346380325,28,0.000507678639
2015-16,Hull Make,CHALLENGER,1,0.000346380325,20,0.000362627599
2015-16,Hull Make,CHEOY LEE,,,2,3.62627599586605e-05
2015-16,Hull Make,CHRISCRAFT,1,0.000346380325,7,0.000126919659
2015-16,Hull Make,CLARK,23,0.007966747488,367,0.006654216452
2015-16,Hull Make,CLASSIC CRAFT BOATS,16,0.005542085209,195,0.003535619095
2015-16,Hull Make,CLAUSEN,1,0.000346380325,26,0.000471415879
2015-16,Hull Make,CLAYTON,,,63,0.001142276938
2015-16,Hull Make,CLEVELAND,2,0.000692760651,25,0.000453284499
2015-16,Hull Make,COLE,,,32,0.000580204159
2015-16,Hull Make,COLEMAN,,,2,3.62627599586605e-05
2015-16,Hull Make,COMMANDO,1,0.000346380325,1,1.81313799793302e-05
2015-16,Hull Make,COMPASS,1,0.000346380325,25,0.000453284499
2015-16,Hull Make,CONCEPT,,,2,3.62627599586605e-05
2015-16,Hull Make,CORSAIR,,,3,5.43941399379907e-05
2015-16,Hull Make,COUGAR,1,0.000346380325,7,0.000126919659
2015-16,Hull Make,COURT,,,9,0.000163182419
2015-16,Hull Make,COXCRAFT,1,0.000346380325,33,0.000598335539
2015-16,Hull Make,CRAIGCAT,,,3,5.43941399379907e-05
2015-16,Hull Make,CROWNLINE,1,0.000346380325,24,0.000435153119
2015-16,Hull Make,CRUISECRAFT,25,0.008659508139,648,0.011749134226
2015-16,Hull Make,CRUISEMASTER,,,1,1.81313799793302e-05
2015-16,Hull Make,CRUSADER,,,7,0.000126919659
2015-16,Hull Make,CUSTOM BUILT,2,0.000692760651,50,0.000906568998
2015-16,Hull Make,DAYTONA,,,3,5.43941399379907e-05
2015-16,Hull Make,DE HAVILLAND,11,0.003810183581,310,0.005620727793
2015-16,Hull Make,DEALTRY,2,0.000692760651,255,0.004623501894
2015-16,Hull Make,DEALTRY SCARAB,,,13,0.000235707939
2015-16,Hull Make,DELTA,,,28,0.000507678639
2015-16,Hull Make,DENNIS,,,4,7.25255199173209e-05
2015-16,Hull Make,DEVIL CAT,1,0.000346380325,17,0.000308233459
2015-16,Hull Make,DOLPHIN,20,0.006927606511,512,0.009283266549
2015-16,Hull Make,DOUGLAS,,,9,0.000163182419
2015-16,Hull Make,DOVER,,,24,0.000435153119
2015-16,Hull Make,DOWCRAFT,,,1,1.81313799793302e-05
2015-16,Hull Make,DUCK FLAT,,,2,3.62627599586605e-05
2015-16,Hull Make,DUNCANSON,3,0.001039140976,80,0.001450510398
2015-16,Hull Make,DYNOUS,,,3,5.43941399379907e-05
2015-16,Hull Make,EASYRIDER,1,0.000346380325,57,0.001033488658
2015-16,Hull Make,ENDEAVOUR,,,5,9.06568998966511e-05
2015-16,Hull Make,ENSIGN,,,7,0.000126919659
2015-16,Hull Make,ENSIGN P'MAKER,,,1,1.81313799793302e-05
2015-16,Hull Make,EVERINGHAM,6,0.002078281953,55,0.000997225898
2015-16,Hull Make,EXPRESS,1,0.000346380325,13,0.000235707939
2015-16,Hull Make,EXTREME SKI BOATS,2,0.000692760651,35,0.000634598299
2015-16,Hull Make,FARR,9,0.00311742293,104,0.001885663517
2015-16,Hull Make,FASTLANE,1,0.000346380325,2,3.62627599586605e-05
2015-16,Hull Make,FIBRECRAFT,,,5,9.06568998966511e-05
2015-16,Hull Make,FIBREMASTER,,,7,0.000126919659
2015-16,Hull Make,FISHER,,,18,0.000326364839
2015-16,Hull Make,FLIGHTCRAFT,12,0.004156563907,174,0.003154860116
2015-16,Hull Make,FLINDERS,1,0.000346380325,6,0.000108788279
2015-16,Hull Make,FLINTOFF,,,1,1.81313799793302e-05
2015-16,Hull Make,FORCE,,,7,0.000126919659
2015-16,Hull Make,FORMULA,,,3,5.43941399379907e-05
2015-16,Hull Make,FOUR WINNS,5,0.001731901627,63,0.001142276938
2015-16,Hull Make,FRASER,2,0.000692760651,64,0.001160408318
2015-16,Hull Make,G CRAFT,,,60,0.001087882798
2015-16,Hull Make,GANNET,5,0.001731901627,280,0.005076786394
2015-16,Hull Make,GEMINI,1,0.000346380325,13,0.000235707939
2015-16,Hull Make,GILFLITE,5,0.001731901627,155,0.002810363896
2015-16,Hull Make,GILFLITE LASER,,,2,3.62627599586605e-05
2015-16,Hull Make,GLASTRON,6,0.002078281953,99,0.001795006617
2015-16,Hull Make,GOLDEN HAWK,,,3,5.43941399379907e-05
2015-16,Hull Make,GOOLWA CRAFT,,,104,0.001885663517
2015-16,Hull Make,GRADY-WHITE,1,0.000346380325,2,3.62627599586605e-05
2015-16,Hull Make,GRAND BANKS,,,1,1.81313799793302e-05
2015-16,Hull Make,GRIFFIN,1,0.000346380325,3,5.43941399379907e-05
2015-16,Hull Make,GUARDIAN,,,4,7.25255199173209e-05
2015-16,Hull Make,HAINES,27,0.009352268791,552,0.010008521748
2015-16,Hull Make,HAINES HUNTER,40,0.013855213023,1156,0.020959875256
2015-16,Hull Make,HAINES S'NATURE,12,0.004156563907,385,0.006980581292
2015-16,Hull Make,HAKKER,,,1,1.81313799793302e-05
2015-16,Hull Make,HALLETT,7,0.002424662279,108,0.001958189037
2015-16,Hull Make,HALLETT HUSTLER,,,9,0.000163182419
2015-16,Hull Make,HALVORSEN,,,22,0.000398890359
2015-16,Hull Make,HAMILTON,,,30,0.000543941399
2015-16,Hull Make,HARRIS CRAFT,,,4,7.25255199173209e-05
2015-16,Hull Make,HARTLEY,4,0.001385521302,149,0.002701575616
2015-16,Hull Make,HERON,,,3,5.43941399379907e-05
2015-16,Hull Make,HINTON,,,23,0.000417021739
2015-16,Hull Make,HISON SEAJET,1,0.000346380325,2,3.62627599586605e-05
2015-16,Hull Make,HMF BOATS,5,0.001731901627,50,0.000906568998
2015-16,Hull Make,HOLLAND,,,8,0.000145051039
2015-16,Hull Make,HOME MADE,102,0.03533079321,1435,0.02601853027
2015-16,Hull Make,HONDA,1,0.000346380325,10,0.000181313799
2015-16,Hull Make,HOOD,1,0.000346380325,8,0.000145051039
2015-16,Hull Make,HORIZON,16,0.005542085209,122,0.002212028357
2015-16,Hull Make,HUNTER,8,0.002771042604,145,0.002629050097
2015-16,Hull Make,HUNTSMAN,,,33,0.000598335539
2015-16,Hull Make,HUTCHINSON,,,1,1.81313799793302e-05
2015-16,Hull Make,HYDROFIELD,1,0.000346380325,29,0.000525810019
2015-16,Hull Make,INVESTIGATOR,,,5,9.06568998966511e-05
2015-16,Hull Make,JARKAN,1,0.000346380325,4,7.25255199173209e-05
2015-16,Hull Make,JEANNEAU,,,8,0.000145051039
2015-16,Hull Make,JOHN PUGH,,,1,1.81313799793302e-05
2015-16,Hull Make,KAWASAKI,49,0.016972635954,222,0.004025166355
2015-16,Hull Make,KEVLACAT,1,0.000346380325,39,0.000707123819
2015-16,Hull Make,KIA,1,0.000346380325,17,0.000308233459
2015-16,Hull Make,KINGCRAFT,,,1,1.81313799793302e-05
2015-16,Hull Make,KINGFISHER,4,0.001385521302,155,0.002810363896
2015-16,Hull Make,KRUGER,,,6,0.000108788279
2015-16,Hull Make,LAWTON INDUSTRIES,,,2,3.62627599586605e-05
2015-16,Hull Make,LEEDER,,,12,0.000217576559
2015-16,Hull Make,LEWIS,6,0.002078281953,186,0.003372436676
2015-16,Hull Make,LEXCEN,,,21,0.000380758979
2015-16,Hull Make,LIGHTBURN,2,0.000692760651,10,0.000181313799
2015-16,Hull Make,LIGHTWAVE YACHT,,,1,1.81313799793302e-05
2015-16,Hull Make,MACGREGOR,3,0.001039140976,33,0.000598335539
2015-16,Hull Make,MAKO,12,0.004156563907,151,0.002737838376
2015-16,Hull Make,MALIBU,58,0.020090058884,562,0.010189835548
2015-16,Hull Make,MANTACRAFT,,,39,0.000707123819
2015-16,Hull Make,MARINER,1,0.000346380325,45,0.000815912099
2015-16,Hull Make,MARKHAM WHALER,2,0.000692760651,54,0.000979094518
2015-16,Hull Make,MARKLINE,,,6,0.000108788279
2015-16,Hull Make,MARLIN,2,0.000692760651,16,0.000290102079
2015-16,Hull Make,MASTERCRAFT,22,0.007620367163,84,0.001523035918
2015-16,Hull Make,MATRIX,20,0.006927606511,267,0.004841078454
2015-16,Hull Make,MAXUM,2,0.000692760651,45,0.000815912099
2015-16,Hull Make,MCFARLANE,,,7,0.000126919659
2015-16,Hull Make,MEDALLION,,,5,9.06568998966511e-05
2015-16,Hull Make,MEOS,1,0.000346380325,50,0.000906568998
2015-16,Hull Make,MEOS HORNET,,,6,0.000108788279
2015-16,Hull Make,MEOS SPYDER,1,0.000346380325,68,0.001232933838
2015-16,Hull Make,MEOS STAMPEDE,,,4,7.25255199173209e-05
2015-16,Hull Make,MERLIN,,,7,0.000126919659
2015-16,Hull Make,MERLIN MIRAGE,,,3,5.43941399379907e-05
2015-16,Hull Make,MFG,,,17,0.000308233459
2015-16,Hull Make,MIRROR,1,0.000346380325,1,1.81313799793302e-05
2015-16,Hull Make,MONARK,1,0.000346380325,54,0.000979094518
2015-16,Hull Make,MUSTANG,8,0.002771042604,267,0.004841078454
2015-16,Hull Make,NAMCO,1,0.000346380325,9,0.000163182419
2015-16,Hull Make,NANKERVIS,1,0.000346380325,3,5.43941399379907e-05
2015-16,Hull Make,NANTUCKETT,,,3,5.43941399379907e-05
2015-16,Hull Make,NAUTIC STAR,2,0.000692760651,9,0.000163182419
2015-16,Hull Make,NAUTIGLASS,1,0.000346380325,146,0.002647181476
2015-16,Hull Make,NEREUS,2,0.000692760651,489,0.008866244809
2015-16,Hull Make,NESSCRAFT,,,244,0.004424056714
2015-16,Hull Make,NEWELL,,,5,9.06568998966511e-05
2015-16,Hull Make,NIMBUS,,,9,0.000163182419
2015-16,Hull Make,NOELEX,2,0.000692760651,33,0.000598335539
2015-16,Hull Make,NORTHBANK,21,0.007273986837,393,0.007125632331
2015-16,Hull Make,NORTHSHORE,,,15,0.000271970699
2015-16,Hull Make,NOVA,,,52,0.000942831758
2015-16,Hull Make,NYLEX PIONEER,,,2,3.62627599586605e-05
2015-16,Hull Make,OCEANTECH,1,0.000346380325,27,0.000489547259
2015-16,Hull Make,ORCA,1,0.000346380325,11,0.000199445179
2015-16,Hull Make,ORCA BLUEWATER,,,2,3.62627599586605e-05
2015-16,Hull Make,OTHER,166,0.057499134049,921,0.01669900096
2015-16,Hull Make,PELICAN,3,0.001039140976,185,0.003354305296
2015-16,Hull Make,PENGUIN,1,0.000346380325,14,0.000253839319
2015-16,Hull Make,PION,,,4,7.25255199173209e-05
2015-16,Hull Make,PIPELINE MARINE,,,2,3.62627599586605e-05
2015-16,Hull Make,POLARIS,1,0.000346380325,57,0.001033488658
2015-16,Hull Make,POLYCRAFT,17,0.005888465535,197,0.003571881855
2015-16,Hull Make,PONGRASS,4,0.001385521302,61,0.001106014178
2015-16,Hull Make,PONTOON,3,0.001039140976,4,7.25255199173209e-05
2015-16,Hull Make,PORTA-BOTE,10,0.003463803255,62,0.001124145558
2015-16,Hull Make,POWERCAT,1,0.000346380325,6,0.000108788279
2015-16,Hull Make,PRECISION,1,0.000346380325,4,7.25255199173209e-05
2015-16,Hull Make,PRIDE,5,0.001731901627,435,0.007887150291
2015-16,Hull Make,PRIDE ALBATROSS,,,28,0.000507678639
2015-16,Hull Make,PRIDE CHEETAH,1,0.000346380325,17,0.000308233459
2015-16,Hull Make,PRIDE EXPLORER,,,1,1.81313799793302e-05
2015-16,Hull Make,PRIDE PACEMAKER,,,26,0.000471415879
2015-16,Hull Make,PRIDE PANTHER,1,0.000346380325,8,0.000145051039
2015-16,Hull Make,PRIDE PLAYMATE,,,3,5.43941399379907e-05
2015-16,Hull Make,PRIDE PREMIER,,,11,0.000199445179
2015-16,Hull Make,PRIDE STARFIRE,,,12,0.000217576559
2015-16,Hull Make,PRO BORG,,,1,1.81313799793302e-05
2015-16,Hull Make,PROJECT,,,7,0.000126919659
2015-16,Hull Make,QUICKSILVER,2,0.000692760651,147,0.002665312856
2015-16,Hull Make,QUINTREX,390,0.135088326983,5459,0.098979203307
2015-16,Hull Make,RADHIAL,,,1,1.81313799793302e-05
2015-16,Hull Make,RAMSAY,2,0.000692760651,26,0.000471415879
2015-16,Hull Make,RANDELL,,,15,0.000271970699
2015-16,Hull Make,RANGER,,,5,9.06568998966511e-05
2015-16,Hull Make,RAZERLINE,,,1,1.81313799793302e-05
2015-16,Hull Make,RED WITCH,,,3,5.43941399379907e-05
2015-16,Hull Make,REGAL,1,0.000346380325,14,0.000253839319
2015-16,Hull Make,REGENT,,,10,0.000181313799
2015-16,Hull Make,REINELL,5,0.001731901627,12,0.000217576559
2015-16,Hull Make,RIVERMATE,,,236,0.004279005675
2015-16,Hull Make,RIVIERA,14,0.004849324558,127,0.002302685257
2015-16,Hull Make,ROBERTS,,,43,0.000779649339
2015-16,Hull Make,ROLCO BOATS,1,0.000346380325,3,5.43941399379907e-05
2015-16,Hull Make,ROSS,1,0.000346380325,11,0.000199445179
2015-16,Hull Make,ROVER,3,0.001039140976,232,0.004206480155
2015-16,Hull Make,SABRE,,,7,0.000126919659
2015-16,Hull Make,SALEM,2,0.000692760651,16,0.000290102079
2015-16,Hull Make,SAMAR,,,1,1.81313799793302e-05
2015-16,Hull Make,SAVAGE,135,0.046761343955,3494,0.063351041647
2015-16,Hull Make,SAVAGE ATLANTIC,,,8,0.000145051039
2015-16,Hull Make,SAVAGE COBIA,,,1,1.81313799793302e-05
2015-16,Hull Make,SAVAGE GULL,,,46,0.000834043479
2015-16,Hull Make,SAVAGE JABIRU,3,0.001039140976,98,0.001776875237
2015-16,Hull Make,SAVAGE KESTREL,1,0.000346380325,35,0.000634598299
2015-16,Hull Make,SAVAGE MAKO,1,0.000346380325,12,0.000217576559
2015-16,Hull Make,SAVAGE OSPREY,,,21,0.000380758979
2015-16,Hull Make,SAVAGE RANGER,,,7,0.000126919659
2015-16,Hull Make,SAVAGE SNIPE,2,0.000692760651,72,0.001305459358
2015-16,Hull Make,SAVAGE STREAKER,,,29,0.000525810019
2015-16,Hull Make,SAVAGE TASMAN,,,22,0.000398890359
2015-16,Hull Make,SAVAGE TERN,,,5,9.06568998966511e-05
2015-16,Hull Make,SAWCRAFT,,,41,0.000743386579
2015-16,Hull Make,SEA DOO,256,0.088673363352,1290,0.023389480173
2015-16,Hull Make,SEA HAWK,1,0.000346380325,3,5.43941399379907e-05
2015-16,Hull Make,SEA HUNTER,2,0.000692760651,60,0.001087882798
2015-16,Hull Make,SEA JAY,33,0.011430550744,260,0.004714158794
2015-16,Hull Make,SEA NYMPH,,,4,7.25255199173209e-05
2015-16,Hull Make,SEA RAY,5,0.001731901627,82,0.001486773158
2015-16,Hull Make,SEA SKIPPER,,,108,0.001958189037
2015-16,Hull Make,SEABIRD,2,0.000692760651,188,0.003408699436
2015-16,Hull Make,SEACRAFT,8,0.002771042604,64,0.001160408318
2015-16,Hull Make,SEAFARER,5,0.001731901627,300,0.005439413993
2015-16,Hull Make,SEAGULL,,,7,0.000126919659
2015-16,Hull Make,SEALINE,,,6,0.000108788279
2015-16,Hull Make,SEAMASTER,,,184,0.003336173916
2015-16,Hull Make,SEARLE,,,4,7.25255199173209e-05
2015-16,Hull Make,SEASWIRL,2,0.000692760651,7,0.000126919659
2015-16,Hull Make,SEAVENTURE,,,9,0.000163182419
2015-16,Hull Make,SEVYLOR,,,7,0.000126919659
2015-16,Hull Make,SHARK CAT,4,0.001385521302,63,0.001142276938
2015-16,Hull Make,SHARKCRAFT,,,21,0.000380758979
2015-16,Hull Make,SHEARWATER,,,6,0.000108788279
2015-16,Hull Make,SHEPIRO,1,0.000346380325,12,0.000217576559
2015-16,Hull Make,SIGNATURE,2,0.000692760651,118,0.002139502837
2015-16,Hull Make,SILLINGER,1,0.000346380325,7,0.000126919659
2015-16,Hull Make,SILVERLINE,,,25,0.000453284499
2015-16,Hull Make,SKICRAFT,16,0.005542085209,128,0.002320816637
2015-16,Hull Make,SKIMMER,1,0.000346380325,55,0.000997225898
2015-16,Hull Make,SKIMMERCRAFT,,,92,0.001668086958
2015-16,Hull Make,SKIPPERCRAFT,1,0.000346380325,30,0.000543941399
2015-16,Hull Make,SLEEKLINE,6,0.002078281953,16,0.000290102079
2015-16,Hull Make,SONATA,2,0.000692760651,35,0.000634598299
2015-16,Hull Make,SONIC,,,41,0.000743386579
2015-16,Hull Make,SOU'WESTER,,,2,3.62627599586605e-05
2015-16,Hull Make,SOUTH COAST,,,2,3.62627599586605e-05
2015-16,Hull Make,SOUTHERN CROSS,,,4,7.25255199173209e-05
2015-16,Hull Make,SOUTHWIND,2,0.000692760651,105,0.001903794897
2015-16,Hull Make,SPENCER,,,12,0.000217576559
2015-16,Hull Make,SPORTSCRAFT,7,0.002424662279,944,0.0171160227
2015-16,Hull Make,SPYDER,,,11,0.000199445179
2015-16,Hull Make,STABICRAFT,20,0.006927606511,137,0.002483999057
2015-16,Hull Make,STACER,235,0.081399376515,3671,0.066560295904
2015-16,Hull Make,STAR,,,18,0.000326364839
2015-16,Hull Make,STARCRAFT,1,0.000346380325,16,0.000290102079
2015-16,Hull Make,STATESMAN,,,45,0.000815912099
2015-16,Hull Make,STEBER,1,0.000346380325,66,0.001196671078
2015-16,Hull Make,STEJCRAFT,10,0.003463803255,440,0.00797780719
2015-16,Hull Make,STERLING,3,0.001039140976,96,0.001740612478
2015-16,Hull Make,STERLING LANZA,,,4,7.25255199173209e-05
2015-16,Hull Make,STERLING MONZA,,,33,0.000598335539
2015-16,Hull Make,STERLING P'TARA,,,31,0.000562072779
2015-16,Hull Make,STESSCO,18,0.00623484586,312,0.005656990553
2015-16,Hull Make,STESSL,11,0.003810183581,625,0.011332112487
2015-16,Hull Make,STEVENS,,,24,0.000435153119
2015-16,Hull Make,STREAKER,6,0.002078281953,240,0.004351531195
2015-16,Hull Make,STYLECRAFT,,,13,0.000235707939
2015-16,Hull Make,SUCCESS CRAFT,,,4,7.25255199173209e-05
2015-16,Hull Make,SUN TRACKER,1,0.000346380325,1,1.81313799793302e-05
2015-16,Hull Make,SUNBIRD,,,9,0.000163182419
2015-16,Hull Make,SUNDANCE,,,24,0.000435153119
2015-16,Hull Make,SUNDOWNER,3,0.001039140976,304,0.005511939513
2015-16,Hull Make,SUNMAID,,,10,0.000181313799
2015-16,Hull Make,SURTEES,18,0.00623484586,65,0.001178539698
2015-16,Hull Make,SUZUKI,2,0.000692760651,4,7.25255199173209e-05
2015-16,Hull Make,SWANSON,,,5,9.06568998966511e-05
2015-16,Hull Make,SWIFTCRAFT,15,0.005195704883,587,0.010643120047
2015-16,Hull Make,SWORDFISH,,,5,9.06568998966511e-05
2015-16,Hull Make,SYDNEY YACHTS,,,4,7.25255199173209e-05
2015-16,Hull Make,TASMAN,,,7,0.000126919659
2015-16,Hull Make,TENNESSEE,,,6,0.000108788279
2015-16,Hull Make,THEODORE,1,0.000346380325,15,0.000271970699
2015-16,Hull Make,THOMAS CRAFT,,,1,1.81313799793302e-05
2015-16,Hull Make,TIMPENNY,,,5,9.06568998966511e-05
2015-16,Hull Make,TOP HAT,,,3,5.43941399379907e-05
2015-16,Hull Make,TOPPERCRAFT,1,0.000346380325,25,0.000453284499
2015-16,Hull Make,TORNADO,,,10,0.000181313799
2015-16,Hull Make,TOYO,,,1,1.81313799793302e-05
2015-16,Hull Make,TRAILCRAFT,10,0.003463803255,408,0.007397603031
2015-16,Hull Make,TRIDANT,,,69,0.001251065218
2015-16,Hull Make,TRIMCRAFT,1,0.000346380325,17,0.000308233459
2015-16,Hull Make,UNKNOWN,379,0.131278143401,11003,0.199499573912
2015-16,Hull Make,VAN DE STADT,,,22,0.000398890359
2015-16,Hull Make,VEENSTRA SHIPBUILDING,,,1,1.81313799793302e-05
2015-16,Hull Make,VEGA,,,7,0.000126919659
2015-16,Hull Make,VICKERS,1,0.000346380325,48,0.000870306239
2015-16,Hull Make,VIKING,2,0.000692760651,14,0.000253839319
2015-16,Hull Make,VINCENT,,,25,0.000453284499
2015-16,Hull Make,VIXEN,,,5,9.06568998966511e-05
2015-16,Hull Make,VOLERO,1,0.000346380325,26,0.000471415879
2015-16,Hull Make,VON BERTOUCH,,,10,0.000181313799
2015-16,Hull Make,VOYAGER,1,0.000346380325,50,0.000906568998
2015-16,Hull Make,WARLAN,,,38,0.000688992439
2015-16,Hull Make,WEATHERCRAFT,1,0.000346380325,20,0.000362627599
2015-16,Hull Make,WEBSTER'S TWINFISHER,4,0.001385521302,14,0.000253839319
2015-16,Hull Make,WELLCRAFT,1,0.000346380325,25,0.000453284499
2015-16,Hull Make,WESTWIND,,,5,9.06568998966511e-05
2015-16,Hull Make,WHALER,1,0.000346380325,19,0.000344496219
2015-16,Hull Make,WHITE LINE,,,3,5.43941399379907e-05
2015-16,Hull Make,WHITTLEY,20,0.006927606511,430,0.007796493391
2015-16,Hull Make,WILDCAT,1,0.000346380325,4,7.25255199173209e-05
2015-16,Hull Make,XFACTOR,,,14,0.000253839319
2015-16,Hull Make,YALTA,12,0.004156563907,240,0.004351531195
2015-16,Hull Make,YAMAHA,113,0.039140976792,785,0.014233133283
2015-16,Hull Make,YOUNG,,,32,0.000580204159
2015-16,Hull Make,ZD COBRA,,,1,1.81313799793302e-05
2015-16,Hull Make,ZODIAC,9,0.00311742293,306,0.005548202273
2015-16,Hull Make,Totals,2887,1,55153,1
2015-16,Hull Make,RBA011,,,Page:2,
2015-16,Material,ALUMINIUM,1296,0.448908901974,23296,0.422388627998
2015-16,Material,CARBON FIBRE,1,0.000346380325,1,1.81313799793302e-05
2015-16,Material,COMPOSITE,4,0.001385521302,4,7.25255199173209e-05
2015-16,Material,FERRO-CEMENT,1,0.000346380325,72,0.001305459358
2015-16,Material,FIBREGLASS,1315,0.45549012816,28139,0.510198901238
2015-16,Material,OTHER,40,0.013855213023,464,0.00841296031
