financial_year,category,category_value,new_boat_registrations,new_boat_registrations_pct,boats_currently_registered,boats_currently_registered_pct
2021-22,Post Code,5115,14,0.005028735632,153,0.002829508257
2021-22,Post Code,5116,13,0.004669540229,221,0.004087067482
2021-22,Post Code,5117,11,0.003951149425,190,0.003513768424
2021-22,Post Code,5118,40,0.014367816091,572,0.010578292308
2021-22,Post Code,5120,9,0.00323275862,103,0.001904832356
2021-22,Post Code,5121,6,0.002155172413,54,0.000998649973
2021-22,Post Code,5125,37,0.013290229885,500,0.00924675901
2021-22,Post Code,5126,12,0.004310344827,207,0.00382815823
2021-22,Post Code,5127,5,0.001795977011,154,0.002848001775
2021-22,Post Code,5131,7,0.002514367816,82,0.001516468477
2021-22,Post Code,5132,4,0.001436781609,29,0.000536312022
2021-22,Post Code,5133,,,30,0.00055480554
2021-22,Post Code,5134,3,0.001077586206,17,0.000314389806
2021-22,Post Code,5136,1,0.000359195402,16,0.000295896288
2021-22,Post Code,5137,1,0.000359195402,17,0.000314389806
2021-22,Post Code,5138,1,0.000359195402,3,5.54805540657999e-05
2021-22,Post Code,5139,,,8,0.000147948144
2021-22,Post Code,5140,1,0.000359195402,12,0.000221922216
2021-22,Post Code,5141,3,0.001077586206,34,0.000628779612
2021-22,Post Code,5142,,,24,0.000443844432
2021-22,Post Code,5144,1,0.000359195402,24,0.000443844432
2021-22,Post Code,5150,,,9,0.000166441662
2021-22,Post Code,5151,,,11,0.000203428698
2021-22,Post Code,5152,14,0.005028735632,202,0.00373569064
2021-22,Post Code,5153,18,0.006465517241,279,0.005159691528
2021-22,Post Code,5154,16,0.005747126436,124,0.002293196234
2021-22,Post Code,5155,5,0.001795977011,114,0.002108261054
2021-22,Post Code,5156,1,0.000359195402,20,0.00036987036
2021-22,Post Code,5157,6,0.002155172413,173,0.003199378617
2021-22,Post Code,5158,24,0.008620689655,674,0.012464631146
2021-22,Post Code,5159,50,0.017959770114,715,0.013222865385
2021-22,Post Code,5160,2,0.000718390804,20,0.00036987036
2021-22,Post Code,5161,13,0.004669540229,169,0.003125404545
2021-22,Post Code,5162,39,0.014008620689,627,0.011595435799
2021-22,Post Code,5163,11,0.003951149425,278,0.00514119801
2021-22,Post Code,5164,3,0.001077586206,57,0.001054130527
2021-22,Post Code,5165,8,0.002873563218,127,0.002348676788
2021-22,Post Code,5166,7,0.002514367816,69,0.001276052743
2021-22,Post Code,5167,3,0.001077586206,188,0.003476781388
2021-22,Post Code,5168,11,0.003951149425,111,0.0020527805
2021-22,Post Code,5169,36,0.012931034482,396,0.007323433136
2021-22,Post Code,5170,1,0.000359195402,42,0.000776727756
2021-22,Post Code,5171,18,0.006465517241,243,0.004493924879
2021-22,Post Code,5172,13,0.004669540229,205,0.003791171194
2021-22,Post Code,5173,17,0.006106321839,320,0.005917925767
2021-22,Post Code,5174,10,0.003591954022,140,0.002589092523
2021-22,Post Code,5201,8,0.002873563218,87,0.001608936067
2021-22,Post Code,5202,,,47,0.000869195347
2021-22,Post Code,5203,2,0.000718390804,58,0.001072624045
2021-22,Post Code,5204,12,0.004310344827,212,0.00392062582
2021-22,Post Code,5210,4,0.001436781609,73,0.001350026815
2021-22,Post Code,5211,35,0.01257183908,605,0.011188578403
2021-22,Post Code,5212,1,0.000359195402,107,0.001978806428
2021-22,Post Code,5213,5,0.001795977011,78,0.001442494405
2021-22,Post Code,5214,71,0.025502873563,1016,0.01878941431
2021-22,Post Code,5220,,,23,0.000425350914
2021-22,Post Code,5221,6,0.002155172413,80,0.001479481441
2021-22,Post Code,5222,11,0.003951149425,153,0.002829508257
2021-22,Post Code,5223,20,0.007183908045,456,0.008433044218
2021-22,Post Code,5231,2,0.000718390804,58,0.001072624045
2021-22,Post Code,5232,,,26,0.000480831468
2021-22,Post Code,5233,4,0.001436781609,56,0.001035637009
2021-22,Post Code,5234,5,0.001795977011,55,0.001017143491
2021-22,Post Code,5235,3,0.001077586206,101,0.00186784532
2021-22,Post Code,5236,,,12,0.000221922216
2021-22,Post Code,5237,,,16,0.000295896288
2021-22,Post Code,5238,33,0.011853448275,581,0.01074473397
2021-22,Post Code,5240,,,20,0.00036987036
2021-22,Post Code,5241,2,0.000718390804,72,0.001331533297
2021-22,Post Code,5242,3,0.001077586206,58,0.001072624045
2021-22,Post Code,5243,4,0.001436781609,37,0.000684260166
2021-22,Post Code,5244,4,0.001436781609,149,0.002755534185
2021-22,Post Code,5245,5,0.001795977011,124,0.002293196234
2021-22,Post Code,5250,6,0.002155172413,103,0.001904832356
2021-22,Post Code,5251,20,0.007183908045,335,0.006195328537
2021-22,Post Code,5252,5,0.001795977011,169,0.003125404545
2021-22,Post Code,5253,42,0.015086206896,846,0.015645516246
2021-22,Post Code,5254,6,0.002155172413,150,0.002774027703
2021-22,Post Code,5255,18,0.006465517241,371,0.006861095186
2021-22,Post Code,5256,6,0.002155172413,126,0.00233018327
2021-22,Post Code,5259,6,0.002155172413,131,0.00242265086
2021-22,Post Code,5260,8,0.002873563218,109,0.002015793464
2021-22,Post Code,5261,3,0.001077586206,28,0.000517818504
2021-22,Post Code,5262,1,0.000359195402,38,0.000702753684
2021-22,Post Code,5263,1,0.000359195402,22,0.000406857396
2021-22,Post Code,5264,1,0.000359195402,86,0.001590442549
2021-22,Post Code,5265,,,18,0.000332883324
2021-22,Post Code,5266,2,0.000718390804,45,0.00083220831
2021-22,Post Code,5267,10,0.003591954022,168,0.003106911027
2021-22,Post Code,5268,8,0.002873563218,141,0.002607586041
2021-22,Post Code,5269,,,1,1.84935180219333e-05
2021-22,Post Code,5270,6,0.002155172413,49,0.000906182383
2021-22,Post Code,5271,11,0.003951149425,286,0.005289146154
2021-22,Post Code,5272,4,0.001436781609,52,0.000961662937
2021-22,Post Code,5273,,,5,9.24675901096666e-05
2021-22,Post Code,5275,22,0.00790229885,282,0.005215172082
2021-22,Post Code,5276,5,0.001795977011,106,0.00196031291
2021-22,Post Code,5277,6,0.002155172413,129,0.002385663824
2021-22,Post Code,5278,1,0.000359195402,19,0.000351376842
2021-22,Post Code,5279,,,13,0.000240415734
2021-22,Post Code,5280,26,0.009339080459,486,0.008987849758
2021-22,Post Code,5290,46,0.016522988505,703,0.013000943169
2021-22,Post Code,5291,63,0.022629310344,814,0.015053723669
2021-22,Post Code,5301,1,0.000359195402,37,0.000684260166
2021-22,Post Code,5302,4,0.001436781609,39,0.000721247202
2021-22,Post Code,5303,,,4,7.39740720877333e-05
2021-22,Post Code,5304,3,0.001077586206,50,0.000924675901
2021-22,Post Code,5306,1,0.000359195402,6,0.000110961108
2021-22,Post Code,5307,2,0.000718390804,32,0.000591792576
2021-22,Post Code,5308,,,11,0.000203428698
2021-22,Post Code,5309,2,0.000718390804,11,0.000203428698
2021-22,Post Code,5310,,,7,0.000129454626
2021-22,Post Code,5311,1,0.000359195402,37,0.000684260166
2021-22,Post Code,5320,5,0.001795977011,113,0.002089767536
2021-22,Post Code,5321,2,0.000718390804,48,0.000887688865
2021-22,Post Code,5322,5,0.001795977011,132,0.002441144378
2021-22,Post Code,5330,14,0.005028735632,426,0.007878238677
2021-22,Post Code,5331,4,0.001436781609,59,0.001091117563
2021-22,Post Code,5332,3,0.001077586206,78,0.001442494405
2021-22,Post Code,5333,21,0.007543103448,780,0.014424944057
2021-22,Post Code,5340,17,0.006106321839,319,0.005899432248
2021-22,Post Code,5341,53,0.019037356321,1066,0.019714090211
2021-22,Post Code,5342,6,0.002155172413,130,0.002404157342
2021-22,Post Code,5343,25,0.008979885057,418,0.007730290533
2021-22,Post Code,5344,6,0.002155172413,103,0.001904832356
2021-22,Post Code,5345,16,0.005747126436,338,0.006250809091
2021-22,Post Code,5346,1,0.000359195402,48,0.000887688865
2021-22,Post Code,5350,2,0.000718390804,34,0.000628779612
2021-22,Post Code,5351,12,0.004310344827,241,0.004456937843
2021-22,Post Code,5352,14,0.005028735632,217,0.00401309341
2021-22,Post Code,5353,3,0.001077586206,194,0.003587742496
2021-22,Post Code,5354,3,0.001077586206,64,0.001183585153
2021-22,Post Code,5355,10,0.003591954022,389,0.00719397851
2021-22,Post Code,5356,,,40,0.00073974072
2021-22,Post Code,5357,3,0.001077586206,87,0.001608936067
2021-22,Post Code,5360,2,0.000718390804,65,0.001202078671
2021-22,Post Code,5371,3,0.001077586206,88,0.001627429585
2021-22,Post Code,5372,3,0.001077586206,84,0.001553455513
2021-22,Post Code,5373,4,0.001436781609,118,0.002182235126
2021-22,Post Code,5374,2,0.000718390804,55,0.001017143491
2021-22,Post Code,5381,2,0.000718390804,25,0.00046233795
2021-22,Post Code,5400,2,0.000718390804,38,0.000702753684
2021-22,Post Code,5401,3,0.001077586206,20,0.00036987036
2021-22,Post Code,5410,2,0.000718390804,15,0.00027740277
2021-22,Post Code,5411,,,9,0.000166441662
2021-22,Post Code,5412,1,0.000359195402,44,0.000813714792
2021-22,Post Code,5413,1,0.000359195402,54,0.000998649973
2021-22,Post Code,5414,,,9,0.000166441662
2021-22,Post Code,5415,,,9,0.000166441662
2021-22,Post Code,5416,,,13,0.000240415734
2021-22,Post Code,5417,1,0.000359195402,62,0.001146598117
2021-22,Post Code,5418,,,1,1.84935180219333e-05
2021-22,Post Code,5419,,,13,0.000240415734
2021-22,Post Code,5420,,,4,7.39740720877333e-05
2021-22,Post Code,5421,,,1,1.84935180219333e-05
2021-22,Post Code,5422,2,0.000718390804,23,0.000425350914
2021-22,Post Code,5431,2,0.000718390804,36,0.000665766648
2021-22,Post Code,5432,,,5,9.24675901096666e-05
2021-22,Post Code,5433,2,0.000718390804,30,0.00055480554
2021-22,Post Code,5434,2,0.000718390804,15,0.00027740277
2021-22,Post Code,5440,,,9,0.000166441662
2021-22,Post Code,5451,1,0.000359195402,30,0.00055480554
2021-22,Post Code,5452,1,0.000359195402,22,0.000406857396
2021-22,Post Code,5453,5,0.001795977011,227,0.00419802859
2021-22,Post Code,5454,,,15,0.00027740277
2021-22,Post Code,5455,,,2,3.69870360438666e-05
2021-22,Post Code,5460,1,0.000359195402,26,0.000480831468
2021-22,Post Code,5461,4,0.001436781609,129,0.002385663824
2021-22,Post Code,5462,1,0.000359195402,30,0.00055480554
2021-22,Post Code,5464,,,41,0.000758234238
2021-22,Post Code,5470,,,3,5.54805540657999e-05
2021-22,Post Code,5472,,,9,0.000166441662
2021-22,Post Code,5473,,,23,0.000425350914
2021-22,Post Code,5480,2,0.000718390804,48,0.000887688865
2021-22,Post Code,5481,,,25,0.00046233795
2021-22,Post Code,5482,1,0.000359195402,31,0.000573299058
2021-22,Post Code,5483,,,15,0.00027740277
2021-22,Post Code,5485,2,0.000718390804,46,0.000850701829
2021-22,Post Code,5490,,,6,0.000110961108
2021-22,Post Code,5491,3,0.001077586206,69,0.001276052743
2021-22,Post Code,5493,,,2,3.69870360438666e-05
2021-22,Post Code,5495,1,0.000359195402,70,0.001294546261
2021-22,Post Code,5501,24,0.008620689655,435,0.008044680339
2021-22,Post Code,5502,2,0.000718390804,93,0.001719897176
2021-22,Post Code,5510,,,7,0.000129454626
2021-22,Post Code,5520,1,0.000359195402,27,0.000499324986
2021-22,Post Code,5521,,,5,9.24675901096666e-05
2021-22,Post Code,5522,5,0.001795977011,221,0.004087067482
2021-22,Post Code,5523,2,0.000718390804,108,0.001997299946
2021-22,Post Code,5540,20,0.007183908045,695,0.012852995025
2021-22,Post Code,5550,2,0.000718390804,45,0.00083220831
2021-22,Post Code,5552,1,0.000359195402,30,0.00055480554
2021-22,Post Code,5554,8,0.002873563218,299,0.005529561888
2021-22,Post Code,5555,4,0.001436781609,68,0.001257559225
2021-22,Post Code,5556,24,0.008620689655,500,0.00924675901
2021-22,Post Code,5558,23,0.008261494252,568,0.010504318236
2021-22,Post Code,5560,,,24,0.000443844432
2021-22,Post Code,5570,4,0.001436781609,102,0.001886338838
2021-22,Post Code,5571,8,0.002873563218,314,0.005806964658
2021-22,Post Code,5572,,,11,0.000203428698
2021-22,Post Code,5573,12,0.004310344827,279,0.005159691528
2021-22,Post Code,5575,12,0.004310344827,380,0.007027536848
2021-22,Post Code,5576,5,0.001795977011,106,0.00196031291
2021-22,Post Code,5577,,,90,0.001664416621
2021-22,Post Code,5580,1,0.000359195402,66,0.001220572189
2021-22,Post Code,5581,5,0.001795977011,119,0.002200728644
2021-22,Post Code,5582,3,0.001077586206,109,0.002015793464
2021-22,Post Code,5583,,,170,0.003143898063
2021-22,Post Code,5600,8,0.002873563218,317,0.005862445212
2021-22,Post Code,5601,1,0.000359195402,11,0.000203428698
2021-22,Post Code,5602,10,0.003591954022,184,0.003402807316
2021-22,Post Code,5603,1,0.000359195402,45,0.00083220831
2021-22,Post Code,5604,1,0.000359195402,34,0.000628779612
2021-22,Post Code,5605,11,0.003951149425,277,0.005122704492
2021-22,Post Code,5606,49,0.017600574712,1301,0.024060066946
2021-22,Post Code,5607,22,0.00790229885,736,0.013611229264
2021-22,Post Code,5608,5,0.001795977011,310,0.005732990586
2021-22,Post Code,5609,5,0.001795977011,64,0.001183585153
2021-22,Post Code,5611,,,10,0.00018493518
2021-22,Post Code,5630,,,21,0.000388363878
2021-22,Post Code,5631,4,0.001436781609,149,0.002755534185
2021-22,Post Code,5632,,,30,0.00055480554
2021-22,Post Code,5633,2,0.000718390804,47,0.000869195347
2021-22,Post Code,5640,4,0.001436781609,101,0.00186784532
2021-22,Post Code,5641,,,89,0.001645923103
2021-22,Post Code,5642,,,28,0.000517818504
2021-22,Post Code,5650,,,20,0.00036987036
2021-22,Post Code,5651,,,11,0.000203428698
2021-22,Post Code,5652,1,0.000359195402,68,0.001257559225
2021-22,Post Code,5653,1,0.000359195402,6,0.000110961108
2021-22,Post Code,5654,1,0.000359195402,29,0.000536312022
2021-22,Post Code,5655,1,0.000359195402,12,0.000221922216
2021-22,Post Code,5660,,,7,0.000129454626
2021-22,Post Code,5661,1,0.000359195402,25,0.00046233795
2021-22,Post Code,5670,1,0.000359195402,73,0.001350026815
2021-22,Post Code,5671,1,0.000359195402,41,0.000758234238
2021-22,Post Code,5680,20,0.007183908045,460,0.00850701829
2021-22,Post Code,5690,6,0.002155172413,371,0.006861095186
2021-22,Post Code,5700,17,0.006106321839,515,0.009524161781
2021-22,Post Code,5701,1,0.000359195402,7,0.000129454626
2021-22,Post Code,5710,6,0.002155172413,133,0.002459637896
2021-22,Post Code,5713,,,1,1.84935180219333e-05
2021-22,Post Code,5715,,,1,1.84935180219333e-05
2021-22,Post Code,5719,,,1,1.84935180219333e-05
2021-22,Post Code,5720,,,3,5.54805540657999e-05
2021-22,Post Code,5722,,,15,0.00027740277
2021-22,Post Code,5723,2,0.000718390804,32,0.000591792576
2021-22,Post Code,5724,,,4,7.39740720877333e-05
2021-22,Post Code,5725,6,0.002155172413,121,0.00223771568
2021-22,Post Code,5730,,,1,1.84935180219333e-05
2021-22,Post Code,5731,1,0.000359195402,6,0.000110961108
2021-22,Post Code,5732,,,1,1.84935180219333e-05
2021-22,Post Code,5733,,,1,1.84935180219333e-05
2021-22,Post Code,6000,,,1,1.84935180219333e-05
2021-22,Post Code,6009,,,1,1.84935180219333e-05
2021-22,Post Code,6014,,,1,1.84935180219333e-05
2021-22,Post Code,6015,,,1,1.84935180219333e-05
2021-22,Post Code,6020,,,1,1.84935180219333e-05
2021-22,Post Code,6023,,,1,1.84935180219333e-05
2021-22,Post Code,6030,,,1,1.84935180219333e-05
2021-22,Post Code,6062,,,1,1.84935180219333e-05
2021-22,Post Code,6063,,,1,1.84935180219333e-05
2021-22,Post Code,6069,,,1,1.84935180219333e-05
2021-22,Post Code,6076,,,1,1.84935180219333e-05
2021-22,Post Code,6101,,,2,3.69870360438666e-05
2021-22,Post Code,6111,1,0.000359195402,1,1.84935180219333e-05
2021-22,Post Code,6122,,,1,1.84935180219333e-05
2021-22,Post Code,6153,,,1,1.84935180219333e-05
2021-22,Post Code,6163,,,5,9.24675901096666e-05
2021-22,Post Code,6164,,,1,1.84935180219333e-05
2021-22,Post Code,6168,,,1,1.84935180219333e-05
2021-22,Post Code,6225,,,1,1.84935180219333e-05
2021-22,Post Code,6230,,,1,1.84935180219333e-05
2021-22,Post Code,6233,,,1,1.84935180219333e-05
2021-22,Post Code,6255,,,1,1.84935180219333e-05
2021-22,Post Code,6280,,,1,1.84935180219333e-05
2021-22,Post Code,6284,1,0.000359195402,1,1.84935180219333e-05
2021-22,Post Code,6317,,,1,1.84935180219333e-05
2021-22,Post Code,6337,,,1,1.84935180219333e-05
2021-22,Post Code,6352,,,1,1.84935180219333e-05
2021-22,Post Code,6443,,,1,1.84935180219333e-05
2021-22,Post Code,6448,,,1,1.84935180219333e-05
2021-22,Post Code,6450,,,3,5.54805540657999e-05
2021-22,Post Code,6519,,,1,1.84935180219333e-05
2021-22,Post Code,6525,,,1,1.84935180219333e-05
2021-22,Post Code,6530,,,1,1.84935180219333e-05
2021-22,Post Code,6646,,,1,1.84935180219333e-05
2021-22,Post Code,6707,,,1,1.84935180219333e-05
2021-22,Post Code,6714,,,1,1.84935180219333e-05
2021-22,Post Code,6722,,,1,1.84935180219333e-05
2021-22,Post Code,6725,,,2,3.69870360438666e-05
2021-22,Post Code,6753,,,1,1.84935180219333e-05
2021-22,Post Code,7022,,,1,1.84935180219333e-05
2021-22,Post Code,7109,,,1,1.84935180219333e-05
2021-22,Post Code,7112,,,2,3.69870360438666e-05
2021-22,Post Code,7113,,,1,1.84935180219333e-05
2021-22,Post Code,7173,,,1,1.84935180219333e-05
2021-22,Post Code,7310,,,1,1.84935180219333e-05
2021-22,Post Code,7315,,,1,1.84935180219333e-05
2021-22,Post Code,7321,,,1,1.84935180219333e-05
2021-22,Post Code,Totals,2784,1,54073,1
2021-22,Post Code,RBA011,,,Page:18,
2022-23,Hull Type,AIR BOAT,,,1,1.9676518043367e-05
2022-23,Hull Type,AMPHIBIOUS VEHICLE,,,2,3.93530360867341e-05
2022-23,Hull Type,CABIN CRUISER,85,0.036062791684,1998,0.03931368305
2022-23,Hull Type,CANOE/KAYAK,2,0.000848536274,15,0.00029514777
2022-23,Hull Type,CATAMARAN/TRIMARAN,19,0.008061094611,238,0.004683011294
2022-23,Hull Type,CENTRE CONSOLE,13,0.005515485787,69,0.001357679744
2022-23,Hull Type,CUDDY CABIN,160,0.067882901994,1820,0.035811262838
2022-23,Hull Type,HALF CABIN,223,0.094611794654,9554,0.187989453386
2022-23,Hull Type,HOUSEBOAT,18,0.007636826474,696,0.013694856558
2022-23,Hull Type,HOVERCRAFT,,,6,0.000118059108
2022-23,Hull Type,HYDROPLANE,1,0.000424268137,10,0.00019676518
2022-23,Hull Type,INFLATABLE,115,0.048790835808,742,0.014599976388
2022-23,Hull Type,OPEN BOAT,631,0.267713194739,14584,0.286962339144
2022-23,Hull Type,OTHER,15,0.006364022061,430,0.008460902758
2022-23,Hull Type,PONTOON,2,0.000848536274,19,0.000373853842
2022-23,Hull Type,PWC,475,0.201527365294,2932,0.057691550903
2022-23,Hull Type,RACING BOAT,2,0.000848536274,4,7.87060721734682e-05
2022-23,Hull Type,RAFT/PUNT,7,0.002969876962,313,0.006158750147
2022-23,Hull Type,RUNABOUT,397,0.168434450572,11996,0.236039510448
2022-23,Hull Type,SAILING VESSEL,57,0.024183283835,1587,0.031226634134
2022-23,Hull Type,SKI BOAT,135,0.057276198557,3666,0.072134115146
2022-23,Hull Type,TRADITIONAL RIVERBOAT,,,140,0.002754712526
2022-23,Hull Type,Totals,2357,1,50822,1
2022-23,Hull Type,RBA011,,,Page:1,
2022-23,Hull Make,ACHILLES,13,0.005515485787,90,0.001770886623
2022-23,Hull Make,ADAMS,1,0.000424268137,11,0.000216441698
2022-23,Hull Make,ADELAIDE SKIBOAT,,,2,3.93530360867341e-05
2022-23,Hull Make,ADVENTURE,,,3,5.90295541301011e-05
2022-23,Hull Make,ALBO 4 SEASONS,,,30,0.000590295541
2022-23,Hull Make,ALLISON CRAFT,1,0.000424268137,176,0.003463067175
2022-23,Hull Make,ALLY CRAFT,8,0.003394145099,389,0.007654165518
2022-23,Hull Make,ALOCRAFT,,,199,0.00391562709
2022-23,Hull Make,ALUFARM,,,74,0.001456062335
2022-23,Hull Make,ANCRAFT,,,4,7.87060721734682e-05
2022-23,Hull Make,ANGLAPRO,3,0.001272804412,56,0.00110188501
2022-23,Hull Make,APOLLO,,,6,0.000118059108
2022-23,Hull Make,AQUALARK,,,1,1.9676518043367e-05
2022-23,Hull Make,AQUAPRO,1,0.000424268137,19,0.000373853842
2022-23,Hull Make,ARANCIA,,,8,0.000157412144
2022-23,Hull Make,ARTHUR ROBB DESIGN,,,1,1.9676518043367e-05
2022-23,Hull Make,AUSTRAL,,,72,0.001416709299
2022-23,Hull Make,AVENGER,2,0.000848536274,2,3.93530360867341e-05
2022-23,Hull Make,AVON,,,17,0.000334500806
2022-23,Hull Make,AZIMUT,1,0.000424268137,3,5.90295541301011e-05
2022-23,Hull Make,BAHAMA,,,2,3.93530360867341e-05
2022-23,Hull Make,BARCRUSHER,37,0.015697921086,467,0.009188933926
2022-23,Hull Make,BARON,1,0.000424268137,37,0.000728031167
2022-23,Hull Make,BARRACUDA,1,0.000424268137,11,0.000216441698
2022-23,Hull Make,BAVARIA,2,0.000848536274,34,0.000669001613
2022-23,Hull Make,BAYCRAFT,,,7,0.000137735626
2022-23,Hull Make,BAYLINER,13,0.005515485787,366,0.007201605603
2022-23,Hull Make,BELLBOY,3,0.001272804412,158,0.00310888985
2022-23,Hull Make,BELLCRAFT,,,31,0.000609972059
2022-23,Hull Make,BENETEAU,2,0.000848536274,63,0.001239620636
2022-23,Hull Make,BERMUDA,6,0.002545608824,356,0.007004840423
2022-23,Hull Make,BERTRAM,5,0.002121340687,91,0.001790563141
2022-23,Hull Make,BINKS,1,0.000424268137,15,0.00029514777
2022-23,Hull Make,BLAXELL,,,7,0.000137735626
2022-23,Hull Make,BOMBADIER,2,0.000848536274,31,0.000609972059
2022-23,Hull Make,BONITO,,,31,0.000609972059
2022-23,Hull Make,BOOMEROO,,,2,3.93530360867341e-05
2022-23,Hull Make,BROOKER,12,0.005091217649,512,0.010074377238
2022-23,Hull Make,BULLET,,,10,0.00019676518
2022-23,Hull Make,C CRAFT,3,0.001272804412,106,0.002085710912
2022-23,Hull Make,CAL,,,3,5.90295541301011e-05
2022-23,Hull Make,CAMERO,16,0.006788290199,486,0.009562787769
2022-23,Hull Make,CAMERO FARINA,1,0.000424268137,5,9.83825902168352e-05
2022-23,Hull Make,CAMERO LEGEND,,,48,0.000944472866
2022-23,Hull Make,CAMERO NORDIC,,,32,0.000629648577
2022-23,Hull Make,CAMERO RIVA,,,2,3.93530360867341e-05
2022-23,Hull Make,CAMERO SPRINTA,,,4,7.87060721734682e-05
2022-23,Hull Make,CAMERO STRADA,,,16,0.000314824288
2022-23,Hull Make,CAMERO SURVEYOR,,,2,3.93530360867341e-05
2022-23,Hull Make,CAMERO TARGA,,,1,1.9676518043367e-05
2022-23,Hull Make,CAMERO VOLANTE,,,34,0.000669001613
2022-23,Hull Make,CAREEL,,,2,3.93530360867341e-05
2022-23,Hull Make,CARIBBEAN,27,0.011455239711,630,0.012396206367
2022-23,Hull Make,CARIBBEAN COBRA,1,0.000424268137,6,0.000118059108
2022-23,Hull Make,CARIBBEAN COLT,1,0.000424268137,7,0.000137735626
2022-23,Hull Make,CASTLE,,,2,3.93530360867341e-05
2022-23,Hull Make,CATALINA,1,0.000424268137,31,0.000609972059
2022-23,Hull Make,CHALLENGER,,,19,0.000373853842
2022-23,Hull Make,CHASE,,,2,3.93530360867341e-05
2022-23,Hull Make,CHEOY LEE,,,2,3.93530360867341e-05
2022-23,Hull Make,CHRISCRAFT,1,0.000424268137,4,7.87060721734682e-05
2022-23,Hull Make,CLARK,8,0.003394145099,357,0.007024516941
2022-23,Hull Make,CLASSIC CRAFT BOATS,14,0.005939753924,263,0.005174924245
2022-23,Hull Make,CLAUSEN,,,15,0.00029514777
2022-23,Hull Make,CLAYTON,3,0.001272804412,68,0.001338003226
2022-23,Hull Make,CLEVELAND,2,0.000848536274,22,0.000432883396
2022-23,Hull Make,COLE,,,30,0.000590295541
2022-23,Hull Make,COLEMAN,,,3,5.90295541301011e-05
2022-23,Hull Make,COMPASS,,,20,0.00039353036
2022-23,Hull Make,CONCEPT,,,2,3.93530360867341e-05
2022-23,Hull Make,CONDOR,1,0.000424268137,1,1.9676518043367e-05
2022-23,Hull Make,CORSAIR,1,0.000424268137,5,9.83825902168352e-05
2022-23,Hull Make,COUGAR,,,9,0.000177088662
2022-23,Hull Make,COURT,,,6,0.000118059108
2022-23,Hull Make,COXCRAFT,1,0.000424268137,26,0.000511589469
2022-23,Hull Make,CRAIGCAT,,,1,1.9676518043367e-05
2022-23,Hull Make,CROWNLINE,1,0.000424268137,23,0.000452559914
2022-23,Hull Make,CRUISECRAFT,24,0.010182435299,667,0.013124237534
2022-23,Hull Make,CRUISEMASTER,,,1,1.9676518043367e-05
2022-23,Hull Make,CRUSADER,,,5,9.83825902168352e-05
2022-23,Hull Make,CUSTOM BUILT,1,0.000424268137,50,0.000983825902
2022-23,Hull Make,DAYTONA,,,2,3.93530360867341e-05
2022-23,Hull Make,DE HAVILLAND,9,0.003818413237,213,0.004191098343
2022-23,Hull Make,DEALTRY,,,173,0.003404037621
2022-23,Hull Make,DEALTRY SCARAB,,,7,0.000137735626
2022-23,Hull Make,DELTA,,,18,0.000354177324
2022-23,Hull Make,DENNIS,,,5,9.83825902168352e-05
2022-23,Hull Make,DEVIL CAT,,,8,0.000157412144
2022-23,Hull Make,DOLPHIN,10,0.004242681374,400,0.007870607217
2022-23,Hull Make,DOUGLAS,,,5,9.83825902168352e-05
2022-23,Hull Make,DOVER,,,14,0.000275471252
2022-23,Hull Make,DUCK FLAT,,,3,5.90295541301011e-05
2022-23,Hull Make,DUNCANSON,,,64,0.001259297154
2022-23,Hull Make,DYNOUS,,,1,1.9676518043367e-05
2022-23,Hull Make,EASYRIDER,1,0.000424268137,40,0.000787060721
2022-23,Hull Make,ENDEAVOUR,,,2,3.93530360867341e-05
2022-23,Hull Make,ENSIGN,,,9,0.000177088662
2022-23,Hull Make,ENSIGN P'MAKER,,,1,1.9676518043367e-05
2022-23,Hull Make,EVERINGHAM,3,0.001272804412,43,0.000846090275
2022-23,Hull Make,EXPRESS,,,13,0.000255794734
2022-23,Hull Make,EXTREME BOATS NZ,5,0.002121340687,12,0.000236118216
2022-23,Hull Make,EXTREME SKI BOATS,,,31,0.000609972059
2022-23,Hull Make,FARR,6,0.002545608824,97,0.00190862225
2022-23,Hull Make,FASTLANE,,,2,3.93530360867341e-05
2022-23,Hull Make,FIBRECRAFT,,,6,0.000118059108
2022-23,Hull Make,FIBREMASTER,,,4,7.87060721734682e-05
2022-23,Hull Make,FISHER,,,13,0.000255794734
2022-23,Hull Make,FLIGHTCRAFT,6,0.002545608824,137,0.002695682971
2022-23,Hull Make,FLINDERS,,,6,0.000118059108
2022-23,Hull Make,FORCE,,,3,5.90295541301011e-05
2022-23,Hull Make,FORMULA,,,1,1.9676518043367e-05
2022-23,Hull Make,FOUR WINNS,2,0.000848536274,55,0.001082208492
2022-23,Hull Make,FRASER,2,0.000848536274,52,0.001023178938
2022-23,Hull Make,G CRAFT,,,35,0.000688678131
2022-23,Hull Make,GANNET,1,0.000424268137,210,0.004132068789
2022-23,Hull Make,GEMINI,,,12,0.000236118216
2022-23,Hull Make,GILFLITE,,,105,0.002066034394
2022-23,Hull Make,GILFLITE LASER,,,1,1.9676518043367e-05
2022-23,Hull Make,GLASTRON,1,0.000424268137,79,0.001554444925
2022-23,Hull Make,GOLDEN HAWK,,,1,1.9676518043367e-05
2022-23,Hull Make,GOOLWA CRAFT,,,95,0.001869269214
2022-23,Hull Make,GRADY-WHITE,,,10,0.00019676518
