tenement_category,tenement_type_code,tenement_type_desc,tenement_number,tenement_label,tenement_status,holders,operators,location,legal_area,area_unit,grant_date,surrender_date,expiry_date,renewal_received_date,transfer_received_date,surrender_received_date,commodities,commodity_categories,court_action_pending,mpl_purpose,operation_name,operation_status,operation_method,reports_and_related_records,prior_tenement,subsequent_tenement,longitude,latitude
private_mines,PM,Private Mine,45,PM 45,Active,Northern Adelaide Waste Management Authority,,Smithfield Quarry,55.800000000000004,Hectares,1973-02-22T01:30:00Z,,,,,,Sandstone,,,,Smithfield Quarry,Inactive,Open Cut,,,,138.72777050000002,-34.6744525
private_mines,PMA,Private Mine Area,243,PMA 243,Active,Direct-Screens Holdings Pty. Ltd.,Adbri Concrete and Quarries SA Pty Ltd trading as Adbri Quarries SA,Price,40.46,Hectares,1974-08-08T02:30:00Z,,,,,,Sand,,,,Crowell Sand Pit,Active,Open Cut,,,,137.9484995,-34.303152499999996
private_mines,PM,Private Mine,114,PM 114,Active,District Council Of Grant,,Mount Gambier,8.92,Hectares,1973-05-17T02:30:00Z,,,,,,Limestone; Sand,,,,Attiwill Quarry,Active,Open Cut,,,,140.8519855,-37.858849500000005
private_mines,PM,Private Mine,201,PM 201,Active,PGH Bricks & Pavers Pty Limited,,Houghton,19.8,Hectares,1973-11-08T01:30:00Z,,,,,,Clay - Red Plastic; Shale - Coloured; Shale - White,,,,Range Road South Quarry,Active,Open Cut,,,,138.74955599999998,-34.838261
private_mines,PM,Private Mine,251,PM 251,Active,Kulburri Pty Ltd,Clare Quarry Pty Ltd,Kulpara,247.22,Hectares,1974-09-14T02:30:00Z,,,,,,Sand,,,,Kulpara Sand Pit,Active,Open Cut,,,,137.9837565,-34.0189185
private_mines,PM,Private Mine,304,PM 304,Active,Feniks Pty Ltd; Hydropol Plumbing Pty. Ltd.,,Stirling,1.51,Hectares,1976-04-15T02:30:00Z,,,,,,Sandstone,,,,Mount Lofty Freestone Quarry,Operating,Open Cut,,,,138.702844,-35.0127115
private_mines,PM,Private Mine,100,PM 100,Active,Amulet Holdings Pty Ltd,,Angaston,0.64,Hectares,1973-04-19T02:30:00Z,,,,,,Marble,,,,Howard Quarry,Active,Open Cut,,,,139.0384635,-34.519835
private_mines,PM,Private Mine,123,PM 123,Active,[individual holder - name withheld for privacy],Dudley The Estate of Heintze,Nuriootpa,4.37,Hectares,1973-06-07T02:30:00Z,,,,,,Sand,,,,Heintze Sand Pit,Inactive, Surface Scrape,,,,138.979809,-34.452922
private_mines,PM,Private Mine,316,PM 316,Active,MOANA SAND PROPRIETARY LIMITED,,Moana,38.85,Hectares,1979-11-29T01:30:00Z,,,,,,Sand,,,,Moana Sand Pit,Inactive,Open Cut,,,,138.4760765,-35.20297
private_mines,PM,Private Mine,277,PM 277,Active,L R & M Sands Pty Ltd,,Moonta Bay,47,Hectares,1975-05-15T02:30:00Z,,,,,,Sand,,,,Allen Sand Pit,Inactive,No Method Defined,,,,137.5661475,-34.0335065
private_mines,PM,Private Mine,91,PM 91,Active,Clare Quarry Pty Ltd,,Clare,6.94,Hectares,1973-04-05T02:30:00Z,,,,,,Quartzite,,,,Clare Quarry,Active,Open Cut,,,,138.65175549999998,-33.8757155
private_mines,PM,Private Mine,315,PM 315,Active,[individual holder - name withheld for privacy],Newtech Minerals Pty Ltd,Kapunda,3.02,Hectares,1976-12-23T01:30:00Z,,,,,,Phosphate,,,,Tom's phosphate Mine,Active,Open Cut,,,,138.98688199999998,-34.360673500000004
private_mines,PM,Private Mine,32,PM 32,Active,Hallett Brick Pty Ltd,,Golden Grove,54.86,Hectares,1973-01-18T01:30:00Z,,,,,,Clay - Red Plastic; Clay - White Plastic; Fine Tailings; Sand; Shale - Coloured,,,,Christies Sand Pits,Active,Open Cut,,,,138.7318765,-34.7775475
private_mines,PM,Private Mine,245,PM 245,Active,[individual holder - name withheld for privacy],,Hartley,48.99,Hectares,1974-08-08T02:30:00Z,,,,,,Sand,,,,Pine Hill Sand Pit,Care / Maintenance,Open Cut,,,,139.025913,-35.180246499999996
private_mines,PM,Private Mine,71,PM 71,Active,Heidelberg Materials Australia Pty Ltd,,Golden Grove,11.83,Hectares,1973-03-22T02:30:00Z,,,,,,Clay - White Plastic; Sand; Silica Sand,,,,Golden Grove (Rocla) Sand Pit,Active,Open Cut,,,,138.725187,-34.785641999999996
private_mines,PM,Private Mine,312,PM 312,Active,[individual holder - name withheld for privacy],,Moculta,33.25,Hectares,1976-09-23T02:30:00Z,,,,,,Phosphate,,,,Moculta Phosphate Quarry,Active,Open Cut,,,,139.0914945,-34.4771695
private_mines,PM,Private Mine,17,PM 17,Active,Sandscope Pty Ltd,,Pedlar Creek,19.07,Hectares,1972-11-09T01:30:00Z,,,,,,Sand,,,,Pedlar Creek Sand Pit,Active,Open Cut,,,,138.495474,-35.2201565
private_mines,PM,Private Mine,163,PM 163,Active,Adbri Concrete and Quarries SA Pty Ltd trading as Adbri Quarries SA,,Sellicks Hill,114.99000000000001,Hectares,1973-08-30T02:30:00Z,,,,,,Limestone(Aggregate - General Purpose); Limestone(Agricultural); Limestone(Ballast); Limestone(Concrete Aggregate); Limestone(Crusher Dust); Limestone(Filling); Limestone(Road Base); Limestone(Spalls); Marble(Decorative Stone),,,,Sellicks Hill Quarry,Active,Open Cut,,,,138.476247,-35.340218
private_mines,PM,Private Mine,170,PM 170,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy]; [individual holder - name withheld for privacy]; [individual holder - name withheld for privacy]; [individual holder - name withheld for privacy]; [individual holder - name withheld for privacy]; [individual holder - name withheld for privacy]; [individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Wistow,223.98000000000002,Hectares,1973-08-30T02:30:00Z,,,,,,Meta-silt Stone,,,,Rollond Slate Quarry,Operating,Open Cut,,,,138.95054349999998,-35.1247455
private_mines,PM,Private Mine,165,PM 165,Active,[individual holder - name withheld for privacy],,Willunga,27.400000000000002,Hectares,1973-08-30T02:30:00Z,,,,,,,,,,Browns Quarry,No Operation,Open Cut,,,,138.5868755,-35.2482345
private_mines,PM,Private Mine,173,PM 173,Active,[individual holder - name withheld for privacy],,Keith,169.27,Hectares,1973-09-13T02:30:00Z,,,,,,Sand,,,,Mount Monster Quarry,Active,Open Cut,,,,140.312669,-36.197494
private_mines,PM,Private Mine,265,PM 265,Active,[individual holder - name withheld for privacy],,Willunga,15.9,Hectares,1974-11-21T01:30:00Z,,,,,,Slate,,,,DELABOLE SLATE,Operating,Open Cut,,,,138.550368,-35.303313
private_mines,PM,Private Mine,158,PM 158,Active,Adelaide Hills Council,,Mylor,0.8,Hectares,1973-08-02T02:30:00Z,,,,,,Sandstone,,,,LESLIE CREEK QUARRY,No Operation,Open Cut,,,,138.7325035,-35.0450295
private_mines,PM,Private Mine,108,PM 108,Active,Syracruse Developments Pty. Ltd.,,Normanville,23.5,Hectares,1973-05-03T02:30:00Z,,,,,,Sand,,,,Wards Sand Pit,Active,Open Cut,,,,138.318907,-35.453384
private_mines,PM,Private Mine,22,PM 22,Active,Longfield Pty. Ltd.,Boral Resources (SA) Limited (Operator),Linwood,163.5,Hectares,1972-11-16T01:30:00Z,,,,,,Limestone(Aggregate - General Purpose); Limestone(Ballast); Limestone(Concrete Aggregate); Limestone(Filling); Limestone(Road Base); Limestone(Road Seal Aggregate); Limestone(Spalls); Limestone(Specification Sand),,,,Linwood Quarry,Active,Open Cut,,,,138.525866,-35.055004
private_mines,PM,Private Mine,180,PM 180,Active,Glen G O & Jayne Tilley trading as Hillcott Grove Proprietors,SA Crushing & Minerals Pty Ltd,Tarlee,159.62,Hectares,1973-09-27T02:30:00Z,,,,,,Sandstone,,,,Hogan's Quarry,Active,Open Cut,,,,138.829321,-34.294632500000006
private_mines,PM,Private Mine,261,PM 261,Active,[individual holder - name withheld for privacy],,Mount Gambier,8.24,Hectares,1974-11-14T01:30:00Z,,,,,,Limestone,,,,Haines Limestone,Active,No Method Defined,,,,140.6728705,-37.8371715
private_mines,PM,Private Mine,210,PM 210,Active,[individual holder - name withheld for privacy],,Mt Torrens,8.1,Hectares,1973-11-22T01:30:00Z,,,,,,Limestone,,,,Schulz Quarry,Rehabilitation,Open Cut,,,,138.93325950000002,-34.8816465
private_mines,PM,Private Mine,101,PM 101,Active,Adelaide Brighton Cement Limited,,Stockwell,36.4,Hectares,1973-04-19T02:30:00Z,,,,,,Limestone,,,,Stockwell Quarry,Active,No Method Defined,,,,139.05686200000002,-34.443128
private_mines,PM,Private Mine,24,PM 24,Active,Glen Mcmahon Pty Ltd,,Highbury,1.86,Hectares,1972-11-30T01:30:00Z,,,,,,Sand,,,,Highbury Sand,Active,No Method Defined,,,,138.7197665,-34.8469595
private_mines,PM,Private Mine,4,PM 4,Active,Boral Resources (SA) Limited,,Linwood,54.69,Hectares,1972-09-14T02:30:00Z,,,,,,Limestone,,,,Linwood Quarry,Active,Open Cut,,,,138.52630299999998,-35.046794000000006
private_mines,PM,Private Mine,192,PM 192,Active,Heidelberg Materials Australia Pty Ltd,,Rowland Flat,20.68,Hectares,1973-10-04T02:30:00Z,,,,,,Sand,,,,Rowland Flat Sand Pits,Active,Open Cut,,,,138.918005,-34.581802499999995
private_mines,PM,Private Mine,13,PM 13,Active,[individual holder - name withheld for privacy],Sibelco Australia Limited,Williamstown,213.17000000000002,Hectares,1972-10-19T02:30:00Z,,,,,,Kaolin; Mica; Sillimanite,,,,Springfield Clay Mine,Inactive,Open Cut,,,,138.92618099999999,-34.6950405
private_mines,PM,Private Mine,271,PM 271,Active,Mid North Materials Laboratory Pty Ltd,Clare Quarry Pty Ltd,Clare,36,Hectares,1975-01-09T01:30:00Z,,,,,,Sandstone,,,,Possinghams Quarry,Active,Open Cut,,,,138.6054315,-33.896354
private_mines,PM,Private Mine,273,PM 273,Active,[individual holder - name withheld for privacy],,Willunga,4.7,Hectares,1975-02-13T01:30:00Z,,,,,,Slate,,,,Bangor Slate Quarry,Operating,Open Cut,,,,138.55488200000002,-35.296532
private_mines,PM,Private Mine,161,PM 161,Active,Pioneer Concrete (SA) Pty Ltd,,McLaren Vale,31.490000000000002,Hectares,1973-08-02T02:30:00Z,,,,,,Sand,,,,Pedlar Creek Sand Pit,Active,Open Cut,,,,138.5147485,-35.218257
private_mines,PM,Private Mine,212,PM 212,Active,Adelaide Brighton Cement Limited,,Truro,24.18,Hectares,1973-11-22T01:30:00Z,,,,,,Cement Shale,,,,Truro Shale Quarry,Active,Open Cut,,,,139.1277925,-34.4212225
private_mines,PM,Private Mine,77,PM 77,Active,Port Gawler Investments Pty Ltd,,Port Gawler,29.13,Hectares,1973-03-22T02:30:00Z,,,,,,Salt,,,,Dry Creek Salt Fields,Active,Harvesting,,,,138.446618,-34.644405500000005
private_mines,PM,Private Mine,247,PM 247,Active,[individual holder - name withheld for privacy],,Mambray Creek,425.83,Hectares,1974-08-22T02:30:00Z,,,,,,Limestone,,,,Mambray Creek Gravel Deposit,Inactive,No Method Defined,,,,137.9651065,-32.8465875
private_mines,PM,Private Mine,177,PM 177,Active,[individual holder - name withheld for privacy],,Mt Torrens,32.32,Hectares,1973-09-27T02:30:00Z,,,,,,Clay,,,,Mt Torrens,Active,No Method Defined,,,,138.9262425,-34.85538
private_mines,PM,Private Mine,284,PM 284,Active,[individual holder - name withheld for privacy],,Tepko-Monarto area,67.13,Hectares,1975-06-26T02:30:00Z,,,,,,,,,,Mannum Sand Deposit (2),Inactive,No Method Defined,,,,139.1842405,-35.001367
private_mines,PM,Private Mine,146,PM 146,Active,[individual holder - name withheld for privacy],,Callington,126.07000000000001,Hectares,1973-07-19T02:30:00Z,,,,,,,,,,Old Copper Mines,No Operation,No Method Defined,,,,139.03422,-35.0943445
private_mines,PM,Private Mine,19,PM 19,Active,[individual holder - name withheld for privacy],,Sellicks Hill,338.86,Hectares,1972-11-09T01:30:00Z,,,,,,Sand,,,,Heatherdale Limestone Deposit,Inactive,No Method Defined,,,,138.4370695,-35.3638765
private_mines,PM,Private Mine,9,PM 9,Active,[individual holder - name withheld for privacy],,Mount Gambier,27.16,Hectares,1972-10-12T02:30:00Z,,,,,,Limestone,,,,Compton Quarry,Active,Open Cut,,,,140.6426025,-37.824372499999996
private_mines,PM,Private Mine,48,PM 48,Active,Boral Resources (SA) Limited,,Reynella,33.7,Hectares,1973-03-01T01:30:00Z,,,,,,Marble,,,,Reynella Quarry,Active,Open Cut,,,,138.511912,-35.097815
private_mines,PM,Private Mine,220,PM 220,Active,Mineral Holding Pty Ltd,Clay & Mineral Sales Pty Ltd (Operator),Bakers Gully,37.300000000000004,Hectares,1974-01-10T01:30:00Z,,,,,,Shale - Coloured(),,,,Bakers Gully Shale Quarry,Active,Open Cut,,,,138.6382665,-35.128644
private_mines,PM,Private Mine,279,PM 279,Active,Mineral Holding Pty Ltd,,McLaren Vale,32.5,Hectares,1975-06-05T02:30:00Z,,,,,,Clay - Red Plastic; Clay - White Plastic; Sand,,,,Olivers Sand/Clay Pit,Active,Open Cut,,,,138.544734,-35.190551
private_mines,PM,Private Mine,196,PM 196,Active,Heidelberg Materials Australia Pty Ltd,,Rowland Flat,51.4,Hectares,1973-10-18T02:30:00Z,,,,,,Sand,,,,Rowland Flat Sand Pits,Active,Open Cut,,,,138.9214815,-34.569824499999996
private_mines,PM,Private Mine,206,PM 206,Active,Hallett Brick Pty Ltd,Clay & Mineral Sales Pty Ltd (Operator),,55.800000000000004,Hectares,1973-11-15T01:30:00Z,,,,,,Shale - White(),,,,PGH No.2 Shale Quarry,Active,Open Cut,,,,138.736062,-34.78340849999999
private_mines,PM,Private Mine,113,PM 113,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Lyndoch,51.870000000000005,Hectares,1973-05-03T02:30:00Z,,,,,,Silica Sand,,,,Williams Sand Pit,Inactive,Open Cut,,,,138.838352,-34.6086945
private_mines,PM,Private Mine,183,PM 183,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Pt Elliot,1.62,Hectares,1973-09-27T02:30:00Z,,,,,,Clay - Red Plastic,,,,Arcadian Brickworks Clay Pit,Care / Maintenance,Open Cut,,,,138.65997249999998,-35.522124500000004
private_mines,PM,Private Mine,233,PM 233,Active,Azriel Nominees Pty Ltd,,Mount Gambier,113.69,Hectares,1974-06-20T02:30:00Z,,,,,,Dolomite; Sand,,,,Allen Sand Pit,Operating,Open Cut,,,,140.706995,-37.7649205
private_mines,PM,Private Mine,78,PM 78,Active,[individual holder - name withheld for privacy],,Woodside area,27.7,Hectares,1973-03-22T02:30:00Z,,,,,,,,,,Pfitzner Pit,Inactive,No Method Defined,,,,138.8964535,-34.935582
private_mines,PM,Private Mine,132,PM 132,Active,Amberich Pty Ltd,,Mount Gambier,7.03,Hectares,1973-06-21T02:30:00Z,,,,,,Limestone,,,,Treffers Quarry,Inactive,Open Cut,,,,140.6253405,-37.8019465
private_mines,PM,Private Mine,155,PM 155,Active,[individual holder - name withheld for privacy],,Meadows,20.6,Hectares,1973-08-02T02:30:00Z,,,,,,Sandstone,,,,Berecry Quarry,No Operation,Open Cut,,,,138.7748755,-35.1639365
private_mines,PM,Private Mine,281,PM 281,Active,Gaybrook Pty Ltd,,Finniss,51.800000000000004,Hectares,1975-06-05T02:30:00Z,,,,,,Sand,,,,Unnamed sand deposit,Inactive,No Method Defined,,,,138.811297,-35.3715665
private_mines,PM,Private Mine,63,PM 63,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],Clay & Mineral Sales Pty Ltd (Operator),Reeves Plains,57.18,Hectares,1973-03-08T02:30:00Z,,,,,,Sand(Garden/Filling),,,,Humpreys Sand Pit,Active,Strip Mining,,,,138.5863545,-34.550622000000004
private_mines,PM,Private Mine,107,PM 107,Active,[individual holder - name withheld for privacy],Boral Resources (SA) Limited (Operator),Reynella,8.4,Hectares,1973-05-03T02:30:00Z,,,,,,Marble(),,,,Reynella Quarry,Active,Open Cut,,,,138.506608,-35.097109
private_mines,PM,Private Mine,98,PM 98,Active,Adelaide Brighton Cement Limited,,Angaston,60.7,Hectares,1973-04-19T02:30:00Z,,,,,,Limestone,,,,Bald Hill Quarry,Active,Open Cut,,,,139.0302475,-34.502750500000005
private_mines,PM,Private Mine,157,PM 157,Active,[individual holder - name withheld for privacy],,Kybunga-Blyth area,0.88,Hectares,1973-08-02T02:30:00Z,,,,,,Clay,,,,"Dall, K",No Operation,No Method Defined,,,,138.5166385,-33.856875
private_mines,PM,Private Mine,81,PM 81,Active,Hallett Brick Pty Ltd,Clay & Mineral Sales Pty Ltd (Operator),Golden Grove,4.6000000000000005,Hectares,1973-03-22T02:30:00Z,,,,,,Clay(Filling); Sandstone(Filling); Shale - Coloured(),,,,Christies Sand Pits,Active,Open Cut,,,,138.7381035,-34.7777145
private_mines,PM,Private Mine,137,PM 137,Active,[individual holder - name withheld for privacy],Holcim (Australia) Pty Ltd (Operator),Montacute,56.04,Hectares,1973-06-21T02:30:00Z,,,,,,Limestone,,,,Montacute Quarry,Active,Open Cut,,,,138.7493585,-34.873543999999995
private_mines,PM,Private Mine,314,PM 314,Active,[individual holder - name withheld for privacy],Kruse Quarries Pty Ltd,Burra Creek,250,Hectares,1976-11-25T01:30:00Z,,,,,,Gravel (Natural); Limestone,,,,BURRA GRAVEL PIT,Active,No Method Defined,,,,139.1807675,-33.852075
private_mines,PM,Private Mine,231,PM 231,Active,Adelaide Brighton Cement Limited,,Birdwood,8.14,Hectares,1974-05-02T02:30:00Z,,,,,,Kaolin; Shale - White,,,,Birdwood Clay Quarry,Active,Open Cut,,,,138.9764395,-34.7978025
private_mines,PM,Private Mine,140,PM 140,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],S.C. Heinrich & Co Pty. Ltd. (Operator),Gladstone,125.86,Hectares,1973-07-05T02:30:00Z,,,,,,Quartzite(Ballast); Quartzite(Concrete Aggregate); Quartzite(Filling),,,,Lines Quarry,Active,Open Cut,,,,138.354202,-33.3044765
private_mines,PM,Private Mine,49,PM 49,Active,Barossa Ceramics Pty Ltd,,Nuriootpa,2.4,Hectares,1973-03-01T01:30:00Z,,,,,,Clay - White Plastic,,,,Krieg Clay Pit,Inactive,Open Cut,,,,138.979305,-34.462810000000005
private_mines,PM,Private Mine,310,PM 310,Active,Sandyridge Holdings Pty Ltd,,Mount Gambier,9.14,Hectares,1976-07-08T02:30:00Z,,,,,,Sand; Sandstone,,,,Butcher Sand Pit,Active,Open Cut,,,,140.701338,-37.8234755
private_mines,PM,Private Mine,218,PM 218,Active,[individual holder - name withheld for privacy],,Daveyston,63.800000000000004,Hectares,1973-12-13T01:30:00Z,,,,,,Dolomite,,,,Sieber Dolomite Mine,No Operation,Open Cut,,,,138.8799435,-34.500611000000006
private_mines,PM,Private Mine,205,PM 205,Active,Adelaide Brighton Cement Limited,,Nuriootpa Kapunda,11.5,Hectares,1973-11-15T01:30:00Z,,,,,,Sand; Silica,,,,Stonewell Quarry,Active,Open Cut,,,,138.94423749999999,-34.5113355
private_mines,PM,Private Mine,61,PM 61,Active,[individual holder - name withheld for privacy],McLaren Vale Properties Pty Ltd,Noarlunga,66.4,Hectares,1973-03-08T02:30:00Z,,,,,,Dolomite(Concrete Aggregate); Dolomite(Filling); Dolomite(Road Base); Dolomite(Road Seal Aggregate); Dolomite(Spalls),,,,Mclaren Vale Quarry,Active,Open Cut,,,,138.53396049999998,-35.175574999999995
private_mines,PM,Private Mine,53,PM 53,Active,Kitticooler Holdings Pty Ltd,,3 km SSW of Palmer,581.45,Hectares,1973-03-01T01:30:00Z,,,,,,Contained Copper; Gold,,,,Kitticoola Mine,Inactive,Underground,,,,139.1418295,-34.8647595
private_mines,PM,Private Mine,193,PM 193,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Mt Barker,3.6,Hectares,1973-10-11T02:30:00Z,,,,,,Limestone,,,,Rayner deposit,Inactive,No Method Defined,,,,138.9208585,-35.0556355
private_mines,PM,Private Mine,3,PM 3,Active,Boral Resources (SA) Limited (Tenement Holder),,Linwood,4,Hectares,1972-09-14T02:30:00Z,,,,,,Limestone(Aggregate - General Purpose); Limestone(Ballast); Limestone(Concrete Aggregate); Limestone(Filling); Limestone(Road Seal Aggregate); Limestone(Spalls); Limestone(Specification Sand),,,,Linwood Quarry,Active,Open Cut,,,,138.526953,-35.048756499999996
private_mines,PM,Private Mine,268,PM 268,Active,[individual holder - name withheld for privacy],,Kadina,192.59,Hectares,1974-12-05T01:30:00Z,,,,,,Calcrete; Sand,,,,Avery Sand Pit,Operating,Open Cut,,,,137.84902599999998,-33.809591
private_mines,PM,Private Mine,51,PM 51,Active,[individual holder - name withheld for privacy],,Reeves Plains,65.65,Hectares,1973-03-01T01:30:00Z,,,,,,Sand,,,,Humpreys Sand Pit,Active,Strip Mining,,,,138.595119,-34.547511
private_mines,PM,Private Mine,153,PM 153,Active,Bruhn Limestone Mining Pty Ltd,,Mount Gambier,16.82,Hectares,1973-08-02T02:30:00Z,,,,,,Limestone(Agricultural); Limestone(Dimension Stone); Limestone(Road Base),,,,Bruhn Quarry,Active,Open Cut,,,,140.6759365,-37.838004
private_mines,PM,Private Mine,110,PM 110,Active,Alert Investing Pty Ltd,Curia Mudbricks Pty Ltd,Carey Gully,9.700000000000001,Hectares,1973-05-03T02:30:00Z,,,,,,Sandstone,,,,Carey Gully Quarry,Active,Open Cut,,,,138.7832645,-34.978050999999994
private_mines,PM,Private Mine,125,PM 125,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Mount Gambier,139.11,Hectares,1973-06-14T02:30:00Z,,,,,,Limestone,,,,Stafford and Blackall Quarry,Active,Open Cut,,,,140.668938,-37.8279975
private_mines,PM,Private Mine,154,PM 154,Active,[individual holder - name withheld for privacy],Boral Resources (SA) Limited (Operator),Stirling North,483.76,Hectares,1973-08-02T02:30:00Z,,,,,,Gravel (Natural)(Aggregate - General Purpose); Gravel (Natural)(Ballast); Gravel (Natural)(Concrete Aggregate); Gravel (Natural)(Filling); Gravel (Natural)(Road Base); Gravel (Natural)(Spalls); Gravel (Natural)(Specification Sand),,,,Stirling North Quarry,Active, Surface Scrape,,,,137.88507199999998,-32.493405499999994
private_mines,PM,Private Mine,221,PM 221,Active,[individual holder - name withheld for privacy],,Snowtown,33.7,Hectares,1974-01-24T01:30:00Z,,,,,,Salt,,,,Burnsfield Salt Field,Inactive,Harvesting,,,,138.2490875,-33.690374000000006
private_mines,PM,Private Mine,300,PM 300,Active,[individual holder - name withheld for privacy],,Mannum,52,Hectares,1975-12-18T01:30:00Z,,,,,,,,,,Unnamed deposit,Inactive,No Method Defined,,,,139.250611,-34.9391905
private_mines,PM,Private Mine,148,PM 148,Active,[individual holder - name withheld for privacy],Shane Kelly,Booleroo Centre,206.45000000000002,Hectares,1973-07-19T02:30:00Z,,,,,,Sand; Sandstone,,,,Kelly Quartzite Quarry,Inactive,Open Cut,,,,138.29307649999998,-32.935926499999994
private_mines,PM,Private Mine,255,PM 255,Active,Brukunga Combined Pistol & Shooting Club Inc,,Murray Bridge,463.86,Hectares,1974-10-24T02:30:00Z,,,,,,Limestone,,,,Brukunga Pistol & Shooting,Inactive,No Method Defined,,,,139.35793,-35.143210499999995
private_mines,PM,Private Mine,31,PM 31,Active,Holcim (Australia) Pty Ltd,,Highbury,299.98,Hectares,1973-01-11T01:30:00Z,,,,,,Dolomite; Limestone; Sand; Sandstone,,,,Riverview Quarry,Active,Open Cut,,,,138.733178,-34.8502195
private_mines,PM,Private Mine,52,PM 52,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Reeves Plains,43.44,Hectares,1973-03-01T01:30:00Z,,,,,,Sand,,,,Humpreys Sand Pit,Active,Strip Mining,,,,138.588379,-34.5476575
private_mines,PM,Private Mine,289,PM 289,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,McLaren Vale,13,Hectares,1975-08-14T02:30:00Z,,,,,,Sand,,,,Pedlar Creek Sand Pit,Active,Open Cut,,,,138.5208715,-35.216508000000005
private_mines,PM,Private Mine,169,PM 169,Active,Gambier Earth Movers Proprietary Limited,,Mt Gambier,16.18,Hectares,1973-08-30T02:30:00Z,,,,,,Limestone,,,,Telfords Limestone Quarry,Active,Open Cut,,,,140.758669,-37.887907
private_mines,PM,Private Mine,270,PM 270,Active,[individual holder - name withheld for privacy],,Tepko-Mannum area,69.88,Hectares,1975-01-09T01:30:00Z,,,,,,,,,,Mannum Sand Deposit (1),Inactive,No Method Defined,,,,139.1963955,-34.9224235
private_mines,PM,Private Mine,56,PM 56,Active,Hallett Brick Pty Ltd,Clay & Mineral Sales Pty Ltd (Operator),Golden Grove,28.79,Hectares,1973-03-01T01:30:00Z,,,,,,Clay - White Plastic(Filling); Clay(Fired (bricks)); Sand(Packing); Shale - Coloured(),,,,Drecko Clay Pit Golden Grove,Active,Open Cut,,,,138.719761,-34.7923545
private_mines,PM,Private Mine,112,PM 112,Active,Amulet Holdings Pty Ltd,,Angaston Kapunda,2,Hectares,1973-05-03T02:30:00Z,,,,,,Marble,,,,Howard Quarry,Active,Open Cut,,,,139.04262599999998,-34.5215065
private_mines,PM,Private Mine,226,PM 226,Active,Mineral Holding Pty Ltd,,Port Gawler,45.38,Hectares,1974-02-21T01:30:00Z,,,,,,Sand,,,,Reeves Plain Sand Pit,Active,Strip Mining,,,,138.6155445,-34.5380395
private_mines,PM,Private Mine,102,PM 102,Active,Seelander Quarries Pty Ltd,Seelander Quarries Pty Ltd (operator),Stockwell,5.46,Hectares,1973-04-19T02:30:00Z,,,,,,Limestone(Cement); Marble(); Meta-silt Stone(),,,,Stockwell Marble Quarry,Active,Open Cut,,,,139.0616635,-34.464611500000004
private_mines,PM,Private Mine,88,PM 88,Active,E.W. & M.D. ROSS PTY. LTD.,,One Tree Hill,51.230000000000004,Hectares,1973-03-29T02:30:00Z,,,,,,Clay - Red Plastic; Clay - White Plastic; Sand; Shale - Coloured; Shale - White,,,,One Tree Hill Clay Pit,Active,Open Cut,,,,138.7828695,-34.7062065
private_mines,PM,Private Mine,39,PM 39,Active,Kidman Holdings Pty Ltd,,Woodside area,7.6000000000000005,Hectares,1973-02-22T01:30:00Z,,,,,,,,,,Woodside Quarry,Inactive,No Method Defined,,,,138.900276,-34.9323035
private_mines,PM,Private Mine,7,PM 7,Active,Boral Resources (SA) Limited,,Stonyfell/Greenhill,183.62,Hectares,1972-10-05T02:30:00Z,,,,,,Quartzite,,,,Stonyfell Quarry,Active,Open Cut,,,,138.6910975,-34.9383335
private_mines,PM,Private Mine,65,PM 65,Active,Southern Waste Resourceco Pty Ltd,,Maslin Beach,33.22,Hectares,1973-03-15T02:30:00Z,,,,,,Sand; Shale - Coloured,,,,Christies Sands Sand Pit,Active,Open Cut,,,,138.4961305,-35.224547
private_mines,PM,Private Mine,194,PM 194,Active,Wistow Stone Quarries Pty Ltd,,Approximately 10km southeast of Mount Barker,33.9,Hectares,1973-10-11T02:30:00Z,,,,,,Meta-silt Stone,,,,Wistow Flagstone Quarry,Active,Open Cut,,,,138.94594899999998,-35.13432
private_mines,PM,Private Mine,64,PM 64,Active,[individual holder - name withheld for privacy],Clay & Mineral Sales Pty Ltd (Operator),Reeves Plains,50.35,Hectares,1973-03-08T02:30:00Z,,,,,,Sand(Garden/Filling),,,,Humpreys Sand Pit,Active,Strip Mining,,,,138.5770115,-34.550705
