table,table_title,year,measure,age,sex,indigenous_status,remoteness,year_dollars,description1,description2,description3,description4,uncertainty,data_source,unit,jurisdiction,value
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,NSW,596754
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,Vic,406874
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,Qld,628276
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,WA,145306
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,SA,187133
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,Tas,45602
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,ACT,18681
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,NT,23183
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Emergency incidents,,,CAA (unpublished),no.,Aust,2051809
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Urgent incidents,,,CAA (unpublished),no.,NSW,487370
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Urgent incidents,,,CAA (unpublished),no.,Vic,231335
11A.4,"Incidents, responses, patients and transport",2024-25,Ambulance activity and resources,All ages,All people,All people,All areas,,Ambulance activity and resources,Incidents,Urgent incidents,,,CAA (unpublished),no.,Qld,377931
