table,table_title,year,measure,age,sex,indigenous_status,remoteness,year_dollars,description1,description2,description3,description4,uncertainty,data_source,unit,jurisdiction,value
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,98
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,98
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,98
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,97
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,96
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,98
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,96
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,96
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,97
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,NSW,1.1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,Vic,1.2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,Qld,0.9
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,WA,2.2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,SA,1.5
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,Tas,0.9
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,ACT,1.4
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,NT,3.8
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Very satisfied or satisfied,,95%CI,CAA (unpublished) Patient Experience Survey Australia,%,Aust,0.5
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,0
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Neither satisfied / dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,3
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,4
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Overall satisfaction,Dissatisfied / very dissatisfied,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,65
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,69
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,66
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,61
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,65
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,68
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,58
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,43
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,64
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,6
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,5
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,4
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,6
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,4
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,5
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,7
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,10
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,5
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,29
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,26
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,30
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,33
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,31
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,28
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,35
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,46
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Phone answer time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,30
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,59
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,63
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,60
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,60
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,60
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,63
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,55
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,43
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,Much quicker or a little quicker than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,60
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,11
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,10
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,13
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,10
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,10
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,11
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,15
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,23
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,A little slower or much slower than I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,12
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,30
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,27
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,27
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,29
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,30
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,26
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,30
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,34
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Ambulance arrival time,About what I thought it would be,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,28
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,97
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,99
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,98
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,96
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,96
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,98
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,97
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,96
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Very good or good,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,98
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,0
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,0
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,Poor or very poor,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,Vic,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,Qld,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,WA,3
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,SA,2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,Tas,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,ACT,2
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,NT,3
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of care provided by paramedics,OK,,,CAA (unpublished) Patient Experience Survey Australia,%,Aust,1
11A.8,Patient experience of ambulance services,2024-25,Patient experience,All ages,All people,All people,All areas,,Patient experience,Level of trust and confidence in paramedics and their ability to provide quality care and treatment,Very high or high,,,CAA (unpublished) Patient Experience Survey Australia,%,NSW,93
