table,table_title,year,measure,age,sex,indigenous_status,remoteness,year_dollars,description1,description2,description3,description4,uncertainty,data_source,unit,jurisdiction,value
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,NSW,81.7
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,Vic,90.5
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,Qld,77.1
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,WA,77.7
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,SA,62.9
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,Tas,77.4
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,ACT,84.1
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,NT,66.1
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,Aust,80.4
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,NSW,98254
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,Vic,51604
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,Qld,76537
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,WA,17230
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,SA,17392
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,Tas,6921
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,ACT,5425
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,NT,2710
11A.7,Pain management,2024-25,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Total number of pain management patients,,,CAA (unpublished),no.,Aust,276073
11A.7,Pain management,2023-24,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,NSW,82.0
11A.7,Pain management,2023-24,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,Vic,90.5
11A.7,Pain management,2023-24,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,Qld,79.1
11A.7,Pain management,2023-24,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,WA,77.7
11A.7,Pain management,2023-24,Pain management,All ages,All people,All people,All areas,,Ambulance service treatment,Pain management,Proportion of patients who reported a clinically meaningful pain reduction,,,Derived from CAA (unpublished),%,SA,81.9
