table,table_title,year,measure,age,sex,indigenous_status,remoteness,year_dollars,description1,description2,description3,description4,uncertainty,data_source,unit,jurisdiction,value
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,NSW,92.4
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,Vic,95.7
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,Qld,90.4
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,WA,97.4
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,SA,95.6
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,Tas,92.0
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,ACT,93.2
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,NT,82.8
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds,,,,CAA (unpublished),%,Aust,93.0
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Number of calls received by the triple zero emergency call service that require an ambulance service,,,,CAA (unpublished),'000,NSW,1248.6
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Number of calls received by the triple zero emergency call service that require an ambulance service,,,,CAA (unpublished),'000,Vic,1047.2
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Number of calls received by the triple zero emergency call service that require an ambulance service,,,,CAA (unpublished),'000,Qld,1233.4
11A.6,Triple zero (000) call answering time,2024-25,Call answering time,All ages,All people,All people,All areas,,Triple zero (000) call answering time,Number of calls received by the triple zero emergency call service that require an ambulance service,,,,CAA (unpublished),'000,WA,313.7
