table,table_title,year,measure,age,sex,indigenous_status,remoteness,year_dollars,description1,description2,description3,description4,uncertainty,data_source,unit,jurisdiction,value
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NSW,6560
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Vic,7013
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Qld,6540
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,WA,2063
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,SA,1716
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Tas,738
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,ACT,356
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NT,262
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Other,512
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Aust,25760
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,NSW,194
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Vic,207
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Qld,214
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,WA,65
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,SA,57
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Tas,23
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,ACT,22
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,NT,12
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Other,49
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Aust,843
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,NSW,6754
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Vic,7220
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Qld,6754
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,WA,2128
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,SA,1773
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Tas,761
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,ACT,378
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,NT,274
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Other,561
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2024-25,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Aust,26603
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NSW,6250
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Vic,6933
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Qld,6269
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,WA,1839
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,SA,1634
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Tas,675
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,ACT,342
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NT,268
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Other,427
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Aust,24637
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,NSW,162
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Vic,167
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Qld,200
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,WA,61
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,SA,43
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Tas,21
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,ACT,13
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,NT,10
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Other,31
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Aust,708
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,NSW,6412
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Vic,7100
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Qld,6469
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,WA,1900
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,SA,1677
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Tas,696
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,ACT,355
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,NT,278
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Other,458
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2023-24,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Aust,25345
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NSW,6037
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Vic,6789
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Qld,5975
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,WA,1697
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,SA,1541
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Tas,677
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,ACT,319
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NT,244
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Other,303
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Aust,23582
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,NSW,134
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Vic,139
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Qld,155
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,WA,46
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,SA,44
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Tas,11
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,ACT,18
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,NT,11
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Other,24
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Aust,582
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,NSW,6171
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Vic,6928
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Qld,6130
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,WA,1743
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,SA,1585
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Tas,688
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,ACT,337
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,NT,255
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Other,327
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2022-23,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Aust,24164
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NSW,5826
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Vic,6553
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Qld,5711
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,WA,1571
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,SA,1458
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Tas,658
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,ACT,322
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NT,211
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Other,274
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,Aust,22584
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,NSW,104
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Vic,117
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Qld,127
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,WA,35
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,SA,31
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Tas,10
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,ACT,15
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,NT,6
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Other,24
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Non-practising,,,,AHPRA Registrant Data Table,no.,Aust,469
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,NSW,5930
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Vic,6670
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Qld,5838
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,WA,1606
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,SA,1489
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Tas,668
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,ACT,337
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,NT,217
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Other,298
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2021-22,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,Total,,,,AHPRA Registrant Data Table,no.,Aust,23053
11A.3,Australian Health Practitioner Regulation Agency registered paramedics,2020-21,Australian Health Practitioner Regulation Agency registered paramedics,All ages,All people,All people,All areas,,Registered paramedics,General,,,,AHPRA Registrant Data Table,no.,NSW,5455
